,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
7,.ਭਾਰਤ em i Intanet kod bilong kantri [[India]].,ਭਾਰਤ em i Intanet kod bilong kantri India,8,28,54.17857142857143,2,28-2
0,Viktoria stap wanpela stet bilong [[Ostrelia]].,Viktoria stap wanpela stet bilong Ostrelia,6,28,54.17857142857143,2,28-2
5,[[Kapitol]] long emi Quito.,Kapitol long emi Quito,4,28,54.17857142857143,2,28-2
4,[[Kapitol]] long emi La Paz.,Kapitol long emi La Paz,5,28,54.17857142857143,2,28-2
3,"Bendago stap wanpela biktaun bilong [[Viktoria]], [[Ostrelia]].",Bendago stap wanpela biktaun bilong Viktoria Ostrelia,7,28,54.17857142857143,1,28-1
2," em i wanpela taun long Alicante provins, [[Spen]].",em i wanpela taun long Alicante provins Spen,8,28,54.17857142857143,2,28-2
1,Madang em i wanpela provins bilong [[Papua Niugini]].,Madang em i wanpela provins bilong Papua_Niugini,7,28,54.17857142857143,0,28-0
6,"Egsempel: balus, kakaruk, [[kumul]], [[muruk]], etc.",Egsempel balus kakaruk kumul muruk etc,6,28,54.17857142857143,2,28-2
13,"Tailan (Tok Tai: ประเทศไทย ""Prathet Thai"") emi wanpela [[kantri]] long [[Esia]].",Tailan emi wanpela kantri long Esia,6,1,51.476190476190474,3,1-3
0,Doraemon ([[Tokples Siapan]]: ドラえもん doraemon) em i wanpela manga bilong [[Siapan]].,Doraemon em i wanpela manga bilong Siapan,7,1,51.476190476190474,3,1-3
11,Maldives em i wanpela [[kantri]] long [[Esia]].,Maldives em i wanpela kantri long Esia,7,1,51.476190476190474,3,1-3
14,Led Zeppelin i paspas bilong [[Bikpela Briten]].,Led Zeppelin i paspas bilong Bikpela_Briten,6,1,51.476190476190474,1,1-1
15,em i Intanet kod bilong kantri [[Qatar]].,em i Intanet kod bilong kantri Qatar,7,1,51.476190476190474,2,1-2
16,Wanpela [[kapitol]] stap [[Kambra]].,Wanpela kapitol stap Kambra,4,1,51.476190476190474,0,1-0
17,[[Pop]] i bikpela bos bilong ol [[Katolik]].,Pop i bikpela bos bilong ol Katolik,7,1,51.476190476190474,0,1-0
18,Em tingting ivolusan wok bikos long [[netirel seleksan]].,Em tingting ivolusan wok bikos long netirel_seleksan,7,1,51.476190476190474,4,1-4
19,Sofia em i [[kapitol]] long [[kantri]] [[Balgeria]].,Sofia em i kapitol long kantri Balgeria,7,1,51.476190476190474,0,1-0
12,Kerema i [[min]] tupela samting:,Kerema i min tupela samting,5,1,51.476190476190474,0,1-0
1,Phu Quoc em i bikpela ailan long [[Vietnam]].,Phu Quoc em i bikpela ailan long Vietnam,8,1,51.476190476190474,0,1-0
9,em i Intanet kod bilong kantri [[Ijip]].,em i Intanet kod bilong kantri Ijip,7,1,51.476190476190474,2,1-2
8,[[Kapitol]] bilong Not Korea emi [[Pyongyang]].,Kapitol bilong Not Korea emi Pyongyang,6,1,51.476190476190474,0,1-0
2,"Vietnam (vi:""Việt Nam"") em i kantri bilong [[Esia]].",Vietnam em i kantri bilong Esia,6,1,51.476190476190474,0,1-0
