,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
5,Militon se yon [[legim fwi]].,Militon se yon legim_fwi,4,26,46.577777777777776,2,26-2
2,Gade [[Sik (kapital)]] Gade [[Sik (materyo)]],Gade Sik_ Gade Sik_,4,26,46.577777777777776,1,26-1
3,Pwa se yon [[legim]].,Pwa se yon legim,4,26,46.577777777777776,2,26-2
4," ([[Jules Emmanuel Bellerice]], oubyen [[Jules E. Bellerice]]) se yon ekriven ayisyen.",se yon ekriven ayisyen,4,26,46.577777777777776,2,26-2
7,Ench se yon [[vil]].,Ench se yon vil,4,26,46.577777777777776,2,26-2
8,Vètè se yon [[bèt]].,Vètè se yon bèt,4,26,46.577777777777776,2,26-2
9,Siwèl se yon [[fwi]].,Siwèl se yon fwi,4,26,46.577777777777776,2,26-2
6,[[Glòb]] se yon boul.,Glòb se yon boul,4,26,46.577777777777776,2,26-2
1,Gade tou : [[Lis fim gwadloupeyen]] [[Ayiti]].,Gade tou Lis_fim_gwadloupeyen Ayiti,4,26,46.577777777777776,0,26-0
0,Franbwaz se yon [[fwi]].,Franbwaz se yon fwi,4,26,46.577777777777776,2,26-2
4,Metronidazol se yon [[antibyotik]].,Metronidazol se yon antibyotik,4,11,45.46153846153846,2,11-2
6,Viktwa se aksyon [[genyen]].,Viktwa se aksyon genyen,4,11,45.46153846153846,2,11-2
5,Lis se yon [[flè]].,Lis se yon flè,4,11,45.46153846153846,2,11-2
0,Akademi Polis [[Nasyonal]] la.,Akademi Polis Nasyonal la,4,11,45.46153846153846,0,11-0
3,Gade [[Li (pwonon)]] Gade [[Li (vèb)]],Gade Li_ Gade Li_,4,11,45.46153846153846,1,11-1
2,Kanpèch se yon [[pyebwa]].,Kanpèch se yon pyebwa,4,11,45.46153846153846,2,11-2
1,Pwav se yon [[zepis]].,Pwav se yon zepis,4,11,45.46153846153846,2,11-2
9,[[Maïmouna Gueye]] se yon aktris.,Maïmouna_Gueye se yon aktris,4,11,45.46153846153846,2,11-2
7,Lapen se yon [[bèt]].,Lapen se yon bèt,4,11,45.46153846153846,2,11-2
8,Kijan yon bagay [[fòme]].,Kijan yon bagay fòme,4,11,45.46153846153846,2,11-2
10,[[Raúl Carbonell Huo]] se yon aktè.,Raúl_Carbonell_Huo se yon aktè,4,11,45.46153846153846,2,11-2
11,Kapital li se [[Kaboul]].,Kapital li se Kaboul,4,11,45.46153846153846,2,11-2
12,Gade [[Dwat (adjektif)]] Gade [[Dwat (direksyon)]],Gade Dwat_ Gade Dwat_,4,11,45.46153846153846,1,11-1
6,Òj se yon [[sereyal]].,Òj se yon sereyal,4,13,43.31818181818182,0,13-0
11,Gen yon sèl [[komin]].,Gen yon sèl komin,4,13,43.31818181818182,0,13-0
10,[[Enoc Leaño]] se yon aktè.,Enoc_Leaño se yon aktè,4,13,43.31818181818182,0,13-0
9,Meksiko se [[kapital]] [[Meksik]].,Meksiko se kapital Meksik,4,13,43.31818181818182,3,13-3
8,[[Solèy]] la chofe dlo.,Solèy la chofe dlo,4,13,43.31818181818182,2,13-2
7,Mizik li se [[zouk]].,Mizik li se zouk,4,13,43.31818181818182,0,13-0
4,Li rele tou [[Christine Barbelivien]].,Li rele tou Christine_Barbelivien,4,13,43.31818181818182,1,13-1
5,Vyolèt se yon [[koulè]].,Vyolèt se yon koulè,4,13,43.31818181818182,0,13-0
3,Ou se yon [[pronon]].,Ou se yon pronon,4,13,43.31818181818182,0,13-0
2,[[Frè]] madanm yon mari.,Frè madanm yon mari,4,13,43.31818181818182,0,13-0
1,Bokal se yon [[resipyan]].,Bokal se yon resipyan,4,13,43.31818181818182,0,13-0
0,Nayrobi se [[kapital]] [[Kenya]].,Nayrobi se kapital Kenya,4,13,43.31818181818182,3,13-3
8,Lang-chat se yon [[zèb]].,Langchat se yon zèb,4,25,43.25714285714286,2,25-2
7,Sapoti se yon [[fwi]].,Sapoti se yon fwi,4,25,43.25714285714286,2,25-2
5, se yon ekriven ameriken ([[Etazini]]).,se yon ekriven ameriken,4,25,43.25714285714286,2,25-2
9,Koulèv se yon [[bèt]].,Koulèv se yon bèt,4,25,43.25714285714286,2,25-2
10,Noôm Fenminein: allouffah [[Appashei]].,Noôm Fenminein allouffah Appashei,4,25,43.25714285714286,0,25-0
6,Kalbas se yon [[pyebwa]].,Kalbas se yon pyebwa,4,25,43.25714285714286,2,25-2
1,Gade [[Tik (adjektif)]] Gade [[Tik (bèt)]],Gade Tik_ Gade Tik_,4,25,43.25714285714286,1,25-1
4,Rosinyòl se yon [[zwazo]].,Rosinyòl se yon zwazo,4,25,43.25714285714286,2,25-2
2,[[Nan]] tèks lineyè naratif.,Nan tèks lineyè naratif,4,25,43.25714285714286,1,25-1
0,[[Erold Saint-Louis]] se yon ekriven .,Erold_SaintLouis se yon ekriven,4,25,43.25714285714286,2,25-2
11,Te [[gen]] kat lè :,Te gen kat lè,4,25,43.25714285714286,1,25-1
12,Li se sè [[Seth MacFarlane]].,Li se sè Seth_MacFarlane,4,25,43.25714285714286,1,25-1
13,Òkide se yon [[flè]].,Òkide se yon flè,4,25,43.25714285714286,2,25-2
3,Manyòk se yon [[legim]].,Manyòk se yon legim,4,25,43.25714285714286,2,25-2
14,Mazanbèl se yon [[legim]].,Mazanbèl se yon legim,4,25,43.25714285714286,2,25-2
15,Bwat se yon [[resipyan]].,Bwat se yon resipyan,4,27,42.21376811594203,2,27-2
12,Gade [[Men (konjonksyon)]] Gade [[Men (non)]],Gade Men_ Gade Men_,4,27,42.21376811594203,3,27-3
13,Gade tou : paj [[Endyen (oseyan)]],Gade tou paj Endyen_,4,27,42.21376811594203,3,27-3
14,Bag se yon [[bijou]].,Bag se yon bijou,4,27,42.21376811594203,2,27-2
18,Jiraf se yon [[bèt]].,Jiraf se yon bèt,4,27,42.21376811594203,2,27-2
16, se yon [[fizisyen]] Japan .,se yon fizisyen Japan,4,27,42.21376811594203,2,27-2
17,Kantaloup se yon [[fwi]].,Kantaloup se yon fwi,4,27,42.21376811594203,2,27-2
23,[[Djénéba Dao]] se yon aktris.,Djénéba_Dao se yon aktris,4,27,42.21376811594203,2,27-2
19,Zwa se yon [[zwazo]].,Zwa se yon zwazo,4,27,42.21376811594203,2,27-2
