,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
0,"Bogotá, a la que se denomina ""la [[Atenas]] suramericana"", es una ciudad moderna, y constituye la capital cultural, económica y política de Colombia.",Bogotá a la que se denomina la Atenas suramericana es una ciudad moderna y constituye la capital cultural económica y política de Colombia,23,43,45.0,0,43-0
1,"En [[1975]] fue elegido como el Intelectual del Año 1975 por la Unión Brasileña de Escritores, quien le dio el trofeo fue Juca Pato.",En fue elegido como el Intelectual del Año por la Unión Brasileña de Escritores quien le dio el trofeo fue Juca Pato,22,43,45.0,1,43-1
9,Pakistan es ya creado de parte [[India]]e despues el 'revolution pacifico' de Mahatmae Gandhi contra el Britannia que ahora regla de India.,Pakistan es ya creado de parte Indiae despues el revolution pacifico de Mahatmae Gandhi contra el Britannia que ahora regla de India,22,0,44.06666666666667,0,0-0
0,"En octubre de 2005, [[Sony Music]], decide re-editar [[Greatest Hits]] en el [[Reino Unido]], llegando al número 7 y vendiendo más de medio millón de copias en 3 meses (es certificado doble platino).",En octubre de Sony_Music decide reeditar Greatest Hits en el Reino Unido llegando al número y vendiendo más de medio millón de copias en meses,25,0,44.06666666666667,0,0-0
4,"Con una infraestructura de carreteras amplias, y un estilo de vida Bueno, [[Alemania]] es uno de los paises mas industrializados del [[mundo]].",Con una infraestructura de carreteras amplias y un estilo de vida Bueno Alemania es uno de los paises mas industrializados del mundo,22,27,44.06666666666667,1,27-1
3,"Ademas, si Madonna tambien amo el quien ta agara con el registro del quien el [[con]] todo alto ta encuntra sen na maga viaje de concierto.",Ademas si Madonna tambien amo el quien ta agara con el registro del quien el con todo alto ta encuntra sen na maga viaje de concierto,26,27,44.06666666666667,1,27-1
2,[[Gracias]] tambien con el maga jovencitas y jovencitos que ta participa na maga baile y con el de ellos maga maestras y mayores.,Gracias tambien con el maga jovencitas y jovencitos que ta participa na maga baile y con el de ellos maga maestras y mayores,23,27,44.06666666666667,1,27-1
1,"El tiempo de la agricultura"""") la candidatura de Juscelino Kubitschek fue lanzada por el Partido Social Democrático el 20 de marzo de [[1964]].",El tiempo de la agricultura la candidatura de Juscelino Kubitschek fue lanzada por el Partido Social Democrático el de marzo de,21,27,44.06666666666667,1,27-1
0,"El 6 de junio de 1952, la provincia ay dividida na dos provincias, [[Zamboanga del Norte]] y [[Zamboanga del Sur]], ansina la ciudad de Zamboanga se cambia en ciudad independiente.",El de junio de la provincia ay dividida na dos provincias Zamboanga_del_Norte y Zamboanga del Sur ansina la ciudad de Zamboanga se cambia en ciudad independiente,26,27,44.06666666666667,0,27-0
5,"Las islas Visayas (en bisayo: ""Kabisay-an""; en tagalo: ""Kabisayaan""; en inglés: ""Visayas"") constituyen uno de los tres grandes archipiélagos que, junto a los de Luzón y [[Mindanao]], conforman el más grande de [[Filipinas]].",Las islas Visayas constituyen uno de los tres grandes archipiélagos que junto a los de Luzón y Mindanao conforman el más grande de Filipinas,24,27,44.06666666666667,2,27-2
7,"De hecho, la mayoría de la población norteña de Mindanao, especialmente la gente de [[Butuan]], ay animista antes de que ellos convirti ya al cristianismo.",De hecho la mayoría de la población norteña de Mindanao especialmente la gente de Butuan ay animista antes de que ellos convirti ya al cristianismo,25,0,44.06666666666667,0,0-0
6,"La ciudad de Zaragoza ostenta los títulos de [[Muy]] Noble, [[Muy]] Leal, [[Muy]] Heroica, [[Muy]] Benéfica, Siempre Heroica e Inmortal.",La ciudad de Zaragoza ostenta los títulos de Muy Noble Muy Leal Muy Heroica Muy Benéfica Siempre Heroica e Inmortal,20,0,44.06666666666667,0,0-0
5,"Se trasladó a [[Boston]], donde patentó su primer invento en 1868, para el registro mecánico de votos, con la idea de agilizar los trámites legislativos.",Se trasladó a Boston donde patentó su primer invento en para el registro mecánico de votos con la idea de agilizar los trámites legislativos,24,0,44.06666666666667,0,0-0
4,"Kubitschek le dio su apoyo a Mariscal Henrique Lott, su ministro de guerra y quien le había asegurado la posesión en [[1955]].",Kubitschek le dio su apoyo a Mariscal Henrique Lott su ministro de guerra y quien le había asegurado la posesión en,21,0,44.06666666666667,0,0-0
3,"Más o menos desde 200 aec hasta [[500]], India fue el paso de varios grupos que venían del noroeste de los Himalayas e hicieron declinar la religión hindú.",Más o menos desde aec hasta India fue el paso de varios grupos que venían del noroeste de los Himalayas e hicieron declinar la religión hindú,26,0,44.06666666666667,0,0-0
2,"Limita na este y noreste con [[Brasil]], na sureste, sur, suroeste y oeste con [[Argentina]], y con [[Bolivia]] al norte y noroeste.",Limita na este y noreste con Brasil na sureste sur suroeste y oeste con Argentina y con Bolivia al norte y noroeste,22,0,44.06666666666667,0,0-0
