,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
1,"Genie In A Bottle es el primer single oficial de la cantante pop norteamericana [[Christina Aguilera]] del álbum debut ""[[Christina Aguilera]]"".",Genie In A Bottle es el primer single oficial de la cantante pop norteamericana Christina_Aguilera del álbum debut Christina_Aguilera,19,0,50.0,1,0-1
0,Tiene el nordeste na provincia de Edirne el este de la frontiera con [[Grecia]] y [[Bulgaria]].,Tiene el nordeste na provincia de Edirne el este de la frontiera con Grecia y Bulgaria,16,0,50.0,0,0-0
2,"[[El Intendente]] es electo de forma directa con cuatro suplentes, por un período de cinco años con posibilidad de reelección.",El_Intendente es electo de forma directa con cuatro suplentes por un período de cinco años con posibilidad de reelección,19,37,47.9,1,37-1
0,"Le otorgó su cuarto y más reciente premio [[Grammy]] en la categoría de ""Mejor Intérprete Vocal Pop Femenino"".",Le otorgó su cuarto y más reciente premio Grammy en la categoría de Mejor Intérprete Vocal Pop Femenino,18,37,47.9,0,37-0
1,Nació el 10 de enero de 1925 en Ciudad de Panamá (Panamá) y murió en la ciudad de [[Río de Janeiro]] el 30 de agosto 2011.,Nació el de enero de en Ciudad de Panamá y murió en la ciudad de Río_de_Janeiro el de agosto,19,37,47.9,0,37-0
4,"Chicago el primero es una ciudad na estado de [[Illinois]], Estados Unidos, tiene un estimado de 606.60 kilometro cuadrado.",Chicago el primero es una ciudad na estado de Illinois Estados Unidos tiene un estimado de kilometro cuadrado,18,37,47.9,0,37-0
3,"Georgia (საქართველო, ""Sakartvelo"") es un pais na [[Europa]], [[Asia]] (Eurasia) con las sus maga frontieras ay con [[Rusia]], [[Turquía]], [[Armenia]], y [[Azerbaiyán]].",Georgia es un pais na Europa Asia con las sus maga frontieras ay con Rusia Turquía Armenia y Azerbaiyán,19,37,47.9,0,37-0
1,"Letonia (""Latvijas Republika"") es un pais na Europa con las sus maga frontieras ay con [[Estonia]], [[Lituania]], [[Rusia]], y [[Bielorusia]].",Letonia es un pais na Europa con las sus maga frontieras ay con Estonia Lituania Rusia y Bielorusia,18,23,46.333333333333336,1,23-1
3,"George Walker Bush, (Nacimiento Julio 6, 1946), es el aca-43 y el de antes [[Presidente]] del [[Estados Unidos de America]] antes de Presidente Obama.",George Walker Bush es el aca y el de antes Presidente del Estados Unidos de America antes de Presidente Obama,20,23,46.333333333333336,1,23-1
2,El Domingo es el primero [[dia]] del semana na [[Calendario Gregoriano]] y el aca-siete na Semana de Trabajo.,El Domingo es el primero dia del semana na Calendario Gregoriano y el acasiete na Semana de Trabajo,18,23,46.333333333333336,1,23-1
