,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
5,"Su regreso musical se produce en [[1995]] con el disco ""Pies Descalzos"", que la convertiría en una gran figura en el ámbito musical hispanoamericano, sobre todo gracias al primer sencillo, ""Estoy aquí"".",Su regreso musical se produce en con el disco Pies Descalzos que la convertiría en una gran figura en el ámbito musical hispanoamericano sobre todo gracias al primer sencillo Estoy aquí,31,12,46.6,2,12-2
4,"Arizona es uno de los maga 50 Estados de Estados Unidos, localizado na la region West del país, al norte con [[Utah]], al nordeste con [[Colorado]], al este con [[New Mexico]].",Arizona es uno de los maga Estados de Estados Unidos localizado na la region West del país al norte con Utah al nordeste con Colorado al este con New Mexico,30,12,46.6,1,12-1
3,"„Enamorada De Ti” - es una canción de géneros Tejano pop, con influencias de Latin pop, escrita por la cantante [[Selena]] y la compositora A.B.",„ Enamorada De Ti ” es una canción de géneros Tejano pop con influencias de Latin pop escrita por la cantante Selena y la compositora AB,26,12,46.6,1,12-1
2,"La ciudad, junto con la capitanía que la rodeaba fue el centro religioso y administrativo de las colonias portuguesas en América hasta 1763, año en que se trasladó a [[Río de Janeiro]].",La ciudad junto con la capitanía que la rodeaba fue el centro religioso y administrativo de las colonias portuguesas en América hasta año en que se trasladó a Río_de_Janeiro,29,12,46.6,0,12-0
1,"Na temprano tiempo de [[Octubre]] del año 2001, ele ya dale mando por el invacion del Afghanistan para derroca con el Taliban y para destrosa con el Al-Qaeda.",Na temprano tiempo de Octubre del año ele ya dale mando por el invacion del Afghanistan para derroca con el Taliban y para destrosa con el AlQaeda,27,12,46.6,1,12-1
0,"Muchos de los maga partido políticos allí presentes son partidos de gobierno en sus respectivos países como son los casos de [[Brasil]], [[Panamá]], Perú y [[Venezuela]].",Muchos de los maga partido políticos allí presentes son partidos de gobierno en sus respectivos países como son los casos de Brasil Panamá Perú y Venezuela,26,12,46.6,1,12-1
1,"En marzo de [[1982]] publica ""Fuga"", que incluye clásicos como ""Siento que te estoy perdiendo"" y ""Mira que eres canalla"" y constituye el primero de una nueva trilogía, ""Canciones de amor y duda"".",En marzo de publica Fuga que incluye clásicos como Siento que te estoy perdiendo y Mira que eres canalla y constituye el primero de una nueva trilogía Canciones de amor y duda,32,2,46.0,1,2-1
0,"En [[2003]] la cuarta fase de la expansión de la terminal de pasajeros fue completada, con la cual se aumentó su capacidad a 7,4 millones de usuarios al año.",En la cuarta fase de la expansión de la terminal de pasajeros fue completada con la cual se aumentó su capacidad a millones de usuarios al año,27,2,46.0,0,2-0
1,"Pekín también es conocido como el centro politico, educativo y cultural de el Republica Popular de China ansína como el aspecto economico de las maga ciudades de Shanghai y [[Hong Kong]].",Pekín también es conocido como el centro politico educativo y cultural de el Republica Popular de China ansína como el aspecto economico de las maga ciudades de Shanghai y Hong_Kong,30,23,45.0,1,23-1
0,"El 6 de febrero de [[2007]], la Associated Press informó de que Simpson dice que fue un duro golpe cuando su ex-marido saltó de nuevo en que datan después de su alto perfil de disolución.",El de febrero de la Associated Press informó de que Simpson dice que fue un duro golpe cuando su exmarido saltó de nuevo en que datan después de su alto perfil de disolución,33,23,45.0,0,23-0
6,"Sus agresivas guerras de conquista se convirtieron en las mayores operaciones militares conocidas hasta ese momento en [[Europa]], involucrando a un número de soldados jamás visto en los ejércitos de la época.",Sus agresivas guerras de conquista se convirtieron en las mayores operaciones militares conocidas hasta ese momento en Europa involucrando a un número de soldados jamás visto en los ejércitos de la época,32,67,44.527272727272724,1,67-1
2,"El Hindi ese el uno de 22 lenguaje oficial de [[India]], una de mga lenguaje oficial del [[Gobierno de India]] de [[Unión]] y na mga estado del [[India]].",El Hindi ese el uno de lenguaje oficial de India una de mga lenguaje oficial del Gobierno de India de Unión y na mga estado del India,27,67,44.527272727272724,0,67-0
3,[[La]] agricultura y la ganadería son actividades tradicionales importantes para el hombre andino por constituir uno de los principales medios de vida y desarrollo vigentes hasta la actualidad.,La agricultura y la ganadería son actividades tradicionales importantes para el hombre andino por constituir uno de los principales medios de vida y desarrollo vigentes hasta la actualidad,28,67,44.527272727272724,0,67-0
4,"El tema principal de la película ""Mulán"" interpretado por Aguilera, en Latinoamerica estuvo a cargo de la cantante y actriz mexicana Lucero Hogaza, y en [[España]] por Malú.",El tema principal de la película Mulán interpretado por Aguilera en Latinoamerica estuvo a cargo de la cantante y actriz mexicana Lucero Hogaza y en España por Malú,28,67,44.527272727272724,0,67-0
5,"Alegre ta dale yo contigo mi vida, trizte y sumiso,  Si este era [[más]] brillante, [[más]] fresco, [[mas]] floriao,  Siempre contigo yo hay dale, para tuyo y tu bien.",Alegre ta dale yo contigo mi vida trizte y sumiso Si este era más brillante más fresco mas floriao Siempre contigo yo hay dale para tuyo y tu bien,29,67,44.527272727272724,0,67-0
1,"Las Piedras es una ciudad de [[Uruguay]] ubicada en el departamento de [[Canelones]] , en el limite norte de [[Montevideo]] , a solamente 20 kilometros de la capital nacional [[Montevideo ciudad]].",Las Piedras es una ciudad de Uruguay ubicada en el departamento de Canelones en el limite norte de Montevideo a solamente kilometros de la capital nacional Montevideo ciudad,28,67,44.527272727272724,0,67-0
7,Actualmente se espera que el actual presidente [[Mr.McMahon]] le de la presidencia a su yerno [[Triple H]] ya que [[Mr.McMahon]] en los últimos años no ha sabido manejar correctamente la empresa.,Actualmente se espera que el actual presidente MrMcMahon le de la presidencia a su yerno Triple H ya que MrMcMahon en los últimos años no ha sabido manejar correctamente la empresa,31,67,44.527272727272724,0,67-0
8,"El calibre de las vendas de [[Cebú]] es considerado generalmente ser excepcionalmente alto, aun cuando la mayor parte de el juego de los músicos por el oído, nunca aprendiendo cómo leer música.",El calibre de las vendas de Cebú es considerado generalmente ser excepcionalmente alto aun cuando la mayor parte de el juego de los músicos por el oído nunca aprendiendo cómo leer música,32,67,44.527272727272724,0,67-0
