,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
2,E binida di [[Lago]] lo tuma luga na Aruba na 1924.,E binida di Lago lo tuma luga na Aruba na,10,43,48.1,1,43-1
4,"Roma (na [[italiano]]: Roma [ˈroːma]) ta un siudad den [[Italia]] conoci con ""siudad eterno"".",Roma ta un siudad den Italia conoci con siudad eterno,10,43,48.1,1,43-1
0,Prinsesa Catharina-Amalia tin dos ruman muhe: [[Prinsesa Alexia]] ([[26 di yüni]] [[2005]]) i [[Prinsesa Ariane]] ([[10 di aprel]] [[2007]]).,Prinsesa CatharinaAmalia tin dos ruman muhe Prinsesa_Alexia i Prinsesa Ariane,10,43,48.1,0,43-0
1,[[Oranjestad]]: Tur dos isla ta pertenese na [[Reino Hulandes]].,Oranjestad Tur dos isla ta pertenese na Reino Hulandes,9,43,48.1,1,43-1
3,E tabata scirbi tanto na Papiamento como na [[Ingles]].,E tabata scirbi tanto na Papiamento como na Ingles,9,43,48.1,1,43-1
3,Bearing Esakinan ta bai [[entre]] e wil ku e trucks.,Bearing Esakinan ta bai entre e wil ku e trucks,10,19,44.833333333333336,1,19-1
2,"Sant'Antonio di Gallura ta un siudad na [[Sardegna]], [[Italia]].",SantAntonio di Gallura ta un siudad na Sardegna Italia,9,19,44.833333333333336,1,19-1
1,Coreca ta un siudad di [[Italia]] den serunan [[Calabria]].,Coreca ta un siudad di Italia den serunan Calabria,9,19,44.833333333333336,1,19-1
0,Barbados ta un isla oost di [[laman Karibe]] rondoná ku koralrif.,Barbados ta un isla oost di laman_Karibe rondoná ku koralrif,10,19,44.833333333333336,0,19-0
2,Indonesia ta un estado di hopi islanan den [[Asia]].,Indonesia ta un estado di hopi islanan den Asia,9,24,44.8,0,24-0
0,Algeria ta un pais den parti nort di [[Afrika]].,Algeria ta un pais den parti nort di Afrika,9,24,44.8,0,24-0
3,Seattle ta un suidat Merikano den estado di [[Washington]].,Seattle ta un suidat Merikano den estado di Washington,9,24,44.8,1,24-1
4,E dies [[club]] cu ta participa den e torneo:,E dies club cu ta participa den e torneo,9,24,44.8,0,24-0
1,Mexico ta un pais ku ta keda na kontinente [[Nort Amérika]].,Mexico ta un pais ku ta keda na kontinente Nort_Amérika,10,24,44.8,0,24-0
0,E famia Davis a biba na [[Louisiana]] i Mississippi.,E famia Davis a biba na Louisiana i Mississippi,9,37,44.333333333333336,0,37-0
1,Griego ta un lenga papiá na [[Gresia]] y [[Chipre]].,Griego ta un lenga papiá na Gresia y Chipre,9,37,44.333333333333336,0,37-0
2,E ta tantu [[kapital]] di Walonia komo di provinsia Namur.,E ta tantu kapital di Walonia komo di provinsia Namur,10,37,44.333333333333336,1,37-1
