,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
0,Di korant Praim Minista a [[Jumieka]] a Anju [[Maikal]] Uolnis uu get inaagiuriet pah 3 Maach 2016.,Di korant Praim Minista a Jumieka a Anju Maikal Uolnis uu get inaagiuriet pah Maach,15,5,48.4,2,5-2
4,[[Bab Maali]] ded pah 11 [[Mie]] 1981 a Siidaz a [[Lebanan]] Aspital ina [[Mayami]] (nou Yunivoersiti a [[Mayami]] Aspital) a di iej a 36.,Bab_Maali ded pah Mie a Siidaz a Lebanan Aspital ina Mayami a di iej a,15,5,48.4,2,5-2
3,"Di tuu said a di waar a di alai pawa dem (Griet Britn, [[Frans]], [[Rosha]], di [[Yunaitid Stiet]], [[Itali]], [[Puotigal]], ahn [[Soerbia]]) ahn di senchral pawa dem (Jormani, [[Onggari]], di ""h""[[Ataman Empaya]], ahn [[Bulgieria]]).",Di tuu said a di waar a di alai pawa dem ahn di senchral pawa dem,16,5,48.4,2,5-2
2,"Hinojosa del Campo a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Hinojosa del Campo a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien,14,5,48.4,1,5-1
1,"Valparaiyso a wah mieja siti, siipuot, ah edikieshanal senta ina di kounti ar kamyuun a Valparaiyso, [[Chili]].",Valparaiyso a wah mieja siti siipuot ah edikieshanal senta ina di kounti ar kamyuun a Valparaiyso Chili,17,5,48.4,0,5-0
10,"Di ""h""impuotieshan a ""h""Afrikan slieb wehn ban [[ina]] di British kalanidem [[ina]] 1807, ahn [[ina]] di [[Yunaitid Stiet]] [[ina]] 1808.",Di himpuotieshan a hAfrikan slieb wehn ban ina di British kalanidem ina ahn ina di Yunaitid Stiet ina,18,24,47.19230769230769,1,24-1
0,Deh sitiet naat a di laaja Grieta Antiliiz ailan gruup ah sout a di [[Ba'aamaz]].,Deh sitiet naat a di laaja Grieta Antiliiz ailan gruup ah sout a di Baaamaz,15,24,47.19230769230769,1,24-1
2,"Fuentes de Magaña a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Fuentes de Magaña a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien,14,24,47.19230769230769,0,24-0
3,"Riedio Styuujo 54 Netwok, ar Styuujo 54 Netwok, a wah [[Italian]] praivit riedio stieshan bies ina Locri, Calabria.",Riedio Styuujo Netwok ar Styuujo Netwok a wah Italian praivit riedio stieshan bies ina Locri Calabria,16,24,47.19230769230769,1,24-1
4,[[Krixtifa Kolombos]] gi di ailan di niem we iab nou pan ih sekan joerni tu di Nyuu Wol ina 1493.,Krixtifa_Kolombos gi di ailan di niem we iab nou pan ih sekan joerni tu di Nyuu Wol ina,18,24,47.19230769230769,1,24-1
5,"Di bigis ailant, Griet Britn, kanek wid [[Frans]] bai di Chanil Tonil adawaiz nuo az di Chonil.",Di bigis ailant Griet Britn kanek wid Frans bai di Chanil Tonil adawaiz nuo az di Chonil,17,24,47.19230769230769,1,24-1
6,"""h""Orli atemp fi taat signifikant ristorieshan pruogram [[mek]] ina 1937 fi ankiba ahn anort di simichri.",hOrli atemp fi taat signifikant ristorieshan pruogram mek ina fi ankiba ahn anort di simichri,15,24,47.19230769230769,1,24-1
7,"[[Ef]] ino prapali chriit, piipl maita ab rikorans a di diziiz soh [[mont]] lieta.",Ef ino prapali chriit piipl maita ab rikorans a di diziiz soh mont lieta,14,24,47.19230769230769,1,24-1
8,Di British aal afi impuot onjrid-ad blodoun ah deh anggla frah [[Kyuuba]] fi elp dem.,Di British aal afi impuot onjridad blodoun ah deh anggla frah Kyuuba fi elp dem,15,24,47.19230769230769,1,24-1
