,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
3,"Uots (""Avena sativa""), sohtaim kaal kaman uots, a [[spiishiz]] a siirial grien gruo fii siid, we nuo bai di sieh niem.",Uots sohtaim kaal kaman uots a spiishiz a siirial grien gruo fii siid we nuo bai di sieh niem,19,16,44.7,0,16-0
4,"Di soerfis ieria a 9,400,000 skwier kilomita —ingkluudn di Libian Dezat— komparebl tu di rispektiv lan ieria a [[Chaina]] ar di [[Yunaitid Stiet]].",Di soerfis ieria a skwier kilomita —ingkluudn di Libian Dezat— komparebl tu di rispektiv lan ieria a Chaina ar di Yunaitid Stiet,22,16,44.7,2,16-2
2,"Obia praktis ina [[Surinam]], [[Kyuuba]], [[Jumieka]], [[Chrinidad ah Tubiego]], [[Daminiika]], [[Gayana]], [[Grinieda]], [[Biliiz]], di [[Ba'aamaz]], ah ada [[Kiaribiyan]] nieshan.",Obia praktis ina Surinam Kyuuba Jumieka Chrinidad ah Tubiego Daminiika Gayana Grinieda Biliiz di Baaamaz ah ada Kiaribiyan nieshan,19,16,44.7,1,16-1
1,Pavati ridokshan a mieja guol ah ishu fi nof intanashinal aaganizieshan laka di [[Yunaitid Nieshan]] ah di Wol Bangk.,Pavati ridokshan a mieja guol ah ishu fi nof intanashinal aaganizieshan laka di Yunaitid_Nieshan ah di Wol Bangk,18,16,44.7,0,16-0
0,"Di aatik inkluud di Aatik Uoshan, an som paat a Kyanada, Griinlan (we [[Denmaak]] uon), [[Rosha]], di [[Yunaitid Stiet]] (Alaska), [[Aislan]], [[Naawie]], [[Swiidn]], ahn [[Finlan]].",Di aatik inkluud di Aatik Uoshan an som paat a Kyanada Griinlan Rosha di Yunaitid Stiet Aislan Naawie Swiidn ahn Finlan,21,16,44.7,0,16-0
0,"Di oules fasl maikruob-laik objek dem diet bak tu 3.5 [[Ga]] (bilian ier uol), jos a fyuu onjrid milian ier yongga dan di ort.",Di oules fasl maikruoblaik objek dem diet bak tu Ga jos a fyuu onjrid milian ier yongga dan di ort,20,11,44.644444444444446,1,11-1
1,"Di Suola Sistim a di [[gravitieshan]]al bain sistim we kompraiz di [[Son]] ah di habjekdem we haabiti, aida dairekli ar hindairekli.",Di Suola Sistim a di gravitieshanal bain sistim we kompraiz di Son ah di habjekdem we haabiti aida dairekli ar hindairekli,21,11,44.644444444444446,1,11-1
2,"Pah di ailant a [[Jumieka]], di Maruun Kongsl a di hegzekitiv badi wid adminischrietiv powa ah abligieshan fi di Maruun komyuunitidem.",Pah di ailant a Jumieka di Maruun Kongsl a di hegzekitiv badi wid adminischrietiv powa ah abligieshan fi di Maruun komyuunitidem,21,11,44.644444444444446,0,11-0
3,"Dis albom, ah spisifikali di fainal chrak ""Jamin"" wid di aadiens [[ina]] frenzi, kiapcha di intensiti a [[Maali]] laiv pofaamans.",Dis albom ah spisifikali di fainal chrak Jamin wid di aadiens ina frenzi kiapcha di intensiti a Maali laiv pofaamans,20,11,44.644444444444446,1,11-1
4,Wahn chret tu di powa a di Ruoman empaiya kom bout frahn di Arabian peninsula an di piipl dem uu yunait aanda [[Izlam]].,Wahn chret tu di powa a di Ruoman empaiya kom bout frahn di Arabian peninsula an di piipl dem uu yunait aanda Izlam,23,11,44.644444444444446,1,11-1
