,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
2,"Comenzará cerca de la avenida del Recto del Claro M. (C-1) en [[Manila]] que da vuelta al [[bulevar]] de [[Espana]] (R-7) y ciudad de [[Quezon]] que entra cortando con el estiramiento entero de la avenida de [[Quezon]] (R-7) y la avenida de la [[Commonwealth]] (R-7) y las vueltas otra vez en la [[carretera]] de Regalado (R-7), haciendo su parada final en Almar Zabarte en la ciudad de [[Caloocan]].",Comenzará cerca de la avenida del Recto del Claro M en Manila que da vuelta al bulevar de Espana y ciudad de Quezon que entra cortando con el estiramiento entero de la avenida de Quezon y la avenida de la Commonwealth y las vueltas otra vez en la carretera de Regalado haciendo su parada final en Almar Zabarte en la ciudad de Caloocan,63,24,46.333333333333336,1,24-1
1,"Si Emanuel no fuese [[pastor]], seria porno start.. pero lo fue..  veríamos un ciclo de cine checoslovaco con grabaciones digitales en 7 mm en blanco y negro, en las escenas de acción se utilizaría la súper domine [[con]] el rostro de este galán de telenovela turca de las 6 de la mañana, la cofradía de cacherondas vendrían hasta Manuel con gritos desaforados, pero la realidad es que fue exorcizado por una turba de ladinos a quienes no le conocemos los ribetes.",Si Emanuel no fuese pastor seria porno start pero lo fue veríamos un ciclo de cine checoslovaco con grabaciones digitales en mm en blanco y negro en las escenas de acción se utilizaría la súper domine con el rostro de este galán de telenovela turca de las de la mañana la cofradía de cacherondas vendrían hasta Manuel con gritos desaforados pero la realidad es que fue exorcizado por una turba de ladinos a quienes no le conocemos los ribetes,79,24,46.333333333333336,0,24-0
0,"El 4 de octubre de [[2007]], tras un encuentro de los Jefes de Estado de Corea del Norte y Corea del Sur se firmó la Declaración de Paz y Prosperidad por la que ambas partes retomaban los acuerdos de junio de [[2000]], manifestaban su deseo de superar el armisticio de la Guerra de Corea para firmar la paz definitiva y Corea del Norte se mostraba dispuesta a abandonar su programa nuclear.",El de octubre de tras un encuentro de los Jefes de Estado de Corea del Norte y Corea del Sur se firmó la Declaración de Paz y Prosperidad por la que ambas partes retomaban los acuerdos de junio de manifestaban su deseo de superar el armisticio de la Guerra de Corea para firmar la paz definitiva y Corea del Norte se mostraba dispuesta a abandonar su programa nuclear,68,24,46.333333333333336,1,24-1
2,"Al no haber logrado la mayoría absoluta, en enero de [[2000]], se realiza por primera vez en Chile la segunda vuelta electoral o ""ballotage"", para la cual Lagos, restructuró su comando de campaña, haciéndolo más centrista, representándose este cambio en la integración al mismo de la Ministra de Justicia, Soledad Alvear, para así asegurar el voto humanista cristiano.",Al no haber logrado la mayoría absoluta en enero de se realiza por primera vez en Chile la segunda vuelta electoral o ballotage para la cual Lagos restructuró su comando de campaña haciéndolo más centrista representándose este cambio en la integración al mismo de la Ministra de Justicia Soledad Alvear para así asegurar el voto humanista cristiano,57,2,45.964285714285715,0,2-0
7,"Los álbumes y singles de Jessica Simpson se lanzan generalmente en casi todo el mundo, pero los principales mercados musicales reconocidos a nivel mundial son los de habla inglesa, por tanto tomaremos las siguientes leyendas como referencia para indicar el país de donde proviene la posición en su lista musical: Estados Unidos (US), Reino Unido (UK), Canadá (CAN) y [[Australia]] (AUS).",Los álbumes y singles de Jessica Simpson se lanzan generalmente en casi todo el mundo pero los principales mercados musicales reconocidos a nivel mundial son los de habla inglesa por tanto tomaremos las siguientes leyendas como referencia para indicar el país de donde proviene la posición en su lista musical Estados Unidos Reino Unido Canadá y Australia,57,2,45.964285714285715,0,2-0
6,"Existen distintas posturas sobre este fenómeno, por un lado se plantea que es durante la Conquista (1521) cuando se da ""el parto doloroso en el que nace el mexicano"" ([[Paz]]); mientras otras versiones hablan de que [[México]] no existe hasta que se logra [[la Independencia]] (1821), o hasta Las [[Leyes de Reforma]] (1857) en que se define el Estado moderno; hay incluso quienes indican que es la Revolución Mexicana (1910) la que por fin logra crear una nación definida.",Existen distintas posturas sobre este fenómeno por un lado se plantea que es durante la Conquista cuando se da el parto doloroso en el que nace el mexicano mientras otras versiones hablan de que México no existe hasta que se logra la Independencia o hasta Las Leyes de Reforma en que se define el Estado moderno hay incluso quienes indican que es la Revolución Mexicana la que por fin logra crear una nación definida,74,2,45.964285714285715,0,2-0
5,"Si Marcelo trabajase en alguna gira, su empresa seria mas q multi millonaria, pero no trabaja... Con el dinero gastado a lo largo del año en prostitución y alcohol se podrían modificar los siguientes conflictos... Trece millones de niños no serian pobres en [[el mundo]], novecientos doce hospitales tendrían tomógrafos computados de alta complejidad producidos en [[Israel]] con rayo laser gama x990, 9 millones de personas podrían tener una frazada, 61 millones de personas podrían tener agua caliente.",Si Marcelo trabajase en alguna gira su empresa seria mas q multi millonaria pero no trabaja Con el dinero gastado a lo largo del año en prostitución y alcohol se podrían modificar los siguientes conflictos Trece millones de niños no serian pobres en el_mundo novecientos doce hospitales tendrían tomógrafos computados de alta complejidad producidos en Israel con rayo laser gama x millones de personas podrían tener una frazada millones de personas podrían tener agua caliente,75,2,45.964285714285715,0,2-0
3,"La Constitución de Venezuela fue aprobada en referéndum nacional el 15 de diciembre de 1999 y siendo promulgada por la Asamblea Nacional Constituyente el 20 de diciembre de 1999 establece que Venezuela es un Estado social de derecho y de justicia, Democrático, Federal y la figura de Poder Público Nacional, que es conformado por todas las instituciones u órganos del Gobierno que se enmarcan dentro de la Carta Fundamental de 1999 con competencias nacionales y están divididos en cinco Poderes, siendo estos y sus componentes: [[Gobierno Federal]].",La Constitución de Venezuela fue aprobada en referéndum nacional el de diciembre de y siendo promulgada por la Asamblea Nacional Constituyente el de diciembre de establece que Venezuela es un Estado social de derecho y de justicia Democrático Federal y la figura de Poder Público Nacional que es conformado por todas las instituciones u órganos del Gobierno que se enmarcan dentro de la Carta Fundamental de con competencias nacionales y están divididos en cinco Poderes siendo estos y sus componentes Gobierno_Federal,81,2,45.964285714285715,1,2-1
4," <ns>0</ns>  <revision></revision>  <timestamp>2019-11-02T00:52:36Z</timestamp>  <contributor></contributor>  <username>Bdawezvc</username>    <comment>Página creada con «El [[Yasunari Kawabata]] nacido el 11 de junio de 1899 na osaka, y fallecido el 16 de abril de 1972 na zushi, kanagawa, es un escritor y recibe por la su maga obra el pre…»</comment>  <model>wikitext</model>  <format>text/x-wiki</format> El [[Yasunari Kawabata]] nacido el 11 de junio de 1899 na osaka, y fallecido el 16 de abril de 1972 na zushi, kanagawa, es un escritor y recibe por la su maga obra el premio nobel de lliteratura en el 1968.",nsns revisionrevision timestampTZtimestamp contributorcontributor usernameBdawezvcusername commentPágina creada con « El Yasunari_Kawabata nacido el de junio de na osaka y fallecido el de abril de na zushi kanagawa es un escritor y recibe por la su maga obra el pre… » comment modelwikitextmodel formattextxwikiformat El Yasunari_Kawabata nacido el de junio de na osaka y fallecido el de abril de na zushi kanagawa es un escritor y recibe por la su maga obra el premio nobel de lliteratura en el,78,2,45.964285714285715,2,2-2
0,"El primer single del álbum, lleva el mismo nombre de ""A Public Affair"", debuto en el puesto 39, su debut más alto después de ""These Boots Are Made for Walkin'"" , llegando luego al #14 en el Hot 100, el single también fue número 1 en el Hot Dance Club Play, mundialmente fue recibido moderadamente llegando al Top 10 en Canadá, [[Irlanda]] y [[Filipinas]].",El primer single del álbum lleva el mismo nombre de A Public Affair debuto en el puesto su debut más alto después de These Boots Are Made for Walkin llegando luego al en el Hot el single también fue número en el Hot Dance Club Play mundialmente fue recibido moderadamente llegando al Top en Canadá Irlanda y Filipinas,58,2,45.964285714285715,0,2-0
1,"El quinto álbum de estudio de Christina se titula ""[[Back to Basics]]"", el cual fue lanzado en 15 de agosto de [[2006]]; para esto, se lanzó en los Estados Unidos el primer sencillo titulado ""Ain't No Other Man"" (dedicada a su esposo Jordan Bratman) el 13 de junio de [[2006]], como descarga digital la fecha exacta es el 12 de junio, mientras que hizo su debut mundial el día 8 de junio durante una presentación en los ""MTV Movie Awards 2006"".",El quinto álbum de estudio de Christina se titula Back_to_Basics el cual fue lanzado en de agosto de para esto se lanzó en los Estados Unidos el primer sencillo titulado Aint No Other Man el de junio de como descarga digital la fecha exacta es el de junio mientras que hizo su debut mundial el día de junio durante una presentación en los MTV Movie Awards,66,2,45.964285714285715,0,2-0
5,"Cay este un celebracion de la cultura de zamboanga, Favor permiti conmigo conversa con ustedes en Chavacano, el lenguaje nativo del pueblo alegre yo que taqui ya tamen el tiempo del Fiesta de [[Zamboanga]] Hermosa y el Fiesta Pilar [[cay]] este un ocasion para acorda y dale mira el diaton maga bonito tradicion como el maga baile que hay presenta este tarde maga diferente escuela del pueblo sabe man ustedes que el Zamboanga amo el uno del mas viejo pueblo na [[Filipinas]].",Cay este un celebracion de la cultura de zamboanga Favor permiti conmigo conversa con ustedes en Chavacano el lenguaje nativo del pueblo alegre yo que taqui ya tamen el tiempo del Fiesta de Zamboanga Hermosa y el Fiesta Pilar cay este un ocasion para acorda y dale mira el diaton maga bonito tradicion como el maga baile que hay presenta este tarde maga diferente escuela del pueblo sabe man ustedes que el Zamboanga amo el uno del mas viejo pueblo na Filipinas,82,20,45.4,1,20-1
4,El capital a mantener para el reconocimiento de resultados puede ser: El Capital Financiero (Dinero invertido por los propietarios)  El Capital [[Físico]] (Se vincula con la capacidad económica del ente) todo ente economico puede ser formado a su vez con la creencia ya que esto no puede tender a todo su labor y experiencia en si la cual de todas formas puede llegar a ser lo que da la facilidad de todo los movimientos a su vez siendo nada Historia.,El capital a mantener para el reconocimiento de resultados puede ser El Capital Financiero El Capital Físico todo ente economico puede ser formado a su vez con la creencia ya que esto no puede tender a todo su labor y experiencia en si la cual de todas formas puede llegar a ser lo que da la facilidad de todo los movimientos a su vez siendo nada Historia,67,20,45.4,0,20-0
3,"Hizo frente a diversas sediciones internas como la denominada ""Revolución Libertadora"", encabezada por el banquero Manuel Antonio Matos, que supuso una verdadera guerra civil (1901-1903), terminando con la victoria de Castro, y el bloqueo naval que impusieron Inglaterra y [[Alemania]], ya que Venezuela se negaba a pagar su deuda con estos países, y había confiscado la empresa inglesa que suministraba electricidad a Caracas.",Hizo frente a diversas sediciones internas como la denominada Revolución Libertadora encabezada por el banquero Manuel Antonio Matos que supuso una verdadera guerra civil terminando con la victoria de Castro y el bloqueo naval que impusieron Inglaterra y Alemania ya que Venezuela se negaba a pagar su deuda con estos países y había confiscado la empresa inglesa que suministraba electricidad a Caracas,62,20,45.4,0,20-0
2,"La práctica es separar por destilación la corriente de nafta en [[dos]] cortes, ligero y pesado; el ligero que corresponde a moléculas de cinco y seis átomos de carbono se alimenta al proceso de isomerización, mientras que el pesado, con moléculas de siete a once átomos de carbono, es la carga al proceso de reformación antes descrito.",La práctica es separar por destilación la corriente de nafta en dos cortes ligero y pesado el ligero que corresponde a moléculas de cinco y seis átomos de carbono se alimenta al proceso de isomerización mientras que el pesado con moléculas de siete a once átomos de carbono es la carga al proceso de reformación antes descrito,57,20,45.4,0,20-0
1,"La mayor longitud de frontera y una de las más agrestes, es con [[Brasil]], la cual tiene una longitud de 2.822.496 km entre la boca del río Yavarí y la boca del río Yaverija en el Acre y se desarrolla íntegramente en la [[selva amazónica]], y la de menor longitud, con [[Chile]] de apenas 169 km entre la meseta de Ancomarca hasta el punto denominado Concordia en la orilla de playa en el océano Pacífico.",La mayor longitud de frontera y una de las más agrestes es con Brasil la cual tiene una longitud de km entre la boca del río Yavarí y la boca del río Yaverija en el Acre y se desarrolla íntegramente en la selva amazónica y la de menor longitud con Chile de apenas km entre la meseta de Ancomarca hasta el punto denominado Concordia en la orilla de playa en el océano Pacífico,73,20,45.4,0,20-0
0,"El álbum ""[[Madonna]]"", producido en parte por ""Jellybean"" Benitez, era un compendio de canciones dance plagadas de ritmo y sintetizadores que pronto calaron en el público: aunque no consiguió el número uno, sus singles ""Holiday"", ""Borderline"" y ""Lucky Star"" gozaron de amplia difusión y se televisaron videoclips grabados para su promoción; el álbum fue certificado con 5 discos de platinos (el más reciente en octubre de 2000) y ha logrado vender 10.5 millones de unidades en el mundo.",El álbum Madonna producido en parte por Jellybean Benitez era un compendio de canciones dance plagadas de ritmo y sintetizadores que pronto calaron en el público aunque no consiguió el número uno sus singles Holiday Borderline y Lucky Star gozaron de amplia difusión y se televisaron videoclips grabados para su promoción el álbum fue certificado con discos de platinos y ha logrado vender millones de unidades en el mundo,69,20,45.4,0,20-0
3,"Aunque su ubicación en la [[Tierra]], en la franja de las latitudes tropicales del hemisferio sur, debería darle característica de los trópicos muy cálidos lluviosos en todo el territorio como se da en la llanura amazónica y las yungas orientales, lo cierto es que en el Perú gracias a factores geográficos se manifiesta una gran gama de microclimas, muchos de los cuales se pueden obervar en menos de 2 horas de recorrido.",Aunque su ubicación en la Tierra en la franja de las latitudes tropicales del hemisferio sur debería darle característica de los trópicos muy cálidos lluviosos en todo el territorio como se da en la llanura amazónica y las yungas orientales lo cierto es que en el Perú gracias a factores geográficos se manifiesta una gran gama de microclimas muchos de los cuales se pueden obervar en menos de horas de recorrido,71,16,45.0,1,16-1
2,"Durante el décimosexto siglo España y [[Portugal]] ay ya na la vanguardia de la exploracion global europea y de la extension colonial y la abertura de las rutas del comercio a través de los oceanos, con el comercio prosperando a través del Atlantico entre [[España]] y las maga Américas y a través del Pacífico entre [[Asia]] del este y Mexico vía las Filipinas.",Durante el décimosexto siglo España y Portugal ay ya na la vanguardia de la exploracion global europea y de la extension colonial y la abertura de las rutas del comercio a través de los oceanos con el comercio prosperando a través del Atlantico entre España y las maga Américas y a través del Pacífico entre Asia del este y Mexico vía las Filipinas,63,16,45.0,1,16-1
4,"La Segunda República Española fue un maga régimen político que tuvo [[España]] na el período que comprende desde el 14 de abril de 1931, fecha na que el rey Alfonso XIII abandona el país, y el 1 de abril de 1939, fecha na el que finaliza el guerra civil con el triunfo del bando nacionalista, del cuál se impone un régimen franquista.",La Segunda República Española fue un maga régimen político que tuvo España na el período que comprende desde el de abril de fecha na que el rey Alfonso XIII abandona el país y el de abril de fecha na el que finaliza el guerra civil con el triunfo del bando nacionalista del cuál se impone un régimen franquista,58,16,45.0,1,16-1
5,"La hambruna era parte del sistema de represión y control de la población del período estalinista, así [[las]] purgas de partido y la colectivización del 33 fueron acompañadas de la hambruna artificial para torcer la voluntad del pueblo, como en el 1946-49 se repitió en el llamado período de Zhdanov en el que se reimpuso el ""chauvinismo ruso"" destruyéndose y limitando las libertades culturales (de las culturas perseguidas) que se habían relajado durante el conflicto.",La hambruna era parte del sistema de represión y control de la población del período estalinista así las purgas de partido y la colectivización del fueron acompañadas de la hambruna artificial para torcer la voluntad del pueblo como en el se repitió en el llamado período de Zhdanov en el que se reimpuso el chauvinismo ruso destruyéndose y limitando las libertades culturales que se habían relajado durante el conflicto,69,16,45.0,1,16-1
0,"Las escuelas privadas notables incluyen universidad de Santo Maria de la ciudad de Quezon, universidad de Santo James de la ciudad de Quezon, escuela Claret de la ciudad de Quezon, universidad de santo José de la ciudad de Quezon, el Dominican universidad de Angelicum, escuela de Lourdes de la ciudad de Quezon, academia de Santo Vincent, academia santa del niño, academia sagrada del corazón de Novaliches, academia de la ciudad de Quezon, escuela de Santo Anthony, [[la escuela conmemorativa] de Jose Abad Santos] (JASMS), [[Escuela santa de la familia]], [[escuela del alcohol santo]], [[universidad de Stella Maris (ciudad de Quezon)]], y [[universidad de Santo Theresa]].",Las escuelas privadas notables incluyen universidad de Santo Maria de la ciudad de Quezon universidad de Santo James de la ciudad de Quezon escuela Claret de la ciudad de Quezon universidad de santo José de la ciudad de Quezon el Dominican universidad de Angelicum escuela de Lourdes de la ciudad de Quezon academia de Santo Vincent academia santa del niño academia sagrada del corazón de Novaliches academia de la ciudad de Quezon escuela de Santo Anthony la_escuela_conmemorativa_de_Jose_Abad_Santos__Escuela_santa_de_la_familia escuela del alcohol santo universidad de Stella Maris y universidad de Santo Theresa,90,16,45.0,0,16-0
1,"El Censo General de Población y Vivienda del año 2001, indica que las principales colonias extranjeras establecidas en el país son originarias, en este orden y citando solo las más numerosas de: [[España]], [[Italia]], [[Líbano]], [[Portugal]], [[Alemania]], [[Francia]], [[Colombia]], [[Argentina]], Estados Unidos, [[República Dominicana]], [[Chile]], [[Ecuador]], Perú, [[China]], [[Cuba]], [[Guyana]], [[Brasil]], [[Uruguay]], [[México]] y [[Trinidad y Tobago]], y representan alrededor del 25% de la población total.",El Censo General de Población y Vivienda del año indica que las principales colonias extranjeras establecidas en el país son originarias en este orden y citando solo las más numerosas de España Italia Líbano Portugal Alemania Francia Colombia Argentina Estados Unidos República Dominicana Chile Ecuador Perú China Cuba Guyana Brasil Uruguay México y Trinidad y Tobago y representan alrededor del de la población total,64,16,45.0,1,16-1
