,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
3,Hato a bira konosí komo e mihó kiper den Latino Amérika i Karibe i a hiba e ekipo di [[Antias Hulandes]] Olimpiada na 1952 (kaminda nan a perde kontri [[Turkia]]).,Hato a bira konosí komo e mihó kiper den Latino Amérika i Karibe i a hiba e ekipo di Antias_Hulandes Olimpiada na,22,17,44.80555555555556,1,17-1
2,"Senador y gobernador di Mississippi Anselm J. McLaurin di e su mama Laurie McLaurin (c. [[1923]] – 4 september [[2001]]) tabata un modelo di Jackson, Mississippi y desendiente.",Senador y gobernador di Mississippi Anselm J McLaurin di e su mama Laurie McLaurin tabata un modelo di Jackson Mississippi y desendiente,22,17,44.80555555555556,0,17-0
1,"[[Nan]] a degoya su cara, lagando e boca habri cu ta cubri e djentenan y e cartilago na unda tabata e nanishi.",Nan a degoya su cara lagando e boca habri cu ta cubri e djentenan y e cartilago na unda tabata e nanishi,22,17,44.80555555555556,1,17-1
0,"""Tabebuia billbergii"" o ""Tecoma billbergii"") ta un palu di flor ku ta nativo di Karibe i e parti nort di [[Sur Amérika]].",Tabebuia billbergii o Tecoma billbergii ta un palu di flor ku ta nativo di Karibe i e parti nort di Sur_Amérika,21,17,44.80555555555556,1,17-1
5,"Kristianismo komun ta siña ku Hesus ta e yu di [[Dios]], ku dios a bira humano anto ta e salbador di humanidat.",Kristianismo komun ta siña ku Hesus ta e yu di Dios ku dios a bira humano anto ta e salbador di humanidat,22,17,44.80555555555556,1,17-1
6,"Kantikanan den kua Barbara ta kanta di su relashon ku su tata ta ""[[L'Aigle]] Noir"", ""[[Nantes]]"" i ""[[Au]] Coeur de la Nuit"".",Kantikanan den kua Barbara ta kanta di su relashon ku su tata ta LAigle Noir Nantes i Au Coeur de la Nuit,22,17,44.80555555555556,1,17-1
7,E dorpnan i kultura mas prome konosi na [[Sur Amérika]] anto henter [[Amérika]] huntu tabata e kultura Valdivia na e kosta zuidwest di [[Ecuador]].,E dorpnan i kultura mas prome konosi na Sur_Amérika anto henter Amérika huntu tabata e kultura Valdivia na e kosta zuidwest di Ecuador,23,17,44.80555555555556,2,17-2
8,"E definishon aki ta nifiká, ora ta trata di OB: kualke persona ku un negoshi òf ku ta ehersé un funshon [[independiente]].",E definishon aki ta nifiká ora ta trata di OB kualke persona ku un negoshi òf ku ta ehersé un funshon independiente,22,17,44.80555555555556,3,17-3
4,"E kapital i siudat mas grandi di Kenia ta [[Nairobi]], mientras ku Mombasa ta e siudat mas bieu i su prome [[kapital]].",E kapital i siudat mas grandi di Kenia ta Nairobi mientras ku Mombasa ta e siudat mas bieu i su prome kapital,22,17,44.80555555555556,1,17-1
7,"Despues a sigui ekshibishonnan na London (1967), [[Puerto Rico]] (1968), Gouda (1970) i [[Paris]] (1971), unda e ta risibi e ""Prix La France Afrique"" pa su obranan ekshibí.",Despues a sigui ekshibishonnan na London Puerto_Rico Gouda i Paris unda e ta risibi e Prix La France Afrique pa su obranan ekshibí,23,21,44.607142857142854,3,21-3
