,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
0,"Lavil-ya [[Cumana]] ké [[Coro]], ki fondé an 1515 é an 1527, té pronmyé kolonni di lenpòrtans annan péy-a.",Lavilya Cumana ké Coro ki fondé an é an té pronmyé kolonni di lenpòrtans annan péya,16,54,44.0,0,54-0
1,"[[Pa]] métonimi, tèrm-an ka dézigné osi grenn-an (oben anmann) ki andan sa frwi é ki sa komèstib.",Pa métonimi tèrman ka dézigné osi grennan ki andan sa frwi é ki sa komèstib,15,54,44.0,0,54-0
1,"[[Pa]] métonimi, tèrm-an potri ka dézigné égalman tèknik-a di prodiksyon ké latélyé-a di potché.",Pa métonimi tèrman potri ka dézigné égalman tèknika di prodiksyon ké latélyéa di potché,14,30,44.0,1,30-1
2,"O koumansman di xxie syèk, séréyal-ya ka fourni majò [[parti]]-a (45 %) dé kalori alimantèr di mounité-a.",O koumansman di xxie syèk séréyalya ka fourni majò partia dé kalori alimantèr di mounitéa,15,54,44.0,1,54-1
0,"Sa domenn ka konsèrné osi byen endividi-ya, ménaj-ya ki antroupriz piblik-ya oben [[privé]], mè osi Léta.",Sa domenn ka konsèrné osi byen endividiya ménajya ki antroupriz piblikya oben privé mè osi Léta,16,30,44.0,0,30-0
3,Li sa enstalé asou bò-ya di flòv Maronni-a ki ka délimité frontchè ké [[Sourinanm]]-an.,Li sa enstalé asou bòya di flòv Maronnia ki ka délimité frontchè ké Sourinanman,14,20,43.5,1,20-1
2,"[[Huascarán]], ki ka élvé so kò à 6 768 mèt, sa pwen kilminan-an di péy annan Kòrdiyèr ògsidantal-a.",Huascarán ki ka élvé so kò à mèt sa pwen kilminanan di péy annan Kòrdiyèr ògsidantala,16,20,43.5,1,20-1
0,"Dipi 2002, [[Pérou]] té divizé an 24 départman ké roun enpòrtan prosésis di désantralizasyon té mété an [[plas]].",Dipi Pérou té divizé an départman ké roun enpòrtan prosésis di désantralizasyon té mété an plas,16,20,43.5,0,20-0
1,"[[Aprè]] polinizasyon-an, flèr-a sa fékondé é ka transfòrmé so kò an frwi ki ka kontni grenn-yan.",Aprè polinizasyonan flèra sa fékondé é ka transfòrmé so kò an frwi ki ka kontni grennyan,16,20,43.5,1,20-1
3,Mardi a jou di lasimèn ki ka siksédé o [[Lendi]] é ki ka présédé [[Mèrkrédi]].,Mardi a jou di lasimèn ki ka siksédé o Lendi é ki ka présédé Mèrkrédi,15,61,43.4,0,61-0
2,"[[Pa]] Lagèr-ya di lendépandans ispanno-anmériken (1810-1825, [[Lakolonbi]], ki entégré annan vis-rwèyèlté di [[Pérou]] (1542-1824), épi rataché à sa di Nouvèl-[[Grénad]], ka séparé so kò di [[Lèspangn]].",Pa Lagèrya di lendépandans ispannoanmériken épi rataché à sa di NouvèlGrénad ka séparé so kò di Lèspangn,17,61,43.4,0,61-0
1,"Antarktik (prounonsé ""ɑ̃.taʁk.tik"", ou osi ""ɑ̃.taʁ.tik""), parfwa aplé kontinan ostral ou kontinan blanng, sa [[Kontinan]] ki pli méridyonal-a di [[Latè]].",Antarktik parfwa aplé kontinan ostral ou kontinan blanng sa Kontinan ki pli méridyonala di Latè,15,61,43.4,0,61-0
0,"Èspangnòl sa lanng ofisyèl annan tout péyi-ya, sof atè [[Béliz]] koté lanng ofisyèl sa annglé.",Èspangnòl sa lanng ofisyèl annan tout péyiya sof atè Béliz koté lanng ofisyèl sa annglé,15,61,43.4,0,61-0
4,[[Mé]] li sa di [[tré]] lwen pronmyé-a pa so débi é sirfas-a di so basen.,Mé li sa di tré lwen pronmyéa pa so débi é sirfasa di so basen,15,12,43.4,1,12-1
0,"Sosyété japonnen-an sa lengwistikman [[tré]] inifòrm ké 98,2 % di popilasyon-an ki ganyen japonnen-an kou lanng matèrnèl.",Sosyété japonnenan sa lengwistikman tré inifòrm ké di popilasyonan ki ganyen japonnenan kou lanng matèrnèl,15,12,43.4,1,12-1
4,"Lè-a, annan lakèl ka viv moun-an, sa roun [[tèl]] milyé, don varyasyon-yan di présyon-an ka konstitchwé son-an.",Lèa annan lakèl ka viv mounan sa roun tèl milyé don varyasyonyan di présyonan ka konstitchwé sonan,17,61,43.4,0,61-0
1,"Sirfas-a di [[Latè]]-a pouvé, an pronmyé aproksimasyon, fika modélizé pa roun sfè don réyon-an sa anviron 6 371 km.",Sirfasa di Latèa pouvé an pronmyé aproksimasyon fika modélizé pa roun sfè don réyonan sa anviron km,17,12,43.4,1,12-1
2,"[[Tönnies]] ka karaktérizé nosyon-an di kominoté pa roun konsyans mitchwèl, oun lyen émosyonnel é roun homojénéyité.",Tönnies ka karaktérizé nosyonan di kominoté pa roun konsyans mitchwèl oun lyen émosyonnel é roun homojénéyité,16,12,43.4,0,12-0
3,"[[O]] xve syèk, Enka-ya ka entégré roun pati di atchwèl [[Bolivi]]-a annan yé lanpir.",O xve syèk Enkaya ka entégré roun pati di atchwèl Bolivia annan yé lanpir,14,12,43.4,1,12-1
0,"Afganistan, an form long Répiblik islamik d'Afganistan (pachto : د أفغانستان اسلامي جمهوریت (Da Afghanestan Islami Jomhouriyet) ; dari : جمهوری اسلامی أفغانستان(Jomhūrī-ye Eslāmī-ye Afġānestān)), sa roun péyi d'[[Lazi]] santral.",Afganistan an form long Répiblik islamik dAfganistan dari جمهوری اسلامی أفغانستان sa roun péyi dLazi santral,16,49,43.333333333333336,0,49-0
1,"[[Konsèy jénéral di Lagwiyann]], ki disparèt an 2015, té adòpté an 2010 drapo di sendika UTG kou drapo di [[Lagwiyann]].",Konsèy_jénéral_di_Lagwiyann ki disparèt an té adòpté an drapo di sendika UTG kou drapo di Lagwiyann,15,49,43.333333333333336,0,49-0
2,"Fondatò di [[General Electric]]-a, roun dé pronmyé pwisans endistriyèl mondjal, li sa roun envantò prolifik (pli di 1 000 brévè) é kontrovèrsé.",Fondatò di General_Electrica roun dé pronmyé pwisans endistriyèl mondjal li sa roun envantò prolifik é kontrovèrsé,16,49,43.333333333333336,1,49-1
4,"An menm tan ki Larényon, Karékoura épi Lanmatinik, [[Lagwiyann]] ka divini oun départman fransé di lout-lanmè an 1946.",An menm tan ki Larényon Karékoura épi Lanmatinik Lagwiyann ka divini oun départman fransé di loutlanmè an,17,53,43.06666666666667,1,53-1
5,"[[A]] dé plant anniyèl di fanmi-a dé graminé oben Poacé, kiltivé annan di [[trè]] nonbré péyi.",A dé plant anniyèl di fanmia dé graminé oben Poacé kiltivé annan di trè nonbré péyi,16,53,43.06666666666667,0,53-0
0,[[So]] profondò ka varyé di pli di 8 000 m annan [[Karayb]]-ya à mwen di 200 m annan Lanmanch-a.,So profondò ka varyé di pli di m annan Karaybya à mwen di m annan Lanmancha,16,53,43.06666666666667,0,53-0
1,"[[Mo]] « mwa » ka provini di laten ""mensis"" (« mwa »), ka provini li-menm di endo-européyen komen *[[mḗh₁n̥s]] (« lalin » oben « mwa »).",Mo « mwa » ka provini di laten mensis ka provini limenm di endoeuropéyen komen mḗh₁n̥s,16,53,43.06666666666667,0,53-0
2,Laltitid magsimal-a di koumin-an sa di 234 mèt an rézon di prézans-a di [[Mon]] Gran [[Matouri]].,Laltitid magsimala di kouminan sa di mèt an rézon di prézansa di Mon Gran Matouri,15,53,43.06666666666667,0,53-0
3,[[Sa]] montangn té sigjéré pou pronmyé fwè-a kou véritab sours-a an 1971 mé té konfirmen anvan 2001.,Sa montangn té sigjéré pou pronmyé fwèa kou véritab soursa an mé té konfirmen anvan,15,53,43.06666666666667,0,53-0
1,Barbad sa roun mikro-Léta ensilèr sitchwé an lanmè Karayib-ya à proksimité di limite di sala ké [[loséyan Atlantik]].,Barbad sa roun mikroLéta ensilèr sitchwé an lanmè Karayibya à proksimité di limite di sala ké loséyan_Atlantik,17,45,43.0,1,45-1
