,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
3,Et wos foundid durin' t' 19th cenchurii b' dem Assiriiyan Kreschans huu migraytid t' Iistern Aarmanya f' [[Eraan]].,Et wos foundid durin t th cenchurii b dem Assiriiyan Kreschans huu migraytid t Iistern Aarmanya f Eraan,18,1,47.7,0,1-0
2,"Wiktoreya esa stait i' t' sowth a' eist o' [[Ostrielya]], sowth o' Niiw Sowth Waayls an eist o' [[Sowth Ostrielya]].",Wiktoreya esa stait i t sowth a eist o Ostrielya sowth o Niiw Sowth Waayls an eist o Sowth Ostrielya,20,1,47.7,0,1-0
4,"I' other kulchurs an non-Kristian koontriis (e.g [[Ostrielya]], [[Nyuu Ziilan]], [[Endya]], etc), i' es selebretid due t' dem Ista Bunny an Ista eggs.",I other kulchurs an nonKristian koontriis i es selebretid due t dem Ista Bunny an Ista eggs,17,1,47.7,0,1-0
1,"Nazi Jirmanii w' tiem i' histrei o' Jirmanii (ulla [[Doichland]]) wen t' kuntrii w' ruled b' t' Nashyuunal Sosyuulist Workers' Partii (NSDAP), eften kawed t' Nazi Partii.",Nazi Jirmanii w tiem i histrei o Jirmanii wen t kuntrii w ruled b t Nashyuunal Sosyuulist Workers Partii eften kawed t Nazi Partii,24,1,47.7,1,1-1
0,T' cherch aims to priich d' Gospil t' t' all a' dem kuntrii biifo' t' Sekan Kamin' o' [[Jesus]].,T cherch aims to priich d Gospil t t all a dem kuntrii biifo t Sekan Kamin o Jesus,19,1,47.7,0,1-0
0,"Admiral Arthur Phillip RN (11 Oktoeba 173831 Orgas 1814) wos t' fas Gavna a' Nyuu Sowth Wiels, an founder o' t' settlement which became [[Sidni]].",Admiral Arthur Phillip RN wos t fas Gavna a Nyuu Sowth Wiels an founder o t settlement which became Sidni,20,15,47.0,0,15-0
1,"Wata es a liquid a' t' standid ambient temperature an pressure, but et uulii co-iksists a' t' [[Erth]] wi' ets solid staiit, aes, an gaseous staiit (wata vapor ulla stiim).",Wata es a liquid a t standid ambient temperature an pressure but et uulii coiksists a t Erth wi ets solid staiit aes an gaseous staiit,26,15,47.0,1,15-1
1,"'Bout 250 milyan salan speaken Erabek, en t' [[laenghwij]] i' weri emportent t' dem muslim, a' dem muslim biliwe a' [[God]] yuus a' t' tark t' Mohamid, a' giiwe hii t' Koran.",Bout milyan salan speaken Erabek en t laenghwij i weri emportent t dem muslim a dem muslim biliwe a God yuus a t tark t Mohamid a giiwe hii t Koran,31,28,45.0,1,28-1
0,"[[A]] pidjiniz'd form es used b' mani [[Indo]]-Fijians an etnik Chinese a' dem ailen, whiil Pidgin Hindustani es used b' mani rural etnik Fijians.",A pidjinizd form es used b mani IndoFijians an etnik Chinese a dem ailen whiil Pidgin Hindustani es used b mani rural etnik Fijians,24,28,45.0,0,28-0
5,Hii es bin a' maekaa o' t' fas sosialistik kuntrii i' t' Woral ([[YoSSR]]) an t' fas liida o' et.,Hii es bin a maekaa o t fas sosialistik kuntrii i t Woral an t fas liida o et,19,29,44.05555555555556,2,29-2
7,"A' dem 1920s i' dem [[Yunitid Staits o' Merika]], t' feshn a' tiem waa miek dem briists look flat.",A dem s i dem Yunitid_Staits_o_Merika t feshn a tiem waa miek dem briists look flat,16,29,44.05555555555556,2,29-2
4," es d' therd manth a' d' iya, d' fas manth a' [[spring]] en d' fas manth a' [[ortam]].",es d therd manth a d iya d fas manth a spring en d fas manth a ortam,18,29,44.05555555555556,2,29-2
3,"Kaas es mark'd b' t' partikul tat inishiaits a nown frase, an lik most o' dem Iist Polynesian laenghwijs, dem Cook [[Ailen]] Māori haufs nominativ-accusativ kas markin.",Kaas es markd b t partikul tat inishiaits a nown frase an lik most o dem Iist Polynesian laenghwijs dem Cook Ailen Māori haufs nominativaccusativ kas markin,27,29,44.05555555555556,1,29-1
2,"Fletcha wos t' broda a' Edward an' Humphrey, b'in t' trii sullun a' Charles Kristen a' Moorland Close an' a' t' larj [[Ewanrigg Hall]] propatei i' Dearham, Cumberland, a atornii i' law [[wit]]' [[Manx]] jentrii, an' hiis maia Ann Dikson.",Fletcha wos t broda a Edward an Humphrey bin t trii sullun a Charles Kristen a Moorland Close an a t larj Ewanrigg_Hall propatei i Dearham Cumberland a atornii i law wit Manx jentrii an hiis maia Ann Dikson,39,29,44.05555555555556,0,29-0
0,"Đồng Hới (Wiyetnaamese: ""Thành phố Đồng Hới"") esa toen i' Vietnam, en t' prowins o' Quảng Bình, i' Bac Trung Bo, [[Wiyetnaam]].",Đồng Hới esa toen i Vietnam en t prowins o Quảng Bình i Bac Trung Bo Wiyetnaam,17,29,44.05555555555556,2,29-2
1,Patio es t' ofishol kapitel an t' biges sett'l'ment a' t' ailen [[Tahaa]] i' [[French Poliinesya]].,Patio es t ofishol kapitel an t biges settlment a t ailen Tahaa i French Poliinesya,16,29,44.05555555555556,2,29-2
6,Nepeyan Ailen es a letl unenhabited ailen 'bout 1km sowth f' t' gohlf kors on [[Norfuk Ailen]] en t' sowth-west Pesifik.,Nepeyan Ailen es a letl unenhabited ailen bout km sowth f t gohlf kors on Norfuk_Ailen en t sowthwest Pesifik,20,29,44.05555555555556,2,29-2
8," <ns>0</ns>  <revision></revision>  <parentid>34782</parentid>  <timestamp>2018-06-03T12:13:54Z</timestamp>  <contributor></contributor>  <username>Jay [[Jay Marcus]] Keize13</username>    <comment>+ category</comment>  <model>wikitext</model>  <format>text/x-wiki</format> Ho Chi Minh City (""Thành phố Hồ Chí Minh"") esa city i' [[Wiyetnaam]], kuntrii i' sowth-eist Asya, neya Binh Duong, [[Đồng Hới]], Ba Ria-Vung Tau, Long An, Tay Ninh.",nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameJay Jay_Marcus Keizeusername comment categorycomment modelwikitextmodel formattextxwikiformat Ho Chi Minh City esa city i Wiyetnaam kuntrii i sowtheist Asya neya Binh Duong Đồng Hới Ba RiaVung Tau Long An Tay Ninh,36,29,44.05555555555556,3,29-3
2,"Mani es eni item or werifaibl rekord det es jenrilii eksept'd es a peiment f' guuds an serwises (e.g f' [[wetls]]) an repliesment o' dets, sach as tekses, iin a kuntrii or soshio-ekonomik kontekst.",Mani es eni item or werifaibl rekord det es jenrilii ekseptd es a peiment f guuds an serwises an repliesment o dets sach as tekses iin a kuntrii or soshioekonomik kontekst,31,10,43.57142857142857,1,10-1
3,"Biif ([[Inglish]]: ""beef"") es t' miit from [[kau]]s. I' es wan o' t' most iiten miits on [[Erth]].",Biif es t miit from kaus I es wan o t most iiten miits on Erth,16,10,43.57142857142857,2,10-2
4,"As a' t' 2019 census, abaut 48%o' dem piopel i' [[Tokelau]] wer born i' an otha kuntrii, mostlii i' [[Samoa]] an [[Nyuu Ziilan]].",As a t census abaut o dem piopel i Tokelau wer born i an otha kuntrii mostlii i Samoa an Nyuu Ziilan,22,10,43.57142857142857,2,10-2
5,Et esa bloo flag with t' yoonyen flag in t' kantan an t' tal' o' t' [[Pitkern]] stap.,Et esa bloo flag with t yoonyen flag in t kantan an t tal o t Pitkern stap,18,10,43.57142857142857,2,10-2
6,"A' [[Jaenyuweri 17]], 1945, t' USSR s' inta t' citii, en saau a' dem Nertsii s' distroii t' old citii.",A Jaenyuweri_ t USSR s inta t citii en saau a dem Nertsii s distroii t old citii,18,10,43.57142857142857,2,10-2
0,"Lioen ([[French]]: ""Lyon""; Arpitanii: ""Liyon"") esa t' thiird biges citii an t' sekan biges yuurban airea i' [[Frans]], t' administrativ sentaa a' rijion a' Oviirn-Ronee-Aalps.",Lioen esa t thiird biges citii an t sekan biges yuurban airea i Frans t administrativ sentaa a rijion a OviirnRoneeAalps,21,10,43.57142857142857,0,10-0
1,"Baunti Dieh esa holidieh i' both [[Pitkern Ailen]], t' destinayshun a' dem HMS ""Bounty"" myuutenias, an a' [[Norfuk Ailen]].",Baunti Dieh esa holidieh i both Pitkern_Ailen t destinayshun a dem HMS Bounty myuutenias an a Norfuk Ailen,18,10,43.57142857142857,2,10-2
0,"Jiiografii es t' [[saiens]] t' studehs dem land, dem fiichaa, dem salan, an t' fenomena a' t' [[Erth]] an otha plaanets.",Jiiografii es t saiens t studehs dem land dem fiichaa dem salan an t fenomena a t Erth an otha plaanets,21,2,43.04761904761905,1,2-1
6,T' kuntrii [[Iseland]] es said b' manii piopel t' bii t' mas feminist kuntrii i' Erth.,T kuntrii Iseland es said b manii piopel t bii t mas feminist kuntrii i Erth,16,2,43.04761904761905,1,2-1
