,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
2,"Em i [[kapitol]] bilong [[kantri]], na ol opis bilong nesenal [[gavman]] i stap long Berne.",Em i kapitol bilong kantri na ol opis bilong nesenal gavman i stap long Berne,15,0,53.333333333333336,1,0-1
1,Taim [[Jisas]] i dai pinis pren bilongen ol i planim long hul insait long ston.,Taim Jisas i dai pinis pren bilongen ol i planim long hul insait long ston,15,0,53.333333333333336,1,0-1
0,Atikel 25 Atikel 26 Atikel 27 Atikel 28 Yumi olgeta igat rait long gavmen bilong mipela long kamapim dispela kain ol lo long kantri bilong [[yumi]].,Atikel Atikel Atikel Atikel Yumi olgeta igat rait long gavmen bilong mipela long kamapim dispela kain ol lo long kantri bilong yumi,22,0,53.333333333333336,0,0-0
1,[[Kapitol]] na taun bikpela tumas bilong em ol i kolim tu Madang.,Kapitol na taun bikpela tumas bilong em ol i kolim tu Madang,12,17,53.0,1,17-1
0,"Ripablik bilong Finlan ([[Tok Pinlan]]: ""Suomen tasavalta""), o Finlan ([[Tok Pinlan]]: ""Suomi"") emi wanpela kantri bilong noten sait bilong [[Yurop]].",Ripablik bilong Finlan o Finlan emi wanpela kantri bilong noten sait bilong Yurop,13,17,53.0,0,17-0
2,Sampela manmeri ikam long [[Fiji]] Ailan long nambawan taim long yia 3500–1000 [[BC]].,Sampela manmeri ikam long Fiji Ailan long nambawan taim long yia BC,12,19,50.666666666666664,0,19-0
3,"Muruk i stap wanpela kain bilong [[pisin]] bilong not-is [[Kwinslan]] (long [[Ostrelia]]), [[Niugini]] (long [[Papua Niugini]] na [[Wes Papua]]), [[Niu Briten]] na Niu Aialan (em tu long Papua Niugini).",Muruk i stap wanpela kain bilong pisin bilong notis Kwinslan Niugini Niu Briten na Niu Aialan,16,19,50.666666666666664,1,19-1
1,"Plak bilong Is Timoa i mak olsem ofisel plak bilong stet long Me 20, [[2002]].",Plak bilong Is Timoa i mak olsem ofisel plak bilong stet long Me,13,19,50.666666666666664,0,19-0
0,Saksak em i wanpela kaikai ol i save kaikaim planti long [[Papua Niugini]].,Saksak em i wanpela kaikai ol i save kaikaim planti long Papua_Niugini,12,19,50.666666666666664,0,19-0
7,“Ti mimiti kami masih [[SD]] nyiruan geus aya di lembur kami.,“ Ti mimiti kami masih SD nyiruan geus aya di lembur kami,12,35,50.06060606060606,2,35-2
5,"Plak bilong ol Kuk Ailan i mak olsem ofisel plak bilong stet long Ogas 4, [[1979]].",Plak bilong ol Kuk Ailan i mak olsem ofisel plak bilong stet long Ogas,14,35,50.06060606060606,1,35-1
6,"Plak bilong [[Azerbaijan]] i mak olsem ofisel plak bilong kantri long Novemba 9, [[1918]].",Plak bilong Azerbaijan i mak olsem ofisel plak bilong kantri long Novemba,12,35,50.06060606060606,1,35-1
3,Dakar em i [[kapitol]] na taun bikpela tumas bilong [[kantri]] [[Senegal]] long [[Aprika]].,Dakar em i kapitol na taun bikpela tumas bilong kantri Senegal long Aprika,13,35,50.06060606060606,2,35-2
11,"Long yia 1873, wanpela bot bilong [[Inglan]] i kam na painim basis long [[Mosbi]] na tokaut olsem em bai giraun bilong ol nau.",Long yia wanpela bot bilong Inglan i kam na painim basis long Mosbi na tokaut olsem em bai giraun bilong ol nau,22,35,50.06060606060606,5,35-5
10,"Nabaut 1770, James Cook i salim long sip abrus na rekot is nambis wanem em i kolim 'New South Wales' (Nupela Saut Wels) na givim long [[Yunaitet Kingdom]].",Nabaut James Cook i salim long sip abrus na rekot is nambis wanem em i kolim New South Wales na givim long Yunaitet_Kingdom,23,35,50.06060606060606,4,35-4
2,"Plak bilong [[Tonga]] i mak olsem ofisel plak bilong kantri long Janueri 31, [[1968]].",Plak bilong Tonga i mak olsem ofisel plak bilong kantri long Janueri,12,35,50.06060606060606,1,35-1
4,"Ofisel nem: Tok [[Filipin]]: [[Republika ng Pilipinas]], Tok Inglis: Republic of The [[Philippines]], Tok Pisin: Republik blong [[Filipin]].",Ofisel nem Tok Filipin Republika ng Pilipinas Tok Inglis Republic of The Philippines Tok Pisin Republik blong Filipin,18,35,50.06060606060606,3,35-3
9,"Plak bilong [[Vanuatu]] i mak olsem ofisel plak bilong kantri long Februeri 13, [[1980]].",Plak bilong Vanuatu i mak olsem ofisel plak bilong kantri long Februeri,12,35,50.06060606060606,1,35-1
1,Sosiolosi i wanpela we olsem yumi [[ken]] lukluk long we manmeri i toktok na bung wantaim ol narapela manmeri.,Sosiolosi i wanpela we olsem yumi ken lukluk long we manmeri i toktok na bung wantaim ol narapela manmeri,19,35,50.06060606060606,0,35-0
0,Breinigerberg em i citi na taun bikpela tumas bilong [[kantri]] [[Siamani]] long [[Yurop]].,Breinigerberg em i citi na taun bikpela tumas bilong kantri Siamani long Yurop,13,35,50.06060606060606,2,35-2
8,Opisal lotu bilong [[Malesia]] emi stap Islam tasol arapela man o meri bilong kantri inap gat narakain lotu.,Opisal lotu bilong Malesia emi stap Islam tasol arapela man o meri bilong kantri inap gat narakain lotu,18,35,50.06060606060606,2,35-2
0,[[Kapitol]] blong em i na bikpela taun long ol i stap Honiara long Guadalcanal ailan.,Kapitol blong em i na bikpela taun long ol i stap Honiara long Guadalcanal ailan,15,4,49.0,0,4-0
1,Disemba i [[mun]] namba wanpela ten tu bilong [[yia]] long Kalenda Pop Gregori.,Disemba i mun namba wanpela ten tu bilong yia long Kalenda Pop Gregori,13,4,49.0,0,4-0
3,"Piano em i bokis bilong musik, i gat 36 blakpela ki na 52 waitpela ki [[o i]] gat 88 ki olgeta.",Piano em i bokis bilong musik i gat blakpela ki na waitpela ki o_i gat ki olgeta,17,4,49.0,0,4-0
2,"[[Narra]] i kisim narapla nem ""Rice Granary of [[Palawan]]"" as [[Narra]] em i nambawan ples we rais i wokim long [[Palawan]] ailan.",Narra i kisim narapla nem Rice Granary of Palawan as Narra em i nambawan ples we rais i wokim long Palawan ailan,22,4,49.0,1,4-1
1,Alotau em i [[Kapitol]] na taun bikpela tumas bilong [[Milen Be]] provins long [[Papua Niugini]].,Alotau em i Kapitol na taun bikpela tumas bilong Milen Be provins long Papua Niugini,15,18,48.57142857142857,0,18-0
0,"Ogas, o August, i [[mun]] namba et bilong [[yia]] long Kalenda Pop Gregori.",Ogas o August i mun namba et bilong yia long Kalenda Pop Gregori,13,18,48.57142857142857,1,18-1
2,"Seeheim-Jugenheim (Hekte: 28 km²; Manmeri: 15,983 (2007)) em i siti na ples bikpela tumas bilong kantri [[Siamani]] long [[Yurop]].",SeeheimJugenheim em i siti na ples bikpela tumas bilong kantri Siamani long Yurop,13,18,48.57142857142857,1,18-1
3,"Kimi ga Yo ([[Tokples Siapan]]: 君が代) i mak olsem ofisel singsing bilong kantri [[Siapan]] long Ogas 13, [[1999]].",Kimi ga Yo i mak olsem ofisel singsing bilong kantri Siapan long Ogas,13,18,48.57142857142857,1,18-1
4,"Naijiria, opisioli nemd dispela Pederol Ripablik bilong Naijiria, emi repablik bilong [[Aprika]]",Naijiria opisioli nemd dispela Pederol Ripablik bilong Naijiria emi repablik bilong Aprika,12,18,48.57142857142857,2,18-2
5,"Katowice emi wanpela taun long hap Silesia long sauten hap bilong kantri [[Polan]], long ol wara Kłodnica na Rawa.",Katowice emi wanpela taun long hap Silesia long sauten hap bilong kantri Polan long ol wara Kłodnica na Rawa,19,18,48.57142857142857,3,18-3
6,Lae em i namba tu taun long Papua Niugini; [[Pot Mosbi]] tasol i bikpela moa long em.,Lae em i namba tu taun long Papua Niugini Pot_Mosbi tasol i bikpela moa long em,16,18,48.57142857142857,0,18-0
7,Vanimo em i [[Kapitol]] na taun bikpela tumas bilong [[Sandaun]] Provins long [[Papua Niugini]].,Vanimo em i Kapitol na taun bikpela tumas bilong Sandaun Provins long Papua Niugini,14,20,48.24761904761905,0,20-0
14,"Insait long Niu Ailan Provins igat bikpela ailan [[Niu Ailan ailan]] na ol liklik ailan olsem Niu Hanova, Mussau, Lihir, Tanga na Tabar.",Insait long Niu Ailan Provins igat bikpela ailan Niu_Ailan_ailan na ol liklik ailan olsem Niu Hanova Mussau Lihir Tanga na Tabar,21,20,48.24761904761905,4,20-4
