,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
0,"Moris (an anglè Mauritius), an form long Répiblik di Moris (an annglé Republic of Mauritius), sa roun Léta ensilèr di [[Loséyan Endjen]] à 868 kilonmèt à lès di [[Madagaskar]].",Moris an form long Répiblik di Moris sa roun Léta ensilèr di Loséyan_Endjen à kilonmèt à lès di Madagaskar,19,38,44.07142857142857,2,38-2
7,[[A]] osi o Paléyolitik ki ka dévlopé so kò langaj-a é ki antèrman dé mò ka jénéralizé so kò.,A osi o Paléyolitik ki ka dévlopé so kò langaja é ki antèrman dé mò ka jénéralizé so kò,19,38,44.07142857142857,2,38-2
1,"Dannyé lélègsyon : Ségsyon [[Atlantik]]-a di sirkonskripsyon Lout-Lanmè (Lagwadloup, [[Lagwiyann]], Lanmantinik, [[Sen-Barthélemy]], [[Sen-Martin]] ké [[Sen-Pierre-ké-Miquelon]]) ka éli roun dépité o Palman éropéyen pou rouprézanté sa téritwè-ya.",Dannyé lélègsyon Ségsyon Atlantika di sirkonskripsyon LoutLanmè ka éli roun dépité o Palman éropéyen pou rouprézanté sa téritwèya,18,38,44.07142857142857,0,38-0
2,"[[A]], an konkirans ké lalfabé sirilik-a é annan roun byen mwenn pa lalfabé grèk-a, sistenm-an d'ékritir pa défo annan monn ògsidantal-a.",A an konkirans ké lalfabé sirilika é annan roun byen mwenn pa lalfabé grèka sistenman dékritir pa défo annan monn ògsidantala,21,38,44.07142857142857,1,38-1
6,"Kannal-a di menm non, kannal di [[Pannanman]] ròtfwè anmériken, sa jòdla roun sours majò di finansman pou Léta pannanméyen-an.",Kannala di menm non kannal di Pannanman ròtfwè anmériken sa jòdla roun sours majò di finansman pou Léta pannanméyenan,19,38,44.07142857142857,2,38-2
5,"[[Pa]] ègstansyon, mo-a tèkstil pouvé égalman apliké so kò o rézilta aprè transfòrmasyon, oun dra sa roun tèkstil.",Pa ègstansyon moa tèkstil pouvé égalman apliké so kò o rézilta aprè transfòrmasyon oun dra sa roun tèkstil,18,38,44.07142857142857,2,38-2
3,"O kour di sa dévlopman, mékanik kantik-a ka révélé so kò [[trè]] fékonn an rézilta é an aplikasyon divèrs.",O kour di sa dévlopman mékanik kantika ka révélé so kò trè fékonn an rézilta é an aplikasyon divèrs,19,38,44.07142857142857,2,38-2
4,"15 mè 1768 li sa sédé pa Jenn pou [[Lafrans]], kont so gré pas li ka konsidéré so kò kou endépandan.",mè li sa sédé pa Jenn pou Lafrans kont so gré pas li ka konsidéré so kò kou endépandan,19,38,44.07142857142857,2,38-2
0,Nou ka idantifyé tchèk Léta ki endépandan asou détrwè pati di atchwèl téritwè-a di [[Létchopi]] dipi bò'd 3 000 lannen.,Nou ka idantifyé tchèk Léta ki endépandan asou détrwè pati di atchwèl téritwèa di Létchopi dipi bòd lannen,18,6,43.4,0,6-0
4,"Oun tromatism (di grèk τραῦμα (troma) = « blés ») sa roun domaj, oben chòk, provoké pa roun blès fizik [[grav]] é soudenn.",Oun tromatism « blés » sa roun domaj oben chòk provoké pa roun blès fizik grav é soudenn,18,6,43.4,0,6-0
3,"Koumisyon nasyonnal-a di toponnimi (di [[Lafrans]]), annan so Nonmanklatir di lèspas maritim, ka itilizé dézignasyon-yan di loséyan Ostral-a oben lanmè Antargtik-a.",Koumisyon nasyonnala di toponnimi annan so Nonmanklatir di lèspas maritim ka itilizé dézignasyonyan di loséyan Ostrala oben lanmè Antargtika,19,6,43.4,2,6-2
2,[[Ludwig van Beethoven]] (prounonsé an alman : [ˈluːtvɪç fan ˈbeːtˌhoːfn̩]) sa roun konpozitò alman un compositeur allemand né koté [[Bonn]] 15 oben 16 désanm 1770 é mouri koté [[Vienne]] 26 mars 1827.,Ludwig_van_Beethoven sa roun konpozitò alman un compositeur allemand né koté Bonn oben désanm é mouri koté Vienne mars,18,6,43.4,1,6-1
1,"[[J.-K.]] é ka divini inifikatò di anpir-a di [[Chin]], é pa konsékan anprò fondatò di dinasti [[Qin]] (221 à 207 anv.",JK é ka divini inifikatò di anpira di Chin é pa konsékan anprò fondatò di dinasti Qin à anv,19,6,43.4,0,6-0
4,"Di ròt koté-a di flòv, larout-a [[BR-156]], ki parsyèlman asfalté, ka pèrmèt di roujwenn kapital-a di [[Lanmanpa]], [[Makapa]].",Di ròt kotéa di flòv larouta BR ki parsyèlman asfalté ka pèrmèt di roujwenn kapitala di Lanmanpa Makapa,18,66,43.0,0,66-0
2,Idéyoloji kolonyalis-a té dévlopé douran ségonn [[parti]]-a di xixe syèk pa mouvman kolonyal annan bokou di Léta éropéyen.,Idéyoloji kolonyalisa té dévlopé douran ségonn partia di xixe syèk pa mouvman kolonyal annan bokou di Léta éropéyen,18,66,43.0,1,66-1
1,"Di 1947 à 2012, dosyé-ya té trété pa kour di lapèl di Fòdifrans atè Lanmatinik, ki lwen di 2000 km di [[Kayenn]].",Di à dosyéya té trété pa kour di lapèl di Fòdifrans atè Lanmatinik ki lwen di km di Kayenn,19,66,43.0,0,66-0
