,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
4,Jumiekan fuud rich [[ina]] flieva ah ties.,Jumiekan fuud rich ina flieva ah ties,7,9,51.5,2,9-2
3,Fiiji a wahn konchri ina [[Uoshania]].,Fiiji a wahn konchri ina Uoshania,6,9,51.5,1,9-1
2,Yuurieniom a wah [[kimikal eliment]] wid simbal U ah atamik nomba 92.,Yuurieniom a wah kimikal_eliment wid simbal U ah atamik nomba,10,9,51.5,0,9-0
1,Madagiaska a wahn konchri ina [[Afrika]].,Madagiaska a wahn konchri ina Afrika,6,9,51.5,1,9-1
0,Di kyapital de ina [[Tuokio]].,Di kyapital de ina Tuokio,5,9,51.5,1,9-1
4,Pratistantizim arijiniet ina di 16t senchri [[Pratistant Refamieshan]].,Pratistantizim arijiniet ina di t senchri Pratistant_Refamieshan,7,13,49.892857142857146,1,13-1
0,Reunioh a wahn terichri ina [[Afrika]].,Reunioh a wahn terichri ina Afrika,6,13,49.892857142857146,0,13-0
1,Sout Sudan a wahn konchri ina [[Afrika]].,Sout Sudan a wahn konchri ina Afrika,7,13,49.892857142857146,0,13-0
2,"""Ayiti"" (""Ai-op lan"") a weh di ""h""indijinos [[Taino]] niem fi di ailan.",Ayiti a weh di hindijinos Taino niem fi di ailan,10,13,49.892857142857146,2,13-2
3,Botswaana a wahn konchri ina [[Afrika]].,Botswaana a wahn konchri ina Afrika,6,13,49.892857142857146,0,13-0
5,"[[Anda]] Chriejan, di hEmpaya riich iterituorial piik.",Anda Chriejan di hEmpaya riich iterituorial piik,7,13,49.892857142857146,2,13-2
6,Rumienia a wah konchri ina [[Yuurop]].,Rumienia a wah konchri ina Yuurop,6,13,49.892857142857146,0,13-0
7,Inviejan a di [[Suoviet Yuunian]].,Inviejan a di Suoviet_Yuunian,4,13,49.892857142857146,2,13-2
21,Kiergi a di ofishal languij a [[Kiergistan]].,Kiergi a di ofishal languij a Kiergistan,7,2,46.75098814229249,1,2-1
8,"Mask (IPAc-en mɒsk; frah المسجد ""Al-masjid"") a plies a woship fi falara a [[Izlam]].",Mask a plies a woship fi falara a Izlam,9,2,46.75098814229249,1,2-1
22,"Ih ed di Supriim Kuot, [[Kinston]] bitwiin 1945 ah 1950/1951.",Ih ed di Supriim Kuot Kinston bitwiin ah,8,2,46.75098814229249,1,2-1
18,"Ikompraiz a sixtiin stiet, ah di kiapital a [[Boerlin]].",Ikompraiz a sixtiin stiet ah di kiapital a Boerlin,9,2,46.75098814229249,1,2-1
20,Logzimboerg (Logzimboergish: Lëtzebuerg) a wah konchri ina [[Yuurop]].,Logzimboerg a wah konchri ina Yuurop,6,2,46.75098814229249,0,2-0
19,Sofiya a di kiapital fi [[Bulgieria]].,Sofiya a di kiapital fi Bulgieria,6,2,46.75098814229249,1,2-1
6,"Ina 1394, [[Frans]] blakout Juu frah koh lib ina deh konchri.",Ina Frans blakout Juu frah koh lib ina deh konchri,10,2,46.75098814229249,1,2-1
17,"Aikuu (Japaniiz 俳句, pluural ""aikuu"") a shaat-shaat faam a [[Japan]]iiz [[puoychri]].",Aikuu a shaatshaat faam a Japaniiz puoychri,7,2,46.75098814229249,1,2-1
16,"Slovakia (""Slovensko"") a wah konchri ina senchral [[Yuurop]].",Slovakia a wah konchri ina senchral Yuurop,7,2,46.75098814229249,0,2-0
15,Makow a wah Chainiiz terichri ina [[Ieja]].,Makow a wah Chainiiz terichri ina Ieja,7,2,46.75098814229249,1,2-1
14,Liktenstain (Joerman: Liechtenstein) a wahn konchri ina [[Yuurop]].,Liktenstain a wahn konchri ina Yuurop,6,2,46.75098814229249,0,2-0
13,Kantinent a wan a di iip a lanmas pah [[Oert]].,Kantinent a wan a di iip a lanmas pah Oert,10,2,46.75098814229249,1,2-1
9,Spuot ina Jumieka a signifikant paat a [[Jumiekan kolcha]].,Spuot ina Jumieka a signifikant paat a Jumiekan_kolcha,8,2,46.75098814229249,1,2-1
7,"Mikve [[Izrel]] (""Uop a [[Izrel]]"") irek ina 1796.",Mikve Izrel irek ina,4,2,46.75098814229249,1,2-1
12,Giabon a wahn konchri ina [[Afrika]].,Giabon a wahn konchri ina Afrika,6,2,46.75098814229249,0,2-0
5,"I baada Chekia, [[Aschria]], [[Onggari]], [[Yuukrien]] ah [[Puolan]].",I baada Chekia Aschria Onggari Yuukrien ah Puolan,8,2,46.75098814229249,1,2-1
4,Zambia a wahn konchri ina [[Afrika]].,Zambia a wahn konchri ina Afrika,6,2,46.75098814229249,0,2-0
10,Tanzania a wahn konchri ina [[Afrika]].,Tanzania a wahn konchri ina Afrika,6,2,46.75098814229249,0,2-0
3,"Bifuo ih lef [[Ingglan]], ih marid tu Esta Kraka (Hester Crocker née Lusty).",Bifuo ih lef Ingglan ih marid tu Esta Kraka,9,2,46.75098814229249,1,2-1
2,Montenegro a wahn konchri ina [[Yuurop]].,Montenegro a wahn konchri ina Yuurop,6,2,46.75098814229249,0,2-0
1,Manako a wahn konchri ina [[Yuurop]].,Manako a wahn konchri ina Yuurop,6,2,46.75098814229249,0,2-0
0,Oman a wah savrin konchri a [[Ieja]].,Oman a wah savrin konchri a Ieja,7,2,46.75098814229249,1,2-1
11,"Wails ina [[Ingglan]], ih rekaad di albomdem Exidos ah Kaya.",Wails ina Ingglan ih rekaad di albomdem Exidos ah Kaya,10,2,46.75098814229249,1,2-1
0,Ia paat a Jumiekan brokfos wid aki ah [[kalalu]] fritaz.,Ia paat a Jumiekan brokfos wid aki ah kalalu fritaz,10,21,46.06666666666667,0,21-0
1,Broslz a di kiapital fi [[Beljiom]].,Broslz a di kiapital fi Beljiom,6,21,46.06666666666667,1,21-1
2,Onggari a wah konchri ina [[Yuurop]].,Onggari a wah konchri ina Yuurop,6,21,46.06666666666667,1,21-1
3,Frans (ofishali di French Ripoblik) a wah konchri ina westan [[Yuurop]].,Frans a wah konchri ina westan Yuurop,7,21,46.06666666666667,1,21-1
4,"Jainizim (Jainism) a wan a di ""h""uolis [[rilijan]] fi ""h""arijiniet ina ""h""India.",Jainizim a wan a di huolis rilijan fi harijiniet ina hIndia,11,21,46.06666666666667,2,21-2
5,Exchriedieshan (kompuoz a exchrie) a wah faam a [[ilekchomagnetik redieshan]].,Exchriedieshan a wah faam a ilekchomagnetik_redieshan,6,21,46.06666666666667,1,21-1
12,"Iimiel apariet kraas kompyuuta netwok, nou praimerili di [[Intanet]].",Iimiel apariet kraas kompyuuta netwok nou praimerili di Intanet,9,12,46.06410256410256,4,12-4
1,"Fi ied di navigieshan a shipin, [[Jumieka]] apariet nain laitous.",Fi ied di navigieshan a shipin Jumieka apariet nain laitous,10,12,46.06410256410256,0,12-0
0,Pietroviche a di vilij fi [[Puolan]].,Pietroviche a di vilij fi Puolan,6,12,46.06410256410256,2,12-2
10,Tunisia a wahn konchri ina [[Afrika]].,Tunisia a wahn konchri ina Afrika,6,12,46.06410256410256,3,12-3
9,Baznia ah Oerzigoviina a wahn konchri ina [[Yuurop]].,Baznia ah Oerzigoviina a wahn konchri ina Yuurop,8,12,46.06410256410256,3,12-3
8,"Di kansep a jostis difa ina ""h""ebri [[kolcha]].",Di kansep a jostis difa ina hebri kolcha,8,12,46.06410256410256,2,12-2
7,Eswatini (Suazilan) a wahn konchri ina [[Afrika]].,Eswatini a wahn konchri ina Afrika,6,12,46.06410256410256,3,12-3
6,Istanbul a di bigis [[siti]] ina Torki.,Istanbul a di bigis siti ina Torki,7,12,46.06410256410256,2,12-2
5,Di mien languij a [[Panish]].,Di mien languij a Panish,5,12,46.06410256410256,2,12-2
4,"Naruhito (Febiweri 23 1960, a Tuokio, [[Japan]]) wehna 126th emperor di [[Japan]] ina 2019.",Naruhito wehna th emperor di Japan ina,7,12,46.06410256410256,2,12-2
3,Yugianda a wahn konchri ina [[Afrika]].,Yugianda a wahn konchri ina Afrika,6,12,46.06410256410256,3,12-3
2,"Muo dah 30 difrah [[baktiiria]], vairos, ah parasait kiah kaaz STI.",Muo dah difrah baktiiria vairos ah parasait kiah kaaz STI,10,12,46.06410256410256,1,12-1
11,"Bab Maali (im baan Rabat Nesta Maali, Febiweri 6 1945, a Nain Mailz, [[Jumieka]]), wehna Jumiekan rege-""h""aatis ahn sang raita.",Bab Maali wehna Jumiekan regehaatis ahn sang raita,8,12,46.06410256410256,2,12-2
8,Ih puochret gries di $1 [[Jumiekan dala]] kain.,Ih puochret gries di Jumiekan_dala kain,6,17,45.49014778325123,2,17-2
12,Judas Priest wehn a rak ban frahn [[Ingglan]].,Judas Priest wehn a rak ban frahn Ingglan,8,17,45.49014778325123,0,17-0
11,"Deh ingkluud Arabik, [[Iityuopia]]n, di Boerba languijdem, Hausa, ah Somali.",Deh ingkluud Arabik Iityuopian di Boerba languijdem Hausa ah Somali,10,17,45.49014778325123,2,17-2
