,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
7,Culbertson se yon vil nan eta [[Nebraska]] .,Culbertson se yon vil nan eta Nebraska,7,4,54.90909090909091,3,4-3
0,Decatur se yon vil nan eta [[Nebraska]] .,Decatur se yon vil nan eta Nebraska,7,4,54.90909090909091,3,4-3
5,Suginami se yon vil nan eta [[Tokyo]],Suginami se yon vil nan eta Tokyo,7,4,54.90909090909091,3,4-3
6,Dodson se yon vil nan eta [[Montana]] .,Dodson se yon vil nan eta Montana,7,4,54.90909090909091,3,4-3
2,"[[Mo]] ""kabrit"" la sòti nan lang pwovansal (""cabrit"").",Mo kabrit la sòti nan lang pwovansal,7,4,54.90909090909091,1,4-1
8,"Nan lane 2016 li patisipe nan telenovela ""[[Sueño de amor]]"".",Nan lane li patisipe nan telenovela Sueño_de_amor,7,4,54.90909090909091,2,4-2
9,Kenskòf se yon [[vil]] nan [[peyi]] [[Ayiti]].,Kenskòf se yon vil nan peyi Ayiti,7,4,54.90909090909091,4,4-4
10,Seneca se yon vil nan eta [[Nebraska]] .,Seneca se yon vil nan eta Nebraska,7,4,54.90909090909091,3,4-3
11,Ferye se yon [[vil]] nan [[peyi]] [[Ayiti]].,Ferye se yon vil nan peyi Ayiti,7,4,54.90909090909091,4,4-4
1,Charles Howard Hinton se yon [[matematisyen]] britanik.,Charles Howard Hinton se yon matematisyen britanik,7,4,54.90909090909091,0,4-0
4,Sargent se yon vil nan eta [[Nebraska]] .,Sargent se yon vil nan eta Nebraska,7,4,54.90909090909091,3,4-3
3,Shanghai se yon vil nan peyi [[Chin]].,Shanghai se yon vil nan peyi Chin,7,4,54.90909090909091,4,4-4
15,Se [[mezi]] espas ki separe de (2) bagay.,Se mezi espas ki separe de bagay,7,7,54.236467236467234,1,7-1
14,"Li te edike nan [[Kanada]] (Feller Collegiate Institute 1956-1960), nan [[Etazini]] (Eastern University 1960-1964).",Li te edike nan Kanada nan Etazini,7,7,54.236467236467234,1,7-1
13,Fullerton se yon vil nan eta [[Nebraska]] .,Fullerton se yon vil nan eta Nebraska,7,7,54.236467236467234,0,7-0
12,Spencer se yon vil nan eta [[Nebraska]] .,Spencer se yon vil nan eta Nebraska,7,7,54.236467236467234,0,7-0
11,Ababacar Samb Makharam ([[21 oktòb]] 1934- [[7 oktòb]] 1987) se yon sineyas senegalè.,Ababacar Samb Makharam se yon sineyas senegalè,7,7,54.236467236467234,2,7-2
9,Bèl meksikèn se yon [[flè]] ak plant.,Bèl meksikèn se yon flè ak plant,7,7,54.236467236467234,2,7-2
8,"Non syantifik li se ""Mucuna pruriens ([[L.]]) [[DC]]. """,Non syantifik li se Mucuna pruriens DC,7,7,54.236467236467234,1,7-1
7,Grosès se eta fanm lè li [[ansent]].,Grosès se eta fanm lè li ansent,7,7,54.236467236467234,1,7-1
