,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
4,Pipol se i bin mekem fastaem Theorem blong Pythagoras blong [[Jiometri]].,Pipol se i bin mekem fastaem Theorem blong Pythagoras blong Jiometri,11,10,49.638888888888886,1,10-1
2,Be hem i lavem ol pipol mo i senem pikini blong hem [[Jisas]] blong hem i ded long kros mo hem i tekem panismen blong ol pipol.,Be hem i lavem ol pipol mo i senem pikini blong hem Jisas blong hem i ded long kros mo hem i tekem panismen blong ol pipol,27,10,49.638888888888886,0,10-0
1,“Doti win we i stap olbaot long [[wol]] i wan long ol bigfala problem long [[wol]] blong yumi.”,“ Doti win we i stap olbaot long wol i wan long ol bigfala problem long wol blong yumi ”,20,10,49.638888888888886,1,10-1
0,"Samtaem afta, hem i bin talem: “[[Mi]] bin [[save]] Profet Josef.",Samtaem afta hem i bin talem “ Mi bin save Profet Josef,12,10,49.638888888888886,1,10-1
5,"Stefania ""Fanny"" Cadeo (bon long 11 Septemba 1970 long Lavagna), em i akta mo woman blong singsing blong [[Itali]].",Stefania Fanny Cadeo em i akta mo woman blong singsing blong Itali,12,10,49.638888888888886,1,10-1
3,Ludwig van Beethoven (17 Disemba 1770 long Bonn – 26 Maj 1827 long [[Vienna]]) em i bin wan man blong miusik blong [[Jemani]].,Ludwig van Beethoven em i bin wan man blong miusik blong Jemani,12,10,49.638888888888886,1,10-1
8,[[Mo]] wan dei God bambae i mekem wan nufala [[wol]] we evri samting i gud mo bambae hem i tekem ol pipol we ol i bilif long hem bae oli kam stap wetem hem long nufala wol we i gud tumas.,Mo wan dei God bambae i mekem wan nufala wol we evri samting i gud mo bambae hem i tekem ol pipol we ol i bilif long hem bae oli kam stap wetem hem long nufala wol we i gud tumas,41,10,49.638888888888886,3,10-3
7,"Hemi wan gudfala kaekae we ol man oli wantem blo kakae usum ol difren stil blo kuk olsem mekem [[laplap]], bolem taem i raep, rusum mo tu oli man oli wantem kaekae taem i raep mo tu banana hemi save gro fulap wantaem.",Hemi wan gudfala kaekae we ol man oli wantem blo kakae usum ol difren stil blo kuk olsem mekem laplap bolem taem i raep rusum mo tu oli man oli wantem kaekae taem i raep mo tu banana hemi save gro fulap wantaem,43,10,49.638888888888886,2,10-2
6,"Heinrich (Henri) Oberhoffer (boen long 9 Desemba 1824 long Pfalzel long [[Jemani]] mo bin ded long 30 Mei 1885 long Bigtaon blong Luxembourg), em i bin raeta blong miusik blong jioj mo man blong miusikoloji blong Jemani mo Luxembourg.",Heinrich Oberhoffer em i bin raeta blong miusik blong jioj mo man blong miusikoloji blong Jemani mo Luxembourg,18,10,49.638888888888886,1,10-1
4,"Abejar, hem i wan smol taon long rijon blong Castilla y León long [[Spen]].",Abejar hem i wan smol taon long rijon blong Castilla y León long Spen,14,20,48.76190476190476,0,20-0
2,Ambae Aelan o Aoba hem i wan blong olgeta aelan long [[Vanuatu]].,Ambae Aelan o Aoba hem i wan blong olgeta aelan long Vanuatu,12,20,48.76190476190476,0,20-0
0,Long [[Inglan]] i bin mekem wan masin blong mekem pepa before 1812.,Long Inglan i bin mekem wan masin blong mekem pepa before,11,20,48.76190476190476,0,20-0
6,"Afta topik blong Polanbol i ingkludum histri, rilesensip, rong ting blong [[Polan]].",Afta topik blong Polanbol i ingkludum histri rilesensip rong ting blong Polan,12,20,48.76190476190476,0,20-0
5,"Jeb Kreager (bon long XX sentri), em i wan akta blong filem mo stej blong [[Yunaeted Stet blong Amerika]].",Jeb Kreager em i wan akta blong filem mo stej blong Yunaeted_Stet_blong_Amerika,12,20,48.76190476190476,0,20-0
1,"Du Fu 杜甫, Dù Fǔ (712-770 AD) em i bin wan poet (man blong litorasa) blong [[Jaena]].",Du Fu 杜甫 Dù Fǔ em i bin wan poet blong Jaena,12,20,48.76190476190476,0,20-0
3,Pentikos aelan hemi wan long trifala aelans [[wei]] stap insaed penama provens aelan igat 17.000 pipol.,Pentikos aelan hemi wan long trifala aelans wei stap insaed penama provens aelan igat pipol,15,20,48.76190476190476,1,20-1
