	source_sent	gold_sent	predicted_sent	true_id	predicted_id	correct_pair	cosine_similarity
0	Long tingting bilong ol, i olsem dispela raskol i dai pinis.*	That condemned criminal is as good as dead.*	There was not enough time for them to go home and eat supper before attending their Christian meeting.	555	850	False	1
1	Tasol gutpela samting olsem ren i pundaun taim ol i kamapim Baibel New World Translation long tokples Tsonga.”	However, the rains came down with the release of the New World Translation in Tsonga.”	18 We too must fully trust in Jehovah, for he alone will be our salvation when the present system undergoes the greatest tribulation of all human history.	766	546	False	1
2	Taim yumi mekim olsem, dispela i soim olsem yumi onarim ol na laikim ol.	That would be part of showing them honor and love.	ARUBA	840	28	False	1
3	Na long strong bilong yu yet yu stiaim wokabaut bilong mipela na bai yu bringim mipela i go long gutpela ples yu makim bilong yu yet i ken i stap long en. . . .	And in the abundance of your superiority you can throw down those who rise up against you; you send out your burning anger, it eats them up like stubble. . . .	17, 18. What does Amos chapter 9 reveal about God’s mercy?	113	107	False	1
4	4 Sapos yu wokim wanpela bung olsem, na yu bosim dispela bung, maski yu singautim tasol sampela wanbilip i kam long wanpela kaikai na stori wantaim ol, yu mas tingim gut ol samting yu laik mekim.	4 If you are arranging such a gathering and are responsible for it, you should think through what is planned, even if you are inviting just a few believers for a meal and friendly conversation.	(Mark 13:9) As those words indicate, some Christians will face tribulation in the form of physical persecution, perhaps at the instigation of religious or political leaders.	104	817	False	1
5	Kirap long 1945 na i kam inap long nau, ol woa i stap long ol wan wan hap, tasol planti man i dai wankain olsem long ol bikpela woa.	Since 1945, wars have been more localized but just as brutal.	As a class, they have led the way in a wholehearted return to “the roadways of long ago.”	491	732	False	1
6	12 Ating tok profet bilong Maika 1:​3, 4 i kirapim yu long tingim narapela tok profet i stori long ol samting nogut bai kamap long graun.	12 The prophetic words of Micah 1:3, 4 may remind you of another inspired prophecy foretelling disastrous events on earth.	The Witnesses, already accustomed to gathering together, organized themselves as they would for one of their regular assemblies.	776	447	False	1
7	Hevi Bilong Baim Takis	The Burden of Taxes	A dramatic vision given to the prophet Ezekiel shows this.	218	890	False	1
8	Tok bilong ol inap mekim na kongrigesen i bruk bruk.	Their mouth, indeed, can cause a division in the congregation.	Who were they?	795	986	False	1
9	Yangpela Meri i Stap Stret	A Chaste Young Woman	(Isaiah 48:17) Notice these frank warnings:	768	584	False	1
10	TAIM yu harim dispela tok “stretim,” yu tingim wanem samting?	WHAT comes to mind when you hear the word “discipline”?	(Colossians 3:20) In the meantime, a child may test every fiber of his parents’ patience with one tantrum after another.	448	492	False	1
11	(Matyu 24:44) Paslain long dispela, Jisas i bin tokim ol disaipel long painim Kingdom pastaim, na em i mekim dispela tok lukaut: “Yupela tu i mas redi. Pikinini Bilong Man bai i kam long wanpela taim yupela i no ting em bai i kam.”	(Matthew 24:44) Earlier, when urging his disciples to seek continually the Kingdom, Jesus cautioned: “Keep ready, because at an hour that you do not think likely the Son of man is coming.”	This means that we must use the Scriptures courageously in our ministry.​—Ephesians 6:17; 2 Timothy 2:15.	891	603	False	1
12	Paslain liklik long mipela i go, mipela i bung na toktok long olsem wanem mipela bai autim gutnius bilong Kingdom Bilong God long ol dispela longwe ples.	Shortly before setting off, our group met to discuss how to present the good news of God’s Kingdom in an outback setting.	With my wife, Aurea	981	964	False	1
13	Planti Juda long nau i save tingim Pasova long Nisan 15. Ol i ting dispela tok long Kisim Bek 12:6 i makim dispela det.	Most Jews today keep the Passover on Nisan 15, believing that the command at Exodus 12:6 points to that date.	After being hounded out of Lyon by the Catholic Church, he settled in Neuchâtel, Switzerland, in 1533.	388	261	False	1
14	Sapos dispela samting i bin painim yu, yu no ken bel hevi.	If that is true in your case, take heart.	Subsequently, about 5,000 brothers were integrated into the organization.	960	882	False	1
15	Yumi mas save long bekim bilong dispela askim, long wanem, yumi laik mekim ol samting i stret wantaim wok bilong holi spirit.	We need to know, for we want to work in harmony with the spirit.	That same year the cancer returned, and she learned that she had only weeks to live.	430	126	False	1
16	(Jon 4:​35-​38) Yumi insait long kain wok olsem bilong bungim kaikai bilong gaden, olsem na i gutpela sapos yumi skelim amamas bilong ol Kristen bilong pastaim em ol i insait long wankain wok.	(John 4:35-38) Since we are participating in such harvesting activity, it will be encouraging to examine the joy of the early Christian harvest workers.	A desperate heart is also capable of taking on a two-sided posture​—smooth lips saying one thing, actions saying another.	228	455	False	1
17	Ating bai yu tok ol i mas skul, tasol yu mas skelim wanem samting i stret long mekim long kantri bilong yu.	Doubtless you will conclude that they should, although much will depend on what is practical in your country.	Soon, obedient mankind will live under such blessed conditions.	963	569	False	1
18	[Piksa long pes 8, 9]	[Picture on page 8, 9]	3 Rescue Needed!	22	487	False	1
19	Yes, gutpela samting bai kamap taim yumi bihainim tok bilong God long olgeta samting yumi mekim.—Snd. 3:5, 6; 28:26.	Yes, when we give attention to God in all our ways, we can have the best outcome.​—Prov. 3:5, 6; 28:26.	Her husband later told her that after having severe chest pains, she went into full cardiac arrest.	610	711	False	1
20	Sampela taim Jehova i save kisim bek lain bilong em long ol man i mekim nogut long ol​—⁠ating em bai mekim wok long ol jas i gat stretpela pasin, o em bai senisim ol man i gat hatpela pasin na makim ol man i gat gutpela tingting, o em bai givim strong long ol man i save lotuim em long sanap strong na karim hevi.​—⁠1 Korin 10:⁠13.	Jehovah may at times deliver his people from persecution​—perhaps by raising up fair-minded judges, by replacing hostile officials with reasonable ones, or by imparting to his worshippers the strength to endure.​—1 Corinthians 10:13.	For more information, see chapter 10 of this book, What Does the Bible Really Teach?, published by Jehovah’s Witnesses	558	830	False	1
21	Nogat. Sin i no inap pulim God, na God i no save pulim man long mekim sin.”	For with evil things God cannot be tried nor does he himself try anyone.”	• How should one of the anointed view himself?	318	315	False	1
22	Em i mas lukautim gut dispela bodi i bin sot tru long kaikai, bambai skin i ken kamap gutpela gen.	Special care is needed to remedy the effects of starvation on the body.	Since we have a basic need to put our trust in someone, whom can we trust without running the risk of being let down?	654	700	False	1
23	Ol narapela papamama em pikinini bilong ol i bin i gat kensa, ol tu inap mekim gut bel bilong papamama.	Much comfort can also be given by other parents of children who have had cancer.	Now the apostle cited the generosity of the Macedonians to motivate the Corinthians.	182	147	False	1
24	Dispela ol tok i sutim tru bel bilong em, na long dispela de stret em i kirap stadi long Baibel wantaim tupela Witnes.	It touched her heart, and she began studying the Bible with the Witnesses that very day.	Jehovah tells Zechariah that the mourning during the four fasts held in remembrance of the calamity that befell Jerusalem will be changed into “an exultation and a rejoicing and good festal seasons.”	774	119	False	1
25	“Gutpela man i ken sori long mi na mekim save long mi na krosim mi.”—Song 141:5.	“Should the righteous one strike me [with reproof], it would be an act of loyal love.”​—Psalm 141:5.	(Psalm 37:9-11; Proverbs 2:21, 22) The decision about what course to follow now is yours to make, truly a decision that is a matter of life or death.	406	326	False	1
26	Long ol dispela bung yumi kisim save long ol truim bilong ol tok profet bilong Baibel, na ol gutpela tok i skulim yumi long bihainim ol stiatok bilong Baibel long olgeta samting yumi save mekim.	At these gatherings, information on the fulfillment of Bible prophecies is dispensed, and timely direction on how to apply Bible principles in daily life is given.	However, might they harbor strong negative feelings toward a brother or a sister who slighted one of their relatives or who they think did so?	597	866	False	1
27	Yu bin amamas long ritim ol tok bilong ol nupela Wastaua?	Have you appreciated reading the recent issues of The Watchtower?	They Loved the Word of God	423	223	False	1
28	Ol inap pait strong long tupela wing bilong ol long rausim ol birua.	With their wings they can deliver powerful blows against predators.	Is Satan an actual person?	572	65	False	1
29	2 Nau bai yumi skelim samting i bin kamap long taim bilong tupela profet Hibru, Hagai na Sekaraia.	2 Let us consider a situation that existed back in the days of the Hebrew prophets Haggai and Zechariah.	A contrasting example is found in the Bible book of Proverbs.	39	282	False	1
30	8 Hau bai yu save olsem yu laikim tru ol lo bilong God o nogat?	8 How can you know whether you truly love God’s laws?	(Phil. 4:6, 7) Reading and meditating on the Scriptures can be of great help in coping with mental distress.​—2 Tim. 3:15-17.	872	333	False	1
31	Long laspela nait bilong Jisas long dispela graun, em i bin kolim dispela kontrak, tasol long dispela taim, nupela kontrak i no kirap yet long mekim wok.	Not when Jesus made reference to it on his last night on earth.	3 As Jehovah’s servants, in no way do we want to resemble Satan, the archenemy of the only true God.	679	478	False	1
32	Ol ves i stap klostu i soim olsem Jems i tingim ol hetman, o ol tisa bilong kongrigesen. (Jem.	The context indicates that James had first in mind the older men, or “teachers,” of the congregation.	How do sunshine and air prevent infection?’	53	414	False	1
33	Yumi mas mekim wanem bambai yumi inap kisim dispela presen?	How can we gain that reward?	‘What do I need to do so that I do not suffer God’s wrath?’” A study was started with the man, and he began attending Christian meetings.	518	63	False	1
34	Ol i painim kwik wanpela hap graun, na planti handet volantia i helpim dispela wok, olsem na ol i pinisim wok bilong sanapim nupela Haus Kingdom insait long sotpela hap taim tasol.	Land was quickly obtained, and thanks to the help of hundreds of volunteers, a new Kingdom Hall was completed in a short period of time.	His heart was full of hope for the future.	486	543	False	1
35	Olsem wanem yu inap daunim tingting bilong belhat na kros yu holim long papa bilong yu?	How, then, can you deal with the anger and resentment that you might feel toward your father?	Germany	627	945	False	1
36	Bilong kisim sampela save moa, lukim sapta 10 bilong dispela buk, Tru Tru Baibel i Tok Wanem?, em ol Witnes Bilong Jehova i wokim	For more information, see chapter 10 of this book, What Does the Bible Really Teach?, published by Jehovah’s Witnesses	Why Pilate Fearful That Jesus “Made Himself God’s Son,” 6/1	830	548	False	1
37	Mi no hambak long ol dispela bilip; tasol mi ritim ol dispela buk inap 11-pela yia i go pinis, na long olgeta de mi tenkyu long God long soim kain lait olsem long mi na mekim gut bel bilong mi long rot bilong wanpela wok em Baibel Holi i stap olsem strongpela as tru bilong en.”	I do not parade doctrine; but I read those books eleven years ago, and I thank God every day for putting before me such light and such consolation by means of a work that is entirely and solidly founded on the Holy Scriptures.”	Meanwhile, they continue to fight evil, not with carnal weapons, but with spiritual ones.	453	70	False	1
38	Tasol man i mas pilim dispela pasin long bel.​—⁠1 Pita 1:⁠22.	A·gaʹpe, however, is not without feeling but can be warm and intense.​—1 Peter 1:22.	▪ Meditate on Jehovah’s Enduring Love	563	242	False	1
39	Ol tok i stap long dispela song inap makim wanpela taim nogut i painim Devit taim pikinini man bilong em, Apsalom, i laik kisim wok king bilong em.​—⁠2 Sml. 15:​6, 13, 14.	The circumstances mentioned in this psalm may relate to the stressful time of David’s life when his son Absalom was trying to usurp the throne.​—2 Sam. 15:6, 13, 14.	That same year the cancer returned, and she learned that she had only weeks to live.	509	126	False	1
40	Na tingting bilong mi i no paul nabaut na mi ting mi lukim ol kain kain samting, nau tingting na skin bilong mi i kamap gutpela.	I no longer have hallucinations, and my mental and physical health have improved.	Honor the Ones Given Authority Over You	957	770	False	1
41	17 Tingim samting i bin painim aposel Pita.	17 Consider an experience of the apostle Peter.	Although superstition and tradition delayed medical progress, dedicated doctors worked hard to discover the causes of infectious diseases and remedies for them.	692	190	False	1
42	Yu luksave long as na ol Israel i no ken kaikai blut?	Did you notice why the Israelites were not to consume blood?	These bats can be found only in the Sai Yok National Park in Thailand and in nearby parts of Myanmar.	76	888	False	1
43	Nem bilong em husat? Yu gat wanem save long Jisas Krais?’	What do you know about Jesus Christ?’	Disorders	646	192	False	1
44	Inap mi kam bek long neks wik na soim yu i gat wanem as na yumi ken bilip tru olsem klostu nau God bai pinisim olgeta pen na hevi?*	May I come back next week and show you why we can be sure that God will soon end all suffering?*	“It is clear that increasingly, children are targets, not incidental casualties, of armed conflict,” notes Graça Machel, the United Nations Secretary-General’s Expert on the Impact of Armed Conflicts on Children.	749	58	False	1
45	Yu luksave long risen na ol dispela samting i kamap?	With the ride of the horsemen, world conditions continue to worsen (See paragraphs 4, 5)	To her God she did not draw near.”	839	849	False	1
