source_sent	target_sent	target_id	gold_sent	gold_id
Elektronikk sørger for en flertrinns og enkel regulering av luftstrømmen.	Everyone wants to meet you. You're famous!	208	A simple multi-stage adjustment of the air flow is provided electronically.	684
Jeg liker virkelig lagkameratene mine.	I like the waves of the Black Sea.	264	I really like my teammates.	58
Det var helt tilfeldig at han vant kampen.	I'm bad at sports.	132	It was pure chance that he won the game.	154
Han ble sint og slo henne.	Tom is still a virgin.	506	He got angry and hit her.	338
Jeg måtte fylle vann på akvariet.	She tends to speak rapidly.	252	I needed to add water to my aquarium.	168
Jana spurte Maria om hun ville overnatte hos henne.	This is my favourite project.	828	Jane asked Mary whether she'd like to stay at her place for the night.	288
Dette er en plante.	Tom picked out an interesting book for Mary to read.	876	It's a plant.	966
Han småsov hele tiden.	Victory and defeat aren't solely decided by the size of your army.	391	He dozed all the while.	668
Har ikkje du noko å gjera?	Let me know when you need me again.	595	Don't you have some work to do?	917
Eg har ein katt og ein hund. Katten er svart og hunden er kvit.	She was in love with me, but I wasn't in love with her.	126	I have a cat and a dog. The cat is black and the dog is white.	861
Jeg sa til Tom at jeg ville bli sen.	Have you ever climbed Mt. Fuji?	688	I told Tom that I'd be late.	685
Tom er ein profesjonell fotballspelar.	It took me three days to read this book.	957	Tom is a professional football player.	333
Jeg respekterer uselviskheten hans.	"What's this?" asked Tony.	706	I respect his selflessness.	916
I Japan er det en stasjon hvor stasjonsmesteren er en katt.	I take it you don't approve of the way Tom's been behaving.	524	In Japan there are train stations with a cat for a stationmaster.	193
Hvorfor ikke spørre ham om råd?	The only weapons I have in my home are water pistols.	224	Why don't we ask his advice?	36
Ikke våg å svare på det.	I'll keep fighting until somebody defeats me.	289	Don't you dare answer that.	615
Jeg mater gullfisken.	Tom lives in a fantasy world.	244	I'm feeding the goldfish.	460
Hun gikk og handlet med ham forrige Mandag.	That's complicating the matter.	280	She went shopping with him last Monday.	345
Det er ikke min feil.	It can not be true.	815	It's not my fault.	235
Tom oppførte seg dårlig.	Should we go have ramen together again?	344	Tom's behavior wasn't acceptable.	630
Tom følgte nøye med på hva som skjedde.	This company sold unsafe products.	464	Tom was watching what was happening very carefully.	823
Jeg vil bare være med deg.	Katrine has a boyfriend named Truls. They are engaged and will soon get married.	114	I just want to be with you.	531
Bruden hadde på seg en hvit brudekjole.	She left home at age thirteen.	730	The bride was wearing a white wedding dress.	626
Én gang i året skader ikke.	I've had a really tough day.	593	Once a year does not hurt.	761
Har du noen gang sett en flygende tallerken?	This is the right day.	176	Have you ever seen a UFO?	29
Jeg er ikke så god i engelsk ennå.	I said no!	353	I'm not good at speaking English yet.	442
Fangen er stille i cellen i dag.	Gold is much heavier than water.	262	The prisoner is being quiet in the cell today.	744
Hun er vakker.	I can't drive home.	329	She is beautiful.	286
Jeg liker ikke varme vintre.	I hope I don't have to use this pistol.	755	I don't like warm winters.	295
Ulykken skapte kaos i trafikken.	Have you ever seen a UFO?	24	The accident caused traffic confusion.	723
Du bør helst være hjemme før midnatt.	I spoke from the heart.	308	You'd best be home before midnight.	117
Tom gjorde en fantastisk jobb.	The boy and the man drink water.	724	Tom did a fantastic job.	427
Tom trodde han hadde en sjangse til å overleve.	I don't make mistakes.	712	Tom thought he had a chance to survive.	606
Vi må gjøre dette ferdig før vi kan gå hjem.	You don't know that.	83	We've got to finish this before we can go home.	932
Da jeg ankom flyplassen, så jeg flyet ta av.	Can you give me a better price?	435	Arriving at the airport, I saw the plane taking off.	586
