	source_sent	gold_sent	predicted_sent	true_id	predicted_id	correct_pair	cosine_similarity
0	Em i tok: “Yupela snek nogut. God bai i kotim yupela na bai yupela i go long [Gehena]?”	“Serpents, offspring of vipers,” he says, “how are you to flee from the judgment of Gehenna?”	An elderly woman approached and said, “Many more should do what you are doing.”	136	876	False	1
1	Mi save kisim amamas taim mi mekim sampela wok long dispela gaden.	I feel like a different person after such exercise.	Our ears can hear the melodious songs of birds.	66	255	False	1
2	Roald i tok: “Long kirap bilong dispela wik, mi amamas olsem mi inap stretim ol wok bilong mi na mi inap insait long dispela spesel wok inap 1-pela wik olgeta.”	“At the start of that week,” recalls Roald, “I felt quite satisfied that I had managed to arrange my affairs in such a way that I could share in this special activity for a whole week.”	Then why was polygamy allowed in ancient times?	315	325	False	1
3	Bihain san i lait!	At last, the sun came out!	Reasonableness​—Matthew 15:21-28.	990	312	False	1
4	Ol Talatala i strongim ol Waldens long kirapim wok bilong tanim Baibel i go long tok Frans, em namba wan taim long mekim olsem.	Protestants encouraged the Waldenses to sponsor the first translation of the Bible from the original languages into French.	The former things have passed away.’”	261	295	False	1
5	Long 1930 samting, ol samting i kamapim klia tru olsem God i wok long singautim “ol arapela sipsip” long kam lotuim em.	In the 1930’s, it became evident that the “other sheep” were being gathered in.	Paul added: “Indeed, consider closely the one who has endured such contrary talk by sinners against their own interests, that you may not get tired and give out in your souls.”	564	460	False	1
6	Mi laikim tru ol pasin bilong ol.	I was impressed by their way of life.	Just one may easily lead to others, and soon you will have undone all the hard work you put into quitting.	703	53	False	1
7	Yu ting i gat rot bilong pinisim sik bilong gam?	Is gum disease treatable?	What do you think?	244	221	False	1
8	Yu laik bihainim wanem kain tingting?	Regarding ‘the spirit we show,’ what are you personally determined to do?	I started using drugs, engaged in immoral sex, and constantly fought with others.”	239	109	False	1
9	“I gat wanpela gutpela rot long save long ol gutpela samting na ol samting nogut i bin painim wanpela lain, na long kisim save long ol pasin ol i bihainim, na ol bilip na tingting bilong ol, em long rot bilong skelim gut tok ples bilong ol.”​—⁠MARTÍN ALONSO.	“No history can give us an idea so exact of the vicissitudes of a people, of their social organization and their beliefs and feelings, as an analysis of their language.”—MARTÍN ALONSO.	Disease	696	209	False	1
10	Lista i gat mak bilong ol wan wan laithaus, na tu, kain sain, olsem signol bilong lait.	The list set out the characteristics of each lighthouse, including its unique signal.	By not giving in to improper desires.	213	48	False	1
11	Em i King bilong Kingdom bilong God, na klostu nau dispela Kingdom bai pinisim olgeta gavman i birua long laik bilong God, na em bai stretim olgeta hevi bilong ol man.	He is the ruling King of God’s Kingdom, which very soon will eliminate all rulerships opposed to God’s will, and he will solve all problems of mankind.	For instance, when children are young, parents can use such publications as Learn From the Great Teacher.* In almost every paragraph of this Bible study aid, children are asked to express their opinion on the subjects discussed.	343	307	False	1
12	(Song 40:11) Long nau, Devit i stap long tingting bilong Jehova​—⁠em i wanpela bilong ol gutpela man na meri ol i bilong kisim “kirap bek . . . i gutpela moa.”	(Psalm 40:11) Counted among the faithful men and women to whom “a better resurrection” is promised, David is presently secure in Jehovah’s memory as one who will receive that reward.	Jesus plays the key role in the fulfillment of God’s purpose.	678	533	False	1
13	Sampela i bin mekim dispela askim bihain long wanpela bikpela bagarap o taim ol yet i karim bikpela hevi na ol i no save i gat wanem as na God i no bin helpim ol.	Others have voiced the question after a widespread calamity or when they personally felt hard-pressed and could not understand why God did not intervene.	Show your child from the Bible that we can cause Jehovah pain when we fail to do his will.	457	107	False	1
14	(Saveman 11:⁠1, 6) Tru tumas, “mekim wok long planti hap,” na planim planti “kaikai,” olsem Pol na Jisas i bin mekim bipo, na ol dispela Witnes long nau i save mekim long Meksiko long ol man i mekim tok Inglis.	(Ecclesiastes 11:1, 6) Yes, zealously “send out your bread” upon many waters and “sow your seed” generously, as did Paul and Jesus and as do these modern-day Witnesses in Mexico’s English-speaking field.	Because he fully understands the depth of what you are feeling.	322	196	False	1
15	“Wok Yet Long Karim Planti Kaikai”	Why We “Keep Bearing Much Fruit”	Why is it good to yield to my mate’s preference whenever Bible principles are not at issue?	784	60	False	1
16	Tasol rait na toksave long mipela long hap yu bai stap long en, na mipela bai i makim dispela olsem asainmen bilong yu.”	Just write to us and tell us where you are, and we’ll assign you.”	Then they heard of Jesus. Would he prove to be the foretold Messiah?	905	875	False	1
17	12 Song 119:105 i tok tu olsem ol tok bilong God i olsem lait bilong soim rot long yumi.	12 Psalm 119:105 also states that God’s utterances can light our roadway, illuminating the path ahead.	When one was missing from the fold, he left the 99 and searched for the lost sheep.	677	695	False	1
18	Jisas em i strongpela man bilong autim gutnius na em i lainim ol narapela long mekim wankain wok	Jesus was a zealous evangelizer and trained others to do the same work	13 It is good to note that Paul introduced the prophecy about the last days with the expression “know this.”	417	300	False	1
19	Jisas i no kisim sin long wanpela papa bilong graun, olsem na taim em i dai, em i no dai long sin bilong em yet, nogat, em i dai bilong baim bek sin bilong ol narapela.	Since Jesus did not inherit imperfection from a human father, he died, not because of his own sins, but for the sins of others.	Is the garment modest, appropriate, and dignified, or is it tight-fitting, provocative, or sloppy?	145	976	False	1
20	Taim mi kisim sampela save moa long Baibel, mi kliagut long tingting bilong Jehova long marit em i samting holi, na long stiatok bilong Baibel i stap long 1 Korin 7:​13, em i tok: “Sapos wanpela meri i marit na man bilong en i no bilip long Krais, na sapos man i laik i stap wantaim em, orait meri i no ken lusim man.”	As I progressed spiritually, I came to appreciate Jehovah’s view of the sacredness of marriage, including the Bible principle found at 1 Corinthians 7:13, which says: “A woman who has an unbelieving husband, and yet he is agreeable to dwelling with her, let her not leave her husband.”	If an enemy breached just a small section of a wall, the safety of the entire city was at risk.	103	106	False	1
21	Tasol yumi ol Kristen tru i stap namel long ol lain bilong graun i save mekim ol kain kain pasin nogut, olsem na yumi save, i gat sampela traim bai painim yumi.	However, as true Christians living in a depraved world, all of us can expect to be tempted sooner or later.	There was a pane of glass that reflected my new image.	246	202	False	1
22	God i Ting Olsem Wanem Long Pait na Bagarapim Man?	How Does God Feel About Violence?	Regarding ‘the spirit we show,’ what are you personally determined to do?	994	239	False	1
23	Sapos papa o mama i kros long pikinini, dispela inap strongim dispela tingting bilong pikinini olsem em i no gutpela.	If a parent overreacts, he may reinforce negative thinking in his child.	Merissa did not give in to her emotions.	933	303	False	1
24	Mi stap long haus misineri long Lahore wantaim 3-pela brata i mekim wok misineri.	I was based at a missionary home in Lahore, along with three other missionary brothers.	Therefore, rely on Jehovah for guidance.	164	506	False	1
25	Na sapos yumi stap strong long bilip, bai yumi stap na lukim wanpela bikpela wok tru Jehova bai mekim, winim ol wok bipo em i bin mekim!	And if we endure together in faith, we will live to see Jehovah’s most spectacular and glorious acts in all history!	Calling out to Jonah’s God, Jehovah, to show them mercy, they lifted the man up and hurled him over the side, into the sea.​—Jonah 1:13-15.	98	780	False	1
26	Mipela i mekim wok olsem helpim bilong wasman sekit na mipela i helpim tu long ol kibung.	We did substitute circuit work and convention work.	His thoughts are higher than ours.”​—Isaiah 55:8, 9.	550	661	False	1
27	Wells i lukim olsem dispela marasin i mekim na ol man i rapim strong lek bilong ol long fom tasol ol i no pilim pen liklik.	Wells noticed that a person under its influence scraped his shin on a heavy bench and yet showed no signs of pain.	(Rom. 1:12) As we associate with fellow worshippers, we can build up one another’s faith, especially when we are with those who have already demonstrated the “tested quality” of their faith.	263	561	False	1
28	Yu inap mekim wanem sapos yu luksave olsem yu no save kisim gutpela slip?	So, what can you do if you realize that you have a problem getting enough sleep?	It said: “While these verses are not stated in medical terms, Witnesses view them as ruling out transfusion of whole blood, packed RBCs [red blood cells], and plasma, as well as WBC [white blood cell] and platelet administration.”	224	746	False	1
29	12 Olsem wanem? Yu save sakim ol samting bilong dispela graun i laik pulim yu na yu stap gut long God maski ol man i biruaim yu na mekim nogut long yu?	12 Do you resist the allure of the world and prove faithful despite ridicule and opposition?	In fact, in the Gospel of John, we find that Jesus mentioned three important requirements that anyone who wants to be his follower must meet.	222	173	False	1
30	• Bilong wanem narapela i mas strongim narapela insait long kongrigesen Kristen?	• Why is building others up needed in the Christian congregation?	Life at Bethel	589	350	False	1
31	Buk i helpim tru mipela!	That did it!	• How can we allow God’s word to remain in our heart?	15	336	False	1
32	Stori Bilong Sampela	Success Stories	What helped me to cope with this terrible tragedy?	973	77	False	1
33	Olsem wanem Jisas i helpim ol man long kamap wanbel wantaim God?	What role has Jesus played in reconciling humans to God?	Thus, someone may look like a shepherd, but for sheep, that does not prove that he really is one.	619	148	False	1
34	Tripela de bihain ol Witnes Bilong Jehova i kam long haus bilong mipela na Diane i kisim dispela nius.	Three days later Jehovah’s Witnesses came to our door, and Diane got her magazine.	I have fond memories of us going in the ministry together.	899	477	False	1
35	I gat ol samting i kamapim klia olsem Matyu na Luk i bin raitim Gutnius bilong ol paslain long 70 C.E. Olsem na ol inap sekim ol dispela buk taim ol i raitim nem bilong ol tumbuna bilong Jisas.	There are clear indications that Matthew and Luke wrote their Gospels before 70 C.E. Hence, they could have consulted these records in compiling their accounts of Jesus’ ancestry.	Therefore, rely on Jehovah for guidance.	447	506	False	1
36	Long dispela taim wanpela samting i bin kamap long mi, na dispela i mekim bikpela samting long laip bilong mi bihain.	A minor incident at this time had a major impact on my life.	Divinely Qualified to Rule	151	390	False	1
37	Ol tisa bilong Jairo long skul i luksave long pasin bilong em long givim bel long mekim wok bilong God.	Jairo’s devotion to God does not go unnoticed by the teachers at his school.	“If the Sun were to stop producing energy today,” says the SWPC Web site, “it would take 50,000,000 years for significant effects to be felt at Earth!”	428	961	False	1
38	Long ol samting i kamap bihain, ol Israel i lukim Jehova i kamapim kain kain pasin bilong em​—⁠em i kamap olsem God i Gat Olgeta Strong, Jas, Lida, Man Bilong Kisim Bek ol, Man Bilong Pait, Man Bilong Lukautim ol.​​—⁠Kis. 12:12; 13:21; 14:​24-​31; 16:4; Neh. 9:​9-​15.	In the events that followed and as circumstances required, the Israelites saw Jehovah reveal different facets of his personality​—as the Almighty, as a Judge, a Leader, a Deliverer, a Warrior, and a Provider.​—Ex. 12:12; 13:21; 14:24-31; 16:4; Neh. 9:9-15.	War strategists consider this to be the most effective time to attack the enemy, affording the best opportunity to catch them “sleeping.”	94	953	False	1
39	Ol Witnes Bilong Jehova long biktaun Mexico i bin stadi wantaim em long Baibel, na em i kisim baptais long 1996.	Jehovah’s Witnesses in Mexico City studied the Bible with her, and she was baptized in 1996.	NEVER STOOP TO VERBAL OR PHYSICAL ABUSE.	79	708	False	1
40	Long 1943, Brata Nathan H. Knorr i stori long ol brata i winim kot long Suprim Kot Bilong Amerika. Em i tok: “Yumi winim kot bikos yupela i sanap strong.	In 1943, Brother Nathan H. Knorr, when commenting on one victory in the U.S. Supreme Court, stated: “The victories won are due to your fight.	In the events that followed and as circumstances required, the Israelites saw Jehovah reveal different facets of his personality​—as the Almighty, as a Judge, a Leader, a Deliverer, a Warrior, and a Provider.​—Ex. 12:12; 13:21; 14:24-31; 16:4; Neh. 9:9-15.	797	94	False	1
41	Nius i tok: Ahap na Jesebel i olsem piksa na i makim Satan na oganaisesen bilong em. Nabot i olsem piksa na i makim Jisas. Dai bilong Nabot i olsem piksa na i makim dai bilong Jisas.	Ahab and Jezebel were said to picture Satan and his organization; Naboth pictured Jesus; Naboth’s death, then, was prophetic of Jesus’ execution.	We might ask ourselves: ‘How do I react upon reading counsel in the Bible or in our publications about gluttony?	125	980	False	1
42	‘Mi Laik Mekim Wok Bilong God Paslain Long Mi Dai’	‘I Want to Serve God Before I Die’	Why should we test ourselves as to ‘whether we are in the faith’?	247	368	False	1
43	Taim man bilong raitim song i tokim yumi long putim olgeta hevi yumi karim long han bilong Jehova, i olsem em i tok Jehova i save tingim yumi, na em i ting olsem yumi wan wan inap tru long kisim helpim long em.	When the psalmist urges us to throw our burden on Jehovah, he is in effect reminding us that Jehovah not only cares about us but also views us as individuals worthy of his help and support.	God is so close to his depressed servants that it is as if he resided with the “crushed and lowly in spirit, to revive the spirit of the lowly ones and to revive the heart of the ones being crushed.”	630	669	False	1
44	▪ Bilong wanem i gutpela long bihainim laik bilong poroman taim dispela i no pait wantaim ol stiatok bilong Baibel?	Why is it good to yield to my mate’s preference whenever Bible principles are not at issue?	The inhabitants of Philippi slept soundly at night, knowing that soldiers were guarding the gates of their city.	60	694	False	1
45	Na yumi no laik kamap man bilong laikim tumas mani, litimapim nem bilong yumi yet, hambak, i no save tok tenkyu, i no stap gut long ol pren, pait na bagarapim man, strong long bihainim ol tingting kranki bilong yumi; tingim yumi yet i bikpela man tru, laikim tumas ol amamas long dispela graun, i no laikim God​—⁠em sampela pasin ol manmeri i stap longwe long God ol i save kamapim.	And we certainly do not want to become lovers of money, self-assuming, haughty, unthankful, disloyal, fierce, headstrong, puffed up with pride, lovers of pleasures rather than lovers of God​—to name only a few of the traits manifested by those alienated from God.	But let him that is the greatest among you become as the youngest, and the one acting as chief as the one ministering.”	890	908	False	1
46	“Sapos traim i kamap long ol man i bihainim God, orait Bikpela i save long rot bilong kisim bek ol long dispela traim”	“Jehovah knows how to deliver people of godly devotion out of trial”	I’m so grateful for how we were trained to preach!	985	897	False	1
47	Bihain long woa, mipela i wok yet long autim tok.	After the war, we kept right on preaching.	6 It is wise to prepare for trouble that may occur unexpectedly.	624	76	False	1
48	Ol wara aninit long graun tu i pairap na solap i go antap inap long skai.	The watery deep gave forth its sound. On high its hands it lifted up.	But let him that is the greatest among you become as the youngest, and the one acting as chief as the one ministering.”	848	908	False	1
49	(Apo. 6:1) Olsem na ol aposel i makim 7-pela man na salim ol i go bilong stretim dispela hevi.	(Acts 6:1) To settle this issue, the apostles appointed seven men to make sure that nobody was neglected.	Notice that Jesus said he had made God’s name known.	893	327	False	1
50	Tasol samting mipela i amamas tru long en em long lukim ol manmeri i stap long dispela longwe ples.	But what we are most excited about is the prospect of reaching the people living in this remote area.	An elderly woman approached and said, “Many more should do what you are doing.”	389	876	False	1
51	Jisas i tingim tumas ol man na i amamas long mekim wok.​​—⁠11/1, pes 6-7.	Jesus had deep concern for people and was willing to work.​—11/1, pages 6-7.	How would you do it?	52	217	False	1
52	Yumi mas mekim wanem sapos yumi no kisim kwik bekim bilong ol beten bilong yumi?	What should we do when relief does not immediately follow our prayers for help?	In order to contribute to the financial support of our family, I discontinued the full-time ministry.	803	147	False	1
53	Jisas i laikim wanem pasin bilong Nataniel?	Jesus admired what about Nathanael?	9 Not everyone can serve God as a full-time evangelizer.	366	691	False	1
54	Tasol mi tokim mi yet olsem em i bikpela samting long bihainim yet pasin bilong i go long ol miting.	“But I reminded myself of the importance of my spiritual routine.	“Not having many material possessions to be attached to helps me to feel free, and it allows me to concentrate on the most important things,” says Federico, a married brother in his early 40’s who moved from Spain.	597	920	False	1
55	Mekim promis.	Make a commitment.	On those occasions I prayed, promising God that if I survived the massacres, I would do his will.	409	552	False	1
56	Samting Yumi Wetim, Jehova Inap Mekim i Kamap Tru	Jehovah Can Turn Our Hopes Into Realities	The former prime minister had analyzed the book and concluded: “If people would be more interested in the message of the Gospel and would put into practice the principles of Jesus Christ, the world today would look completely different.	241	342	False	1
57	(Apo. 1:8) Bilong wanem Jisas i tok, “Yupela bai stap witnes bilong mi,” na em i no tok ol bai i stap witnes bilong Jehova?	(Acts 1:8) Why did Jesus say: “You will be witnesses of me,” not of Jehovah?	[Pictures on page 24]	882	562	False	1
58	Bihain em i mekim wok olsem pris bilong wanpela meri i gat biknem husat i stap long London, na bihain em i go stap long Belfast, long Ailan.	Later, he became a chaplain for a countess who lived in London; and still later, he moved to Belfast, Ireland.	(Psalm 83:18) Osman also learned that God’s dominant quality is love and that even the idea of tormenting people in a fiery place is something detestable to Him.	466	493	False	1
59	Sampela Katolik i ting ol inap helpim ol man sapos ol i go i stap longwe long ol man na sindaun long ol haus bruder o haus sister samting na ol i beten long olgeta taim.	Some Catholics hope to benefit mankind by devoting their lives as monks or nuns in closed monasteries or convents, praying continually.	WHEN DOES THE GREAT TRIBULATION BEGIN?	823	711	False	1
60	• Olsem wanem ol yangpela long nau inap mekim ol wok insait long lotu i tru?	• How can young people share in true worship today?	12 Do you resist the allure of the world and prove faithful despite ridicule and opposition?	709	222	False	1
61	Taim ol i kamapim Ol Skripsa Grik long tok ples Kroesia long 1999, planti tausen brata sista ol i amamas nogut tru na ol i krai.	When the Croatian version of the Christian Greek Scriptures was released in 1999, thousands gave way to tears of joy.	I have fond memories of us going in the ministry together.	979	477	False	1
62	Aposel Pol i tok: “Long pasin bilong lo blut tasol i save mekim klostu olgeta samting i kamap klin. Na sapos ol i no kilim wanpela samting i dai na mekim blut bilong en i kapsait, orait God i no save rausim sin bilong ol manmeri.”	The apostle Paul noted: “Nearly all things are cleansed with blood according to the Law, and unless blood is poured out no forgiveness takes place.”	The new disciple then joins us in the harvest work, and we benefit from his assistance.​—John 4:36-38.	858	126	False	1
63	I gat wanpela glas na mi lukim mi yet long en.	There was a pane of glass that reflected my new image.	I started using drugs, engaged in immoral sex, and constantly fought with others.”	202	109	False	1
64	Wanem samting bai pinis?	What will end?	A few years later, Joel had to undergo further surgery.	528	939	False	1
65	Planti husat i bin kisim save long tingting bilong God long laip, ol i no bel hevi long ol i lukautim gut laip bilong pikinini em nau ol i laikim tumas.	Many who have come to understand God’s view of life have no regrets for their decision to preserve the life of the child they now treasure.	THE crowd was totally amazed.	981	569	False	1
66	Ol Rom i mas orait long husat man i mas i dai.	Executions had to be approved by the Romans.	(Nehemiah 10:39) Furthermore, we should not neglect Jehovah’s invitation to worship him inside his “house of prayer.”	68	673	False	1
67	Long dispela taim ol manmeri long Judia i mas ranawe i go long ol maunten, na ol manmeri i stap long Jerusalem i mas lusim dispela hap.”	Then let those in Judea begin fleeing to the mountains, and let those in the midst of her withdraw.”	When you study in advance the material that will be discussed at the Kingdom Hall, the meetings will capture your interest more fully and leave a deeper impression.	198	633	False	1
68	Ol i bilip tru olsem pasin bilong ol man bai senis na ol bai kirap bihainim ol gutpela pasin gen. Olsem wanem?	They fully expect that the pendulum will eventually swing back and that higher moral standards will return.	They Stood Firm in an “Hour of Test”	902	280	False	1
69	Laip Stori	Life Story	(Rom. 1:12) As we associate with fellow worshippers, we can build up one another’s faith, especially when we are with those who have already demonstrated the “tested quality” of their faith.	698	561	False	1
70	Klos i karamapim gut skin, na i stret long wok mi bai mekim long en, na i litimapim gutpela pasin?	Is the garment modest, appropriate, and dignified, or is it tight-fitting, provocative, or sloppy?	But let him that is the greatest among you become as the youngest, and the one acting as chief as the one ministering.”	976	908	False	1
71	(Rom 1:20) Em i olsem wanpela papa husat i gat strong na savetingting, na tu, em i gat pasin laikim na em i save mekim wankain pasin long olgeta kain man.	(Rom. 1:20) He is like a father who is not only strong and wise but also fair and loving, making it easy for his children to have a close personal relationship with him.	Please examine 2 Timothy 3:1-3, and compare it with what you observe in the world today.	439	873	False	1
72	Dispela i stret wantaim tok bilong aposel Pol: “Yumi wan wan i mas tingting tu long ol arapela manmeri bilong God, na painim rot bilong kirapim ol long laikim ol arapela na mekim ol gutpela pasin long ol.	Over 91,400 congregations worldwide meet regularly to study the Bible and encourage one another, doing so in Kingdom Halls, private homes, and other locations.	Lydia opened up her house to Paul and others.	361	996	False	1
