	source_sent	gold_sent	predicted_sent	true_id	predicted_id	correct_pair	cosine_similarity
0	Abri este puerta.	Open this door.	The pigs are not in the pen.	932	776	False	0.0073621273
1	Agregá dos dientes de ajo.	Add two cloves of garlic.	Mary threw some sausages into the frying pan.	868	718	False	0.0040738583
2	Alegre yo si junto yo cuntigo.	When I'm with you, I'm happy.	I have to help.	376	238	False	0.007021904
3	Allergic yo na maíz.	I'm allergic to corn.	He doesn't know that I have a cat.	747	450	False	0.009517431
4	Amó se cosa ya pasá?	Is that what happened?	Do you have money?	287	671	False	0.0073877573
5	Aquí yo ya dejá de mío bag.	I left my bag here.	Tom needs a dry towel.	66	270	False	0.004471302
6	Ay man miss yo cun ustedes todo.	I will miss you all.	I have to help.	256	238	False	0.0062805414
7	Ay tené gayót yo mucho cuidáo.	I will be very careful.	My nape hurts.	515	202	False	0.007729888
8	Ayudá cumigo mové cuneste piedra.	Help me move this stone.	Those flowers have died.	530	748	False	0.0068603754
9	Basta, salé aquí.	Just get out of here.	You will study.	534	308	False	0.0065972805
10	Besá cun Tom.	Kiss Tom.	I don't remember what happened.	299	752	False	0.0053687096
11	Bien manada yo mordedura de lamuk.	I got a lot of mosquito bites.	I have to help.	834	238	False	0.0062539577
12	Bien rico gayot yo.	I am very rich.	I don't remember what happened.	647	752	False	0.0062941313
13	Bien sensitivo yo na calor.	I am very sensitive to heat.	You will study.	476	308	False	0.004788041
14	Borles el mujer.	The woman is naked.	They want to be with you.	77	160	False	0.0049438477
15	¡Buenas tardes!	Good afternoon.	And you, how are you?	184	626	False	0.0048406124
16	Busy yo este día.	I've been busy today.	And you, how are you?	162	626	False	0.0042489767
17	Cerrá el libro.	Close the book.	Are you hungry now?	63	522	False	0.00573349
18	Cerrao el ventana.	The window is closed.	You will study.	466	308	False	0.0062565804
19	Colorao de suyo maga uñas.	Her nails are red.	You will study.	357	308	False	0.0061775446
20	Colorao de tuyo sangre.	Your blood is red.	I don't remember what happened.	935	752	False	0.0073313713
