	source_sent	gold_sent	predicted_sent	true_id	predicted_id	correct_pair	cosine_similarity
0	Septanm 17, 2015 at 11:51 menm	September 17, 2015 at 6:53 am 	September 17, 2015 at 6:53 am 	661	661	True	0.42830336
1	Li te batize nan ane 2003.	In 2003 she was baptized.	Development and Reform Commission of China 	129	346	False	0.24105585
2	Nou ka li Labib regilyèman epi n byen suiv prensip ki ladan l yo lè n jwenn eprèv.	We can read the Bible regularly and carefully apply its principles to the tests we face.	15, 16. (a) What specific instruction did Jesus give, and why was it vital that his followers obey it? (b) On what will our deliverance depend?	823	278	False	0.6476599
3	Yon ajoute-sou ak yon modèl vòl ak modèl nan kalite siperyè konpatib nenpòt vèsyon an FSX. Gen ladan twa tèkstur: Ofisyèl House koulè, NWA Airlink, Amerik West Express. Asire ou li manyèl la apre enstalasyon yo.	An add-on with a flight model and modeling of high quality compatible any version of FSX. Includes three textures: Official House Colors, NWA Airlink, America West Express. Be sure to read the manual after installation. 	An add-on with a flight model and modeling of high quality compatible any version of FSX. Includes three textures: Official House Colors, NWA Airlink, America West Express. Be sure to read the manual after installation. 	394	394	True	0.34660268
4	Bay twa konsèy nou jwenn nan Women 12:12 la.	What three admonitions are given at Romans 12:12?	6/9973 - Konnaosi 	994	312	False	0.6437049
5	OSCE	OSCE 	OSCE 	318	318	True	0.0
6	paj dakèy > Pwodwi > Silo en > Brassage endistri Silo	Home > Products > Steel Silo > Brewing Industry Silo 	Adress: 8-40, West Zone Of (Phase 1) High-End Fastener Production And Supporting Projects, North Of Yonghe Line, West Of Zhonghua Street, Handan, Hebei, China (Mainland) 	46	80	False	0.77326703
7	Pawòl Viewer	Word Viewer 	Word Viewer 	217	217	True	0.45529318
8	Angle	English 	Opera 	353	677	False	0.27086985
9	Nou (136)	New (149) 	New (120) 	867	617	False	0.37104642
10	[Kare/Foto nan paj 14]	[Box/Pictures on page 16]	[Box/Pictures on page 16]	168	168	True	0.3156637
11	Ki rekonpans n ap jwenn lefètke n gen imilite?	What are the rewards for being humble?	First, note that this animal does not leave itself vulnerable to attack.	701	865	False	0.70251715
12	Ki sa petèt ki te lakòz lanmou kèk kretyen vin rafredi?	What may have caused the love of some Christians to grow cold?	15, 16. (a) What specific instruction did Jesus give, and why was it vital that his followers obey it? (b) On what will our deliverance depend?	729	278	False	0.65792525
13	Gen lòt tèks toujou nan Ekriti grèk yo ki montre se Jezi ki Wen Bondye yo pale nan dezyèm sòm nan.	Other texts of the Christian Greek Scriptures also show that Jesus is God’s Anointed One referred to in the second psalm.	Other texts of the Christian Greek Scriptures also show that Jesus is God’s Anointed One referred to in the second psalm.	822	822	True	0.5184089
14	MINIGRUE ANT.	MINI-CRANE ANT SO SMALL, 	Sonia Rios 42 	964	975	False	0.14747071
15	demann PVC mache etaj	PVC Floor Tile 	428 gen ladan contain 	330	427	False	0.31980968
16	Tren Sitwayen blese te di moman sa yo	Train Wounded Citizens Told That Moments 	Train Wounded Citizens Told That Moments 	164	164	True	0.6333685
17	Enskri yo kreye yon kat biznis vityèl pou biznis ou.Sa ap pran sèlman 3 minit !	Register to create a virtual business card for your business.It takes only 3 minutes ! 	Register to create a virtual business card for your business.It takes only 3 minutes ! 	87	87	True	0.56642175
18	Sèvi Bondye se medikaman l! 15/11	‘This Is to Be a Memorial for You,’ 12/15	Aliminyòm aliminyòm dra/Hydrophilic / 	957	193	False	0.54281545
19	"< start=""1021.4"" dur=""2.69""> Pwoblèm yo se objektif. >"	"< start=""1021.4"" dur=""2.69"">Problems are purposeful.> "	"< start=""1021.4"" dur=""2.69"">Problems are purposeful.> "	915	915	True	0.2495346
20	Nou (134)	New (77) 	New (157) 	884	143	False	0.062470436
21	Ki jan mwen pa wè opsyon pou yo chwazi koulè mwen vle?	How come I don't see the option to choose color I want? 	How come I don't see the option to choose color I want? 	313	313	True	0.43195248
22	(Tra. 1:8.) Li te pwomèt yo li t ap avèk yo nan travay enpòtan sa a rive jis nan epòk nou an. — Mat. 28:19, 20.	(Acts 1:8) He promised them that he would personally be involved in this vital work right down to our day.​—Matt. 28:19, 20.	(Acts 1:8) He promised them that he would personally be involved in this vital work right down to our day.​—Matt. 28:19, 20.	908	908	True	0.26439488
23	SDI Videyo Encoder Konpayi fabrikasyon, Founisè ak faktori - Wholesale SDI Videyo Encoder - Shenzhen Mine Teknoloji co, Ltd	SDI Video Encoder Manufacturers, Suppliers and Factory - Wholesale SDI Video Encoder - Shenzhen Mine Technology Co.,Ltd 	SDI Video Encoder Manufacturers, Suppliers and Factory - Wholesale SDI Video Encoder - Shenzhen Mine Technology Co.,Ltd 	343	343	True	0.26572847
24	Self Insufte Inserts bay fil pèmanan ki reziste nan yon pakèt domèn materyèl, ki soti nan difisil tiyo, segondè asye fòs nan plastik frajil. Pa tape fil pwòp li yo, tèt tape insert elimine bezwen an pou twou pre-tapped. Karakteristik: 1. Self tapping 2. pa gen...	Self Tapping Inserts provide permanent wear-resistant threads in a wide range of materials, from tough to tap, high strength steels to brittle plastics. By tapping its own thread, Self tapping insert eliminates the need for pre-tapped holes. Features: 1. Self tapping 2. no pre-tapping required... 	Self Tapping Inserts provide permanent wear-resistant threads in a wide range of materials, from tough to tap, high strength steels to brittle plastics. By tapping its own thread, Self tapping insert eliminates the need for pre-tapped holes. Features: 1. Self tapping 2. no pre-tapping required... 	49	49	True	0.33733177
25	Maksimòm pwa netwaye Kg 500 600 800 1000 2000 3000 5000 10000	Ventilation capacity m3/h 5000 5000 5000 5000 9000 11000 1400 16000 	Ventilation capacity m3/h 5000 5000 5000 5000 9000 11000 1400 16000 	551	551	True	0.503319
26	Labib pale de espri ki fidèl anvè Bondye yo e li pale de sa ki te rebele kont li yo.	The Bible speaks of spirits loyal to God and of those who have rebelled against him.	(Acts 1:8) He promised them that he would personally be involved in this vital work right down to our day.​—Matt. 28:19, 20.	482	908	False	0.6811936
27	MOYIZ te konnen ki sa l te ka jwenn nan peyi Ejip.	MOSES knew what Egypt had to offer.	How was Abishai loyal to David?	368	89	False	0.5292456
28	Apre pwosè par an, li kapab fè nan anpil fòm sa tèlke boul bar ak espesyal pou kontribye pou fòme peyi. H-B-90 ki itilize lajman nan aktivite sitwon anwo nan syèl la sant atalizè jaden.	After the molding process, it can be made into many shapes such as bar, ball and Special-shaped. H-B-90 is widely used in high acid activity center catalyst field. 	CXMET pure tungsten rod with purity 99.95%,it can endure 2300degree temperature,and in another field,it can called tungsten electrode,include pure tungsten electrode, thoriated tungsten for tig welding . 	66	918	False	0.45631862
29	Plis nan Legal	More in Legal 	e NASCO 	742	206	False	0.39218795
30	Glass Kouvèti	Scots Gaelic 	Sonia Rios 42 	36	975	False	0.2551353
31	1. Pou konvèti yon (. DOC, .DOCX) Pawòl, trennen ak gout oswa klike sou zòn téléchargement nou yo Upload dosye a	1. To convert a (.DOC, .DOCX) Word, drag and drop or click our upload area to upload the file 	1. To convert a (.DOC, .DOCX) Word, drag and drop or click our upload area to upload the file 	93	93	True	0.4356606
32	UHF 53	UHF 53 	UHF 53 	345	345	True	4.7683716e-07
33	Onore - Zibo Boshan genyen ki genyen pwodwi chimik yo co, Ltd	Honor - Zibo Boshan Win-win Chemicals Co., Ltd 	Honor - Zibo Boshan Win-win Chemicals Co., Ltd 	537	537	True	0.3619101
34	Fòs – 95.03%	Thinking – 91.07% 	Thinking – 91.07% 	461	461	True	0.39233363
35	Holmbygden.se sou 26 Avril, 2012 nan 14:35 di:	Holmbygden.se on 26 April, 2012 at 14:35 said: 	Holmbygden.se on 26 April, 2012 at 14:35 said: 	273	273	True	0.31154633
