source_sent	target_sent	target_id	gold_sent	gold_id
Tom überkam plötzlich ein Hungergefühl. 	Life here is very expensive. 	516	Tom suddenly felt hungry. 	572
Ich habe diesen Film schon viele Male gesehen. 	The future is not looking bright from the perspective of many people under 30. 	876	I've already seen this movie many times. 	552
Ich habe erst gestern Abend erfahren, dass Tom der Urheber ist. 	Tom was able to catch the ball with one hand. 	160	I didn't find out that Tom was the one who did that until last night. 	601
Tom hat einen Welpen mit in die Schule gebracht. 	I really liked reading this book. 	820	Tom brought a puppy to school. 	282
Wo sind die Bücher, die ich brauche? 	Coffee and chocolate go together well. 	246	Where are the books I need? 	786
Es gibt kein schlechtes Wetter. Es gibt nur schlechte Kleidung. 	They're adults. 	696	There is no such thing as bad weather, only the wrong clothes. 	372
Tom sucht einen Bleistift. 	How can I become smarter? 	194	Tom is looking for a pencil. 	996
Kennst du „Heidi“? 	Tom played video games instead of studying. 	897	Do you know about "Heidi, Girl of the Alps"? 	437
Mein Mann hat gesagt, er sei gleich zurück. Das ist schon zwei Jahre her. 	Tom isn't from the South. He's from the North. 	106	My husband said he would come back soon. It's been two years. 	543
Bis morgen kann ich damit nicht fertig werden. 	"You're friends with Tom, aren't you?" "Yeah." "What's he like?" 	73	I won't be able to finish the work by tomorrow. 	709
Du akzeptierst mich, wie ich bin. 	The odds of this team winning are close to zero. 	719	You accept me for who I am. 	872
Zitronen sind gewöhnlich sauer. 	Tom wanted to talk with me. 	471	Lemons are usually sour. 	122
Ist das eine vertrauenswürdige Quelle? 	Many people don't know how to swim. 	921	Is that a trustworthy source? 	280
Einige von uns wissen nicht, was sie tun sollen. 	Stop comparing Tom with Mary. 	98	A number of us don't know what to do. 	487
Es gereut uns nie, zu wenig gegessen zu haben. 	I showed my masterpiece to Tom. 	92	We never repent having eaten too little. 	46
Tom geht jeden Morgen dorthin. 	Why did you not have breakfast? 	399	Tom goes there every morning. 	360
Wir haben dort niemanden gesehen. 	Even though Tom was innocent, after hours of interrogation, he confessed. 	156	We didn't see anybody there. 	577
Haben Tom und Maria jemanden gefunden, der auf Johannes aufpassen kann? 	We're trying to do the best we can to save as many turtles as possible. 	546	Did Tom and Mary find a sitter for John? 	119
Es ist jemand in deinem Zimmer. 	Can I really risk it? 	174	There's somebody in your room. 	324
Ich hasse Alpträume. 	Would it be OK if I stayed behind? 	165	I hate nightmares. 	251
Es erinnerte sich niemand, wo wir unseren Wagen geparkt hatten. 	Try to calm down first. 	278	No one remembered where we'd parked our car. 	434
Ihr könntet es im Laden gegenüber versuchen. Vielleicht hat man dort, wonach ihr sucht. 	He also appeared in a Star Trek episode as a Klingon. 	58	You could try the store across the street. They may have what you're looking for. 	163
Es ist ein Wunder, dass sie nach diesem Sturz noch lebt. 	Tom was sleeping when I looked into his room. 	220	It's a miracle she's still alive after that fall. 	333
Tom war noch am Leben. 	Excuse me, do you speak Portuguese? 	354	Tom was still alive. 	819
Tom kann das auch nicht. 	You saved me. 	842	Tom can't do it either. 	176
