source_sent	target_sent	target_id	gold_sent	gold_id
Tom ist gut darin, Ratschläge zu erteilen. 	I met Tom when we were both university students. 	480	Tom is good at giving advice. 	216
Tom war überrascht, dass Maria das unterlassen hatte. 	Tom is an ear, nose and throat specialist. 	296	Tom was surprised that Mary hadn't done that. 	991
Die kann man nicht in einem Geschäft kaufen. 	You were one of my best students. 	136	You can't buy these in a store. 	487
Die Sonde ist mit einem Mikrophon ausgestattet. 	Tom was the first person the police arrested. 	522	The probe is equipped with a microphone. 	856
Du akzeptierst mich, wie ich bin. 	There's someone in your room. 	422	You accept me for who I am. 	511
Sie haben den Punkt am Ende des Satzes vergessen. 	Chose eight people from those groups. 	604	You forgot the period at the end of the sentence. 	261
Er plant, für zwei Wochen hierzubleiben. 	"You've got so much in common." "Like what?" "Well, for starters, you're both single." 	797	He is planning to stay here for two weeks. 	347
Wer hat ihr meine Adresse gegeben? 	It's a very strange letter. 	376	Who gave her my address? 	597
Wir haben dort niemanden gesehen. 	Bats scare me. 	239	We didn't see anybody there. 	614
Ich habe eine kalte Nase. 	Just because no one's complaining doesn't mean the customers are happy. 	21	My nose is cold. 	619
Tom isst ständig. 	No one remembered where Tom lived. 	393	Tom is eating all the time. 	405
„Warum hast du so weit weg geparkt?“ – „Einen näheren Parkplatz gab es nicht.“ 	Tom spent the day working. 	849	"Why did you park so far away?" "There wasn't anywhere closer to park." 	950
Tom und Maria scheinen sich guter Gesundheit zu erfreuen. 	He is drowning. 	460	Tom and Mary seem to be in good health. 	746
Es ist ein Wunder, dass sie nach diesem Sturz noch lebt. 	If I'd noticed, I would've told you. 	996	It's a miracle she's still alive after that fall. 	200
Als Tom am Laden ankam, war schon geschlossen. 	Please come back in half an hour to pick it up. 	610	By the time Tom got to the store, it was already closed. 	286
Maria hat zwei schöne rote Wangen. 	Are you guys busy now, Tom? 	471	Mary has two beautiful red cheeks. 	45
Es lösche bitte jemand diesen Satz. 	Do you know where I am? 	644	Someone please delete this sentence. 	97
Das bedeutet nicht, dass das je passieren wird. 	Can you suggest a solution? 	629	That doesn't mean it'll ever happen. 	124
Du hast den Motor absaufen lassen. 	We live in the city. 	510	You've flooded the engine. 	73
Tom hat es tatsächlich geschafft, über den Fluss zu schwimmen. 	Freedom is always the freedom of dissenters. 	741	Tom was actually able to swim across the river. 	486
Ist die Farbe weiß oder grau? 	What are the children afraid of? 	180	Is the color white or grey? 	907
Nur weil sich niemand beschwert, kann man noch lange nicht schlussfolgern, dass die Kunden zufrieden sind. 	Tom hates how short his breaks are. 	418	Just because no one's complaining doesn't mean the customers are happy. 	9
Tom hat es alleine gemacht. 	Did Tom spend a lot of money? 	321	Tom did it alone. 	232
Drück dich genauer aus! 	I keep forgetting Tom's last name. 	234	Be more specific. 	454
Hast du in Erfahrung bringen können, warum Tom das machen musste? 	Did you know that Tom and John were brothers? 	235	Did you find out why Tom had to do that? 	411
Eine einfache Fahrt nach Newcastle bitte. 	There are a lot of ducks in the park. 	212	A single to Newcastle, please. 	328
Tom reitet schon sein ganzes Leben lang. 	We're going to Germany. 	859	Tom has been riding horses all his life. 	845
Der Tod ist das Ende des Lebens. 	It isn't a sin to love somebody. 	787	Death is the end of life. 	262
Ich wohne in der Nähe eines Golfplatzes. 	It's a great honor for me to have been elected chairman. 	335	I live close to a golf course. 	632
Das war die einzige Frage, die ich hatte. 	Tom is very scared of mice. 	695	That was the only question I had. 	666
Da erkannte ich, dass ich Hilfe brauchte. 	The sentence is correct. 	198	That's when I realized I needed help. 	295
Er war ein ganz Harter. 	Turn the volume down. 	896	He was a tough guy. 	889
Ist die nächste Haltestelle „Camden Town“? 	Do you have relatives abroad? 	145	Is the next stop "Camden Town"? 	278
Tom lächelt manchmal, aber nicht sehr oft. 	All of us like you very much. 	842	Tom smiles sometimes, but not very often. 	982
Welches Land möchten Sie am liebsten besuchen? 	We'll leave first thing in the morning. 	826	What country do you most want to visit? 	909
Das sind Bärenspuren. 	Can Tom stay at your place until he gets back on his feet? 	958	These are bear tracks. 	783
Tom hat seinen Wagen noch nicht verkauft. 	Have you ever visited France? 	938	Tom hasn't sold his car yet. 	567
Lasst eure Waffen hier! 	It's a sad story that I knew you'd enjoy hearing. 	631	Leave your weapons here. 	101
Einen Plan B gibt es noch nicht. 	It doesn't matter who started it or why. 	933	There is no plan B yet. 	718
Beide Antworten sind korrekt. 	Was it Tom that told you I'd come? 	111	Both answers are correct. 	708
Wir müssen Tom gründlich instruieren. 	Would you say you're talkative? 	595	We need to make sure Tom knows how to do that. 	111
Tom hat mir einen neuen Füller geschenkt. 	The pandemic has proven that a health crisis is not just a health crisis, it’s a social, economic, political and humanitarian crisis. 	590	Tom gave me a new fountain pen. 	89
Klingt mein Französisch komisch? 	We have to do better than this. 	272	Does my French sound weird? 	173
Ich bin natürlich besorgt. 	Tom cried like a little kid. 	690	Of course, I'm concerned. 	768
Die Leute wissen, worüber sie reden. 	There was a big snowball fight. 	193	The people know what you are talking about. 	139
Die brauche ich wohl nicht mehr. 	Mary has two beautiful red cheeks. 	15	I guess I don't need these anymore. 	820
Ich liebe kleine Kätzchen. 	Tom wants to learn Serbian. 	981	I love kitties. 	339
Ich will keinen Apfelsaft mehr trinken. 	Man, you're trash at this game. 	680	I don't want to drink any more apple juice. 	310
Dank des Internets leben wir in einer Zeit des Aufschiebens. 	Just do what you want to do. 	613	Thanks to the internet, we're living in the era of procrastination. 	319
Sie trinkt jeden Tag eine Flasche Wein. 	I work near Central Park. 	446	She drinks a bottle of wine every day. 	938
Er trat auch in einer Star-Trek-Folge als Klingone auf. 	If I can avoid it, I don't work on weekends. 	455	He also appeared in a Star Trek episode as a Klingon. 	865
Es ist unbedingt nötig, dass du an der Konferenz teilnimmst. 	Tom ran to class with his laptop under one arm and his French textbook in the other. 	410	It's absolutely necessary that you be at the meeting. 	658
Jemand hat mein Bier getrunken. 	“In my view, young people who don’t care about climate change are not paying attention,” he wrote. 	825	Someone has drunk my beer. 	462
Streitest du dich oft mit Tom? 	We don't have time to play. 	768	Do you and Tom argue often? 	375
Harrison war damals der älteste Mann, den man je zum Präsidenten gewählt hatte. 	You should've told us that before Tom left. 	708	Harrison was the oldest man ever elected president at the time. 	882
Wer hat dich gebissen? 	This is a map of the city of Boston. 	742	Who bit you? 	858
Die Pizza war teuer. 	It's bad to steal. 	632	The pizza was expensive. 	344
Wer hat sonst noch einen Schlüssel? 	Tom is straight. 	531	Who else has a key? 	676
Wir haben sogar Farbfernsehen. 	Tom's birthday is exactly three months after mine. 	109	We've even got colour television. 	578
Der Mond. Er ist um 23 Uhr aufgegangen. 	Not everybody knows what to do. 	472	That is a present from my sister-in-law. 	662
Tom ist hier als einziger stärker als ich. 	Tom and Mary are outside building a snowman. 	593	Tom is the only one here who's stronger than I am. 	371
Ihre Tochter ist vor sieben Jahren verschwunden. 	There are many Brazilians in Argentina. 	552	Her daughter disappeared seven years ago. 	251
Bei der Amtseinführung von Joe Biden hat Lady Gaga die Nationalhymne gesungen. 	From now on, I'm going to speak in Spanish. 	263	Lady Gaga sang the national anthem at Joe Biden's inauguration. 	797
Sie haben den Dieb gefasst. 	If I'd noticed the problem, I would've told you. 	563	You've caught the thief. 	812
Tom erzählte einige Witze, die mich zum Lachen brachten. 	Yesterday I started a new book. 	817	Tom told a few jokes that made me laugh. 	93
Mary Hansen war eine australische Musikerin und ein Mitglied der Gruppe Stereolab. 	It wasn't a very exciting game. 	726	Mary Hansen was an Australian musician and a member of the group Stereolab. 	589
Ich habe dieses Buch in der Universitätsbuchhandlung gekauft. 	I'm a private language teacher. 	646	I bought this book at the university bookstore. 	496
Die Tochter ist vor sieben Jahren verschwunden. 	Tom could probably help us with this. 	869	Her daughter disappeared seven years ago. 	673
Elefanten sind starke Tiere. 	Tom called me at three in the morning. 	238	Elephants are strong animals. 	756
Die Züge fahren nachts seltener. 	Even though Tom was innocent, after hours of interrogation, he confessed. 	149	The trains run less often at night. 	945
Obwohl Biden ab und zu die Übersicht verliert, was in seinem Alter normal ist, wird seine Regierung eine stabile sein, denn er wird Experten um sich scharen und auf deren Rat hören. 	Can you suggest a solution? 	220	Even though Biden does lose track of things every now and then, which is normal for his age, his administration will be stable because he'll surround himself with experts, and listen to their advice. 	377
Es entsteht gerade eine Filmbiographie über Tom. 	Which one of you is Tom's father? 	537	They're making a biopic about Tom. 	248
Mathe wurde geschaffen, um Kinder zu quälen. 	I ran into Tom this morning at the bus stop. 	712	Math was created to torture children. 	535
Die Mutter meiner Mutter ist meine Großmutter mütterlicherseits. 	You've flooded the engine. 	18	My mother's mother is my maternal grandmother. 	83
Tom hat von seinem Vater einen Roller geschenkt bekommen. 	Most people find this boring. 	276	Tom's father gave him a scooter. 	179
Maria trug einen blauen Rock. 	The eggplant was great. 	856	Mary was wearing a blue skirt. 	912
Ich will mich schon die ganze Zeit bei dir bedanken. 	Who's Peter? 	200	I've been wanting to thank you. 	897
Tom spendete seinen Gewinn für wohltätige Zwecke. 	Why did you give him my address? 	285	Tom donated his winnings to charity. 	209
Ich möchte ein reicher Mensch werden. 	Did you forget to send my letter? 	714	I want to become a rich person. 	393
An deiner Stelle würde ich neue Autoreifen kaufen. 	The key isn't working. 	373	I'd buy new tires for your car if I were you. 	966
Die Bäume blühen, und die Blumen blühen auch. 	He was really polite. 	875	The trees are blooming and the flowers are blooming as well. 	786
Noch weiter weg hättest du wohl nicht parken können! 	How can I convince Tom to spend more time with me? 	443	I don't think you could've parked any further away! 	502
Jetzt geht der Spaß los. 	Their daughter disappeared seven years ago. 	473	Now the fun begins. 	517
Warst du schon einmal in jenem Restaurant? 	My mother's mother is my maternal grandmother. 	73	Have you ever been to that restaurant? 	840
Tom konnte Maria davon abhalten. 	The baby arrived early. 	179	Tom was able to keep Mary from doing that. 	437
Das Tal war lang und steil. 	When you have coin in bag, the false friends come in hordes. 	251	The valley was long and steep. 	457
Meine Sekretärin versteht recht gut Französisch. 	Tom was willing to do what we wanted him to do. 	892	My secretary understands French quite well. 	505
Tom hielt sich aus dem Streit heraus. 	Tom spent a lot of money fixing his tractor. 	178	Tom stayed out of the argument. 	806
Hör auf, Tom mit Maria zu vergleichen! 	Who invented the typewriter? 	286	Stop comparing Tom with Mary. 	91
Ich bin heute Morgen im Supermarkt Tom begegnet. 	Tom gave me a new fountain pen. 	41	I ran into Tom this morning at the supermarket. 	854
Mit zu viel Sauce ist Salat nicht mehr gesund. 	I was born on February 13, 1987. 	294	If you pour a lot of dressing on your salad, it cancels out some of the healthiness of the salad itself. 	959
Ich habe schon Frühstück vorbereitet. 	Stop comparing Tom with Mary. 	88	I've already prepared breakfast. 	684
Lass mich dich noch einmal küssen! 	Doing that won't be hard for us. 	945	Let me kiss you again. 	634
Du bist auch kein Heiliger. 	Tom told a few jokes that made me laugh. 	64	You're no saint, either. 	830
Tom schickte das Bild Maria, die es wiederum Elke schickte. 	Don't let go of the rope until I tell you that it's OK to do so. 	799	Tom sent the picture to Mary, who in turn sent it to Alice. 	109
Ich hoffe, Tom wird wieder ganz gesund. 	I agree with Taro and Ayumi's proposal. 	840	I hope Tom makes a full recovery. 	895
Kannst du mir meine Gitarre stimmen? 	We're fast learners. 	782	Can you tune my guitar for me? 	438
Weder Tom noch Maria gehen ans Telefon. 	Someone please delete this sentence. 	16	Neither Tom nor Mary are answering their phones. 	475
Maria hat drei Exgatten. 	You'll like Boston. 	464	Mary has three ex-husbands. 	866
Toms Verhalten war sonderbar. 	I wonder why Tom is afraid to leave his house. 	572	Tom's behavior was peculiar. 	846
Rind ist gewöhnlich teurer als Schwein. 	Does Tom think that dogs are smarter than cats? 	128	Beef is usually more expensive than pork. 	694
Der Aufzug ist zwischen den Stockwerken stecken geblieben. 	Leave your weapons here. 	37	The elevator is stuck between floors. 	366
Ratschläge erteilen kann Tom. 	I have greeted the guests. 	112	Tom is good at giving advice. 	733
Tom spielte im Bühnenstück den Pflaumenbaum. 	That one isn't for sale. 	966	Tom played the plum tree in the stage-play. 	924
Das sind sehr gierige Menschen. 	He's writing a new novel. 	365	They are very greedy people. 	598
Ich bin mit einer Rakete ins All geflogen. 	The party was fun until Tom arrived. 	689	I went to space on a rocket. 	392
Steh morgen früh auf! 	Tom knows he can do it. 	195	Get up early tomorrow. 	972
Tom stand lange vor dem Restaurant, ehe er eintrat. 	You need to stay calm. 	546	Tom stood outside the restaurant for a long time before entering. 	904
Kannst du rüberkommen? 	The girl became a woman and the woman became a man. 	119	Can you come over here? 	732
Tom hat genau drei Monate nach mir Geburtstag. 	Tom sent the picture to Mary, who in turn sent it to Alice. 	94	Tom's birthday is exactly three months after mine. 	58
Seid damit zufrieden! 	Skura has a maid. 	549	Be content with that. 	941
War es Tom, der dir sagte, ich käme? 	We need to make sure Tom knows how to do that. 	40	Was it Tom that told you I'd come? 	39
Ich habe die Gäste begrüßt. 	The world is full of people who preach water and drink wine. 	461	I have greeted the guests. 	102
Tom flehte mich an, es zu tun. 	No matter how many times I see this, it still makes me laugh. 	370	Tom begged me to do it. 	236
Yanni stimmte zu. 	Tom's heart was ripped out. 	349	Yanni agreed. 	432
Ich habe Heißhunger auf Kekse. 	It was cold this morning when I left the house. 	132	I really want some biscuits. 	740
Ich gurgele dreimal am Tag. 	Where are my red stockings? 	685	I gargle three times a day. 	433
Tom hat mich entgegen seinem Versprechen nicht zum Mittagessen eingeladen. 	Sit down and watch TV. 	977	Tom didn't buy me lunch like he said he would. 	237
Dank Tatoeba habe ich Kenntnisse in vielen Sprachen. 	Tom is under observation now. 	465	I know many languages thanks to Tatoeba. 	838
Das Mädchen wurde zur Frau und die Frau zum Manne. 	His daughter disappeared seven years ago. 	236	The girl became a woman and the woman became a man. 	108
Ich habe keine Ahnung, wie ich dir helfen kann. 	How self-centric do you have to be to do something like that? 	960	I have no idea how to help you. 	538
Meine Unterschrift wurde gefälscht. 	Tom finally managed to get rid of Mary. 	259	My signature was forged. 	193
Steht morgen früh auf! 	I've been called worse things by better people. 	435	Get up early tomorrow. 	531
Es ist kein Saft mehr da. 	Tom is doing that just to buy time. 	124	There's no more juice. 	775
Tom will damit nur Zeit schinden. 	That doesn't mean it'll ever happen. 	17	Tom is doing that just to buy time. 	123
Die Typen dort drüben verkaufen Schuhe. 	Did you remember to send my letter? 	274	Those guys over there sell shoes. 	253
Tom drehte sich um, denn er wollte sehen, wer den Stein nach ihm geworfen hatte. 	Mary came out of the shower with a towel wrapped around her head. 	743	Tom looked around to see who had thrown the rock at him. 	649
Wir brauchen mehr Bier. 	Tom is sort of a shy guy. 	903	We need more beer. 	469
Hält Tom Hunde für klüger als Katzen? 	Tom is going to have surgery. 	182	Does Tom think that dogs are smarter than cats? 	100
Nicht jeder weiß, was er tun soll. 	Pedestrians may not walk through the city center during the holidays. 	366	Not everyone knows what to do. 	769
Tom hörte nicht auf Marias Anweisungen. 	Could someone let the dog out? 	431	Tom didn't listen to Mary's instructions. 	994
Tom belohnte Maria mit einem Kuss. 	Who spoke with Tom? 	398	Tom rewarded Mary with a kiss. 	553
Es war kalt, als ich heute Morgen das Haus verließ. 	Vuyiswa gave birth to three children. 	970	It was cold this morning when I left the house. 	115
Er musste die Stadt verlassen und nach Berlin ziehen. 	Working on weekends is something that I try to avoid doing. 	910	He had to leave the city and move to Berlin. 	277
Wann rechnest du damit, dass Tom zurückkommt? 	The Technische Universität has many different disciplines and research areas. 	331	When do you expect Tom to return? 	363
Schmeckt dir die Suppe? 	Just leave the package on the porch. 	341	Do you like how the soup tastes? 	617
Du warst einer meiner besten Schüler. 	What Tom said is nothing new. 	555	You were one of my best students. 	2
Kannst du einen Schlips binden? 	I knew in advance what Tom was going to say. 	764	Can you tie a tie? 	692
Im Laufe eines Tages kann viel passieren. 	We'll announce our decision tomorrow. 	278	A lot can happen in a day. 	669
Tom war einer meiner besten Schüler. 	The people know what you are talking about. 	44	Tom was one of my best students. 	302
Tom muss seine Sachen wegräumen. 	I hope next time you'll be more careful. 	765	Tom needs to put his things away. 	525
Tom wartete bei sich zu Hause. 	I didn't go because I was sick. 	208	Tom was waiting in his house. 	144
Der Regen hat weggewaschen, was wir mit Kreide geschrieben haben. 	"Where are you?" "I’m here." 	775	The rain has washed away what we had written in chalk. 	218
Mir ist die Angelegenheit hinlänglich bekannt. 	My brother suffered so much from the other kids calling him a "Prussian" 	919	I know the matter well enough. 	575
Tom war der einzige, der wusste, wo Maria wohnte. 	Tom was waiting in his house. 	141	Tom was the only one who knew where Mary lived. 	969
Hast du Verwandte im Ausland? 	Go get the dog some food. 	284	Do you have relatives abroad? 	32
Du solltest dich bei Tom bedanken, wenn du ihn das nächstemal siehst. 	You're one of the few people who know where Tom is. 	330	You should thank Tom the next time you see him. 	520
Das wird uns nicht schwerfallen. 	My grandmother has white hair. 	348	Doing that won't be difficult for us. 	714
Das Pferd kann sprechen. 	He's already almost 40. 	976	That horse can talk. 	452
Obwohl er unschuldig war, gestand Tom nach einem stundenlangen Verhör. 	The only thing that socialists understand about money is that they want to take it from others. 	909	Even though Tom was innocent, after hours of interrogation, he confessed. 	69
Tom belästigt mich unentwegt. 	Tom pretended that he knew what was going on. 	851	Tom keeps bothering me. 	776
Ich empfehle dir, mit dem Bus zu fahren. 	There's enough space for everybody. 	155	I recommend you go by bus. 	761
Im Café gleich nebenan ist der Kaffee halb so teuer. 	Tom isn't sure what he's doing. 	161	The coffee in the café next door costs half as much. 	453
Lass deine Waffen hier! 	Nobody could be even more stupid than me. 	188	Leave your weapons here. 	738
Man lebt hier permanent mit dem Gefühl, dass jederzeit etwas passieren kann. 	I don't like her either. 	648	You live here with a constant perception that something may happen at any time. 	811
Der Platz reicht für alle. 	Many people don't know how to swim. 	917	There's enough space for everybody. 	151
Wir alle mögen dich sehr. 	Our school principal is a Canadian. 	558	All of us like you very much. 	458
Es wäre mit unangenehm, Tom darum zu bitten. 	I don't like Tom's new hat. 	403	I'd feel uncomfortable asking Tom to do that. 	859
Der Soldat war jung. 	Does Tom know you? 	734	The soldier was young. 	211
Ich unterrichte Kinder bis zu fünf Jahren. 	Tom put on somebody else's coat. 	874	I teach children up to five years old. 	464
Tom war bestimmt nur müde. 	Those were the longest three days of my life. 	165	Tom was probably just tired. 	883
Tom ist sich nicht sicher, was er tut. 	This juice is sour. 	850	Tom isn't sure what he's doing. 	152
Tom fragte, ob er noch ein Glas Wein bekommen könne. 	Mary isn't unattractive. 	835	Tom asked if he could have another glass of wine. 	674
Seid ihr jetzt beschäftigt, Tom? 	What did you lose? 	694	Are you all busy now, Tom? 	210
Tom hat viele Cousins und Cousinen. 	Tom believes in vampires. 	986	Tom has a lot of cousins. 	899
Das waren die längsten drei Tage meines Lebens. 	Tom drinks almost every day. 	816	Those were the longest three days of my life. 	160
Tom konnte es Maria ausreden. 	The file is too big to download. 	630	Tom was able to talk Mary out of doing that. 	914
Das erstemal habe ich diesen Film vor Jahren in einem Autokino gesehen. 	My house is on the riverbank. 	458	The first time I saw this movie was years ago at a drive-in movie theater. 	636
Tom hat meinen Namen falsch ausgesprochen. 	Who turned off the air conditioner? 	589	Tom pronounced my name incorrectly. 	886
Tom hat alles falsch gemacht. 	What is actually culture? 	308	Tom did everything wrong. 	350
Geh, bevor ich es mir anders überlege! 	Has Tom completed his degree? 	599	Go, before I change my mind. 	933
Tom ist nicht damit einverstanden, wie die Gesellschaft Menschen zu einem bestimmten Verhaltensmuster zwingt und das Andersartige ablehnt. 	I only work on weekends if absolutely necessary. 	783	Tom doesn't agree with how society forces people to act a certain way and rejects those who are different. 	962
Wenn du es darauf anlegtest, könntest du Beachtliches leisten. 	It's been three years since I've driven a car. 	649	You could accomplish some amazing things if you put your mind to it. 	446
Warum machst du dir Sorgen um mich? 	Does my French sound weird? 	42	Why are you worried about me? 	272
Hast du alles verstanden, was Tom gesagt hat? 	Tom helped the old lady onto the bus. 	427	Did you understand everything that Tom said? 	901
Die Geschichte Indiens ist lang. 	Tom is good with young children. 	978	The history of India is long. 	442
Früher war hier eine Tankstelle. 	Did you find your parents? 	895	There used to be a gas station here. 	717
Warum packst du so viel ein? Es ist doch nur eine Reise von drei Tagen. 	People in those olden times had convictions; we moderns only have opinions, and it takes more than a mere opinion to erect a Gothic cathedral. 	277	Why are you packing so much stuff? It's only a 3-day trip. 	773
Es hat Tom viel Geld gekostet, diesen Traktor reparieren zu lassen. 	I really like to travel. 	217	Tom spent a lot of money fixing his tractor. 	87
Das Kind kam verfrüht zur Welt. 	Tom's father gave him a scooter. 	74	The baby arrived early. 	84
Wovor fürchten sich die Kinder? 	That won't be hard for us. 	674	What are the children afraid of? 	20
Ich bin bloß hier, um zu helfen. 	Can Tom stay with you while he recovers from his injury? 	988	I'm just here to help. 	993
Tom soll operiert werden. 	Tom's fursona is a fox named Neon. 	729	Tom is going to have surgery. 	128
Wer stand Pate für das Rennen? 	Last night I dreamt of sex. 	681	Who sponsored the race? 	440
Harrison war damals der älteste je zum Präsidenten Gewählte. 	"Tom, would you help me?" "Me? Are you out of your mind? Of course not." 	588	Harrison was the oldest man ever elected president at the time. 	518
Bring Teller aus der Küche mit! 	You need to find her. 	836	Bring some plates from the kitchen. 	557
Sie sind auch kein Heiliger. 	Tom forgot to say thank you. 	785	You're no saint, either. 	981
Wir müssen uns überlegen, wie wir alle diese Rechnungen bezahlen. 	Biotech and Moderna have a lead in the Corona or Covid vaccination. 	918	We need to figure out a way to pay all these bills. 	551
Noch viel blöder als ich kann man wohl nicht sein. 	We're trying to do the best we can to save as many turtles as possible. 	521	Nobody could be even more stupid than me. 	153
Wenn wir Toms Vorschlag befolgt hätten, wären wir jetzt wohl tot. 	The wind is very strong. 	354	If we'd done what Tom suggested, we'd probably be dead now. 	826
Tom wartet in Boston auf Maria. 	Tom is working on his speech. 	201	Tom is waiting for Mary in Boston. 	309
Als der Kassierer sich abwandte, um einige Tasten zu drücken, erinnerte sich Tom, wie er in dieses Schlamassel hineingeraten war: der Anführer der Bande hatte nämlich eine Schwester, die Maria hieß und in die Tom schon seit der dritten Klasse verliebt war, und als die beiden in der siebten Klasse in dieselbe Französischstunde kamen, bemerkte diese, dass sie seine Gefühle erwiderte. Alle beide liebten sie Roboter und wollten an derselben Universität studieren. 	I have Tom's address here somewhere. 	495	As the cashier turned to click on some keys, Tom thought back to how he got himself into this mess. The leader of the gang has a sister named Mary, who Tom has had a crush on since third grade. And ever since they were placed in the same French class in seventh grade, she realized that she liked him back. They both shared a love for robots and languages, and wanted to go to the same college. 	822
Es mutet wie etwas aus der Zukunft an: ein Fahrrad, das auf dem Wasser fährt. 	I shared my suspicions with Tom. 	696	It looks like something out of the future—a bike that skates on water. 	683
Es gab eine große Schneeballschlacht. 	My signature was forged. 	121	There was a big snowball fight. 	44
Alex konnte sich nicht entscheiden, auf welche Toilette sie gehen sollte. 	I've never drunk alcohol before. 	983	Alex couldn't decide on which bathroom to go into. 	878
Tom weiß, dass er es schaffen kann. 	Things aren't as bad as Tom thinks they are. 	299	Tom knows he can do it. 	106
„Wie lange hast du dafür gebraucht?“ – „Nur eine halbe Stunde.“ 	She lives in Madrid. 	207	"How long did it take you to do that?" "Only thirty minutes." 	488
Kauf zwei Flaschen Olivenöl, wenn du zum Supermarkt fährst. 	That's why we love Tom so much. 	888	Buy two bottles of olive oil when you go to the supermarket. 	770
Der Satz ist korrekt. 	How did Tom know about our plan? 	656	The sentence is correct. 	30
Toms Kinder sprechen nur Französisch. 	Mary lacks the teaching materials she needs to give a decent class. 	245	Tom's children can only speak French. 	533
Wer ist Peter? 	It's a miracle she's still alive after that fall. 	13	Who's Peter? 	76
Tom arbeitet an seiner Rede. 	This isn't my daughter. 	926	Tom is working on his speech. 	190
Es würde mich überraschen, wenn es dazu käme. 	All psychiatrists support their patients. 	837	I'd be surprised if that happened. 	213
Das Gehirn befindet sich im Kopfe. 	Amsterdam is amazing! 	760	The brain is inside the head. 	656
Es kam zum Kampf. 	What are you trying to say, kitty cat? I don't understand you. I don't speak Cat. 	772	A fight ensued. 	847
Tom spricht heute Abend mit euch. 	Can you tie a tie? 	290	Tom will speak to you tonight. 	663
Ich wünschte, ich hätte dir mehr bezahlen können. 	Our website is down again. 	913	I wish that I could've paid you more. 	763
Sie wohnt in Madrid. 	Tom is asleep. Should I wake him? 	575	She lives in Madrid. 	196
Ich bin nicht gefahren, weil ich krank war. 	Maybe we ought to find who did this. 	436	I didn't go because I was sick. 	141
Ich habe 15 Jahre als Lehrer gearbeitet. 	Tom donated his winnings to charity. 	77	I worked as a teacher for fifteen years. 	359
Mein einziges Kriterium für mein Auto war die Beschleunigung. 	Are you all busy now, Tom? 	163	My only critique for my car was its acceleration. 	879
Wenn Elefanten kämpfen, ist das Gras am Ende immer plattgetrampelt. 	The soldier was young. 	158	When elephants fight, the grass always ends up getting trampled. 	844
