source_sent	target_sent	target_id	gold_sent	gold_id
Na tapande, abungbi ti vorongo mingi amaï tënë ti mango na bê na mbeni ye so ayeke na ngangu mingi.	THE THREAT: Papyrus and parchment were the primary writing materials used by Bible writers and copyists.* (2 Timothy 4:13) How did those materials put the Bible’s survival in jeopardy?	528	The result is the enormous diversity of religious views found worldwide.	79
Me, e yeke na yâ ti mbeni dunia so ayeke pusu e ti sara ye so ayeke na lege ni ape.	Be Slow to Anger	113	After all, we live in a morally depraved world that pressures us to accept its corrupt standards.	6
So ti tene a lingbi e gi pepe ti hinga gi akozo gere ti afango ye ti Bible wala ti wara gi hingango ye so ayeke polele pepe wala so ayeke gi kete na ndo tâ tene.	What rewards do the prudent reap?	873	This means that we must not be content with knowing just the basic teachings of the Bible or having just hazy or partial knowledge of the truth.	318
Teti so lo nzere na lê ti Nzapa, zo so tënë ayeke na li ti lo pëpe ayeke na beku ti wara fini ti lakue lakue.	(2 Chron. 20:20-27) Is this not a fine example of how to face challenges as God’s people?	687	Having God’s approval, the blameless one is in line for life.	707
Ndani la, ala bâ na nene ni pëpe tënë so lo yeke fa nga ala sara ye pëpe alingbi na gbotongo mê so lo yeke mû.	16. (a) In what ways did Job exercise loving-kindness? (b) How did Job show that he did not withhold forgiveness?	922	So they did not take his preaching seriously and act on his warning message.	481
Ti sala na Jéhovah na bê kue akpengba nga mariage ti e.	It includes the names of anointed Christians still on earth, who have the hope of receiving life in heaven.	275	Serving Jehovah wholeheartedly has also strengthened our marriage.	892
Ti hinga ambeni tënë na ndo ni, bâ chapitre 17 ti buku, Bible afa nyen biani?, so aTémoin ti Jéhovah asigigi na ni	After all, we live in a morally depraved world that pressures us to accept its corrupt standards.	1	For more information, see chapter 17 of this book, What Does the Bible Really Teach?, published by Jehovah’s Witnesses	803
E hinga tongana nyen so Nzapa ayeke mû maboko na e ti ngbâ lakue be-ta-zo?	(Jer. 7:1-4) Earlier, Israelites viewed the ark of the covenant as a charm that would protect them in battle.	453	How do we know that God will help us to remain faithful?	57
Tongana ti so tapande so afa, tongana mbeni mariage atingbi na ngoi ti ngangu, fani mingi, ti kangbi mariage ayeke pepe nzoni lege ti leke kpale ni.	“Keep comforting one another and building one another up.”​—1 THESS.	10	As this experience illustrates, when a marriage encounters rough weather, abandoning ship is rarely the answer.	467
So aye ti tene so azo so Nzapa mveni acréé ala ayeke ngbâ gi lakue lakue na yâ ti siokpari tongaso?	17 The day of one’s baptism is a time for genuine rejoicing.	244	Does that mean that God’s human creation was permanently ruined?	855
“Ala ngbâ ti dë bê ti mba nga ti kpengba mba.”​—1 ATHES.	Beer-sheba	948	“Keep comforting one another and building one another up.”​—1 THESS.	8
Elie ahinga so Elisée ahunda mbeni ye so a yeke gi na Nzapa ti mû ni, me pëpe na lo.	“HAVE YOU SEEN HOW AHAB HAS HUMBLED HIMSELF?”	134	So Elijah modestly replied: “You have asked a difficult thing.	791
13:4). Ye oko, na ngoi so mbeni zo ade maseka, nzara ti bungbingo koli na wali ayeke sara ngangu mingi na ndo ti lo na asara si li ti lo alingbi ti gue kirikiri; na ngoi ni so, a lingbi ti duti ngangu na lo ti bata tere ti lo.	But the greatest one among you must be your minister.	841	(Heb. 13:4) However, during “the bloom of youth”​—the period when sexual feelings become strong and can distort one’s judgment—​it can be a struggle to remain chaste.	125
Tongana e sambela tongaso alingbi ti pusu e ti hunda na Jéhovah ti mû maboko na e ti tene e sara pëpe mbeni tënë wala mbeni ye so alingbi ti ga na zonga na ndo ti iri ti lo so ayeke nzoni-kue.	You see, that is when I thought: These are the true Christians.”	638	Your making such a request may move you to ask Jehovah to help you to avoid doing or saying anything that would dishonor his holy name.	302
Na pekoni, bâ aye so asi na ala.* (1 aCor.	On the other hand, to shun discipline is to reject life.	782	Consider these five ways: 1. Seek God’s help through prayer.	828
Azendo ti zo wa mo lingbi zia bê dä?	20 You can contrast that with the example of King Hezekiah.	298	Whose Promises Can You Trust?	561
Ndia ni amû nga maboko na ala ti hinga so ala yeke lani na bezoin ti ngere so a futa ti zi na azo, so ti tene mbeni sacrifice so ayeke nzoni-kue so ayeke zi asiokpari ti ala biani biani (aGal. 3:19; aHéb.	(Read Matthew 14:25-29.)	409	It also impressed on them the need for a ransom, a perfect sacrifice that would fully cover sin.	650
Yekia wali ti mo na atene ti gonda	In a comfortable setting, tactfully draw out your child. At times, you may be shocked by what he says.	595	Honor your wife with words of appreciation	499
Mbeni mbeti so a kangbi ni mingi tongana ti Bible ayeke dä pëpe.	Nonetheless, he was a prisoner.	763	No book enjoys such a wide circulation as does the Bible.	188
Fade lo yeke mbô ngu ti lê kue na lê ti ala, kuâ ayeke duti ande dä mbeni pëpe; mua, wala toto, wala pasi ayeke duti dä mbeni pëpe.	The Bible, therefore, urges you: “Trust in Jehovah with all your heart and do not lean upon your own understanding.	175	And he will wipe out every tear from their eyes, and death will be no more, neither will mourning nor outcry nor pain be anymore.	48
Na popo ti aye so ahunda na akoli nga na awali ti ala, a yeke wara atene so bazengele Paul atene: “Zia awali amä yanga ti akoli ti ala legeoko tongana ala mä Seigneur. . . .	The following article will address these questions.	700	Among the obligations of husbands and wives are these cited by the apostle Paul: “Let wives be in subjection to their husbands as to the Lord . . .	100
Paul akiri tënë, a tene: “Biani, e so e yeke na yâ ti tente so, e yeke dema, na ye ahon ndo ti e awe; teti e ye pëpe ti zi da ni so na tere ti e, me ti yü mbeni da ni so, si fini amene ye so ayeke kui kuingo.” (2 aCor. 5:4). A-Chrétien so a soro ala ti gue na yayu aye ti kui ape.	Jim, mentioned earlier, began to soften his attitude when an elder took a personal interest in him.	504	Paul was inspired to answer this way: “In fact, we who are in this tent groan, being weighed down, because we do not want to put this one off, but we want to put the other on, so that what is mortal may be swallowed up by life.” (2 Cor. 5:4) They have not lost interest in this life, wanting it to end quickly.	397
Tongaso, Zabolo ayeke dä biani, na lo yeke pëpe sioni so ayeke na yâ ti bê ti zo.	Jehovah provided him with the spirit he needed to take on his new task and to face coming trials.	808	(Matthew 4:1-4) So the Devil is not imaginary, nor is he just a symbol of evil.	710
