source_sent	target_sent	target_id	gold_sent	gold_id
(Eksodo 3:13-15, NW) Te awe Yehova ta e nòmber pa kua Dios ta konosí serka su sirbidónan rònt mundu.—Isaias 12:4, 5; 43:10-12, NW.	7, 8. (a) How was Jehovah’s humility manifest in his dealings with Manasseh? (b) In what way does Jehovah, as well as Manasseh, set an example for us to follow in showing humility?	98	(Exodus 3:13-15) Jehovah is still the name by which God is known to his servants around the earth.​—Isaiah 12:4, 5; 43:10-12.	874
El a koperá plenamente segun ku e miembronan di e kuerpo gobernante tabata skucha e asuntu, a tuma un desishon i a asigná é komo un di nan mensaheronan. (Echo.	Then “he took the children into his arms and began blessing them, laying his hands upon them.”	117	He cooperated fully as its members listened to the matter, reached a decision, and assigned him to be one of their messengers.	843
Si ta asina, bo por konta ku e respaldo di Dios i bo por ripití e palabranan aki di e salmista: ‘Mi yudansa ta bin for di Yehova.’—Salmo 121:2.	They were attracted by the projector light and got stuck in the projector.	468	If you are, you can be confident of divine support and can echo these words of the psalmist: “My help is from Jehovah.”​—Psalm 121:2.	924
Mas i mas eksperto ta mira e problema serio aki di salú públiko no djis komo un problema “puramente sikológiko.”	How can we manifest patience in harmony with James’ counsel?	279	Increasingly, this serious public-health problem is not considered to be “strictly psychological.”	56
8 Si nos no tene kuidou, fásilmente nos por pèrdè nos apresio pa e bondat di Yehova. Dikon?	Man​—The Greatest Predator	916	8 Why should we remain alert to the danger of losing our appreciation for Jehovah’s goodness?	69
No keda kontentu ku djis ún flor di e bèrdat. . . .	It was insult, outrage, public humiliation all combined.”​—2 Samuel 10:1-5.	737	Be not content with one flower of truth. . . .	276
I aunke algun di e ideanan akí riba nan mes no tabata kontra siñansa di Beibel, nan tabata kousa desunion; nan tabata pone hende debatí i pleita tokante palabra, kreando asina un ambiente insaludabel entre e kristiannan.	Theophilus, a Christian elder, points to planning as a habit that helps him to be effective.	258	They resulted in bickering and arguing over words, creating a spiritually unhealthy atmosphere.	583
(Salmo 65:6) Sí, haltu i su so riba Africa, Kilimanjaro ta pará como un testimonio sublime dje poder dje Magnífico Creador.	God’s purpose is to rescue us from our current existence of pain and futility so that we can “get a firm hold on the real life” that God originally purposed for his human creation.​—1 Timothy 6:19.	969	(Psalm 65:6) Yes, high and alone above Africa, Kilimanjaro stands as a lofty testimony to the power of the Grand Creator.	225
Ki un demostrashon maravioso di loke Hesus lo hasi den e mundu nobo!	We should never be self-sparing or lazy in doing so.	225	What a heartwarming foregleam of what Jesus will do in the new world!	832
Mi a splika nan ken nos tabata, i finalmente nan a laga nos bai.”	Good friends also contribute to a satisfying and meaningful life.	344	I explained who we were, and they eventually let us go.”	833
Wèl, masha lihé nos por lubidá e obranan di bondat ku otro hende ta hasi pa nos.	5 Paul compared the Memorial to a communion meal in ancient Israel.	310	How quickly we can forget the kind deeds others do for us!	339
Sin embargo, hende tin ideanan kontradiktorio tokante ken Hesus tabata.	Messianic Credentials	858	Yet, there are conflicting ideas about who Jesus was.	673
Pero tabatin kaso kaminda e shimis di brùit i di e bruidsmeisje-nan tabata inmodesto, demasiado eskotá òf transparente.”	“But to the extent we curb such abuse, we will reap a rich harvest of healthier babies, less violence and crime, lower taxes, reduced health care costs, higher profits, better-educated students and fewer AIDS cases.”	788	There have been cases, though, when the gowns of brides and bridesmaids were immodest, being very low-cut or see-through.”	741
Otronan no a hasi kos dje malu ei, pero kisas ketu bai nan ta preokupá, pensando ku algun di e desishonnan ku nan a tuma den bida no tabata dje bon ei.	You can see evidence of the deep moat that surrounded the ancient city; and if you listen carefully, you can hear the gentle tick tick tick of chisel on wood.	32	Others have not done anything so bad, but they wonder whether some of their choices in life were really the best.	389
Míles di hende ta hañando felisidat den un bida di “santidat akompañá pa kontentamentu”	9:49, 50​—Why did Jesus not prevent a man from expelling demons, even though the man was not following him?	943	Thousands are finding happiness in a life of “godly devotion along with self-sufficiency”	725
BO POR KONTESTÁ?	But they are not able to do so.	638	CAN YOU ANSWER?	498
Pero mayornan interesá tin cu haci sigur cu no ta nan yunan ta esnan cu nan ta sacrificá.	□ Send me a copy of the brochure Does God Really Care About Us?	260	But caring parents need to make sure that it is not their children who are sacrificed.	880
Lemuel su mama ta cuminsá cu diferente pregunta cu ta lanta nos interes: “Kico mi ta bisando, o mi yu, i kico, o yu di mi barica, i kico, o yu di mi votonan?”	They may give you some useful ideas.	379	Lemuel’s mother begins with several questions that heighten our interest: “What am I saying, O son of mine, and what, O son of my belly, and what, O son of my vows?”	728
Violencia Contra Hende Muher	Even in the account of her family’s visit to the temple when Jesus was 12 years old, Luke quotes the words of Mary, not those of Joseph.	709	Violence Against Women	252
Konsiderá atrobe e tres situashonnan ku nos a menshoná anteriormente.	We have a higher morality, a godly morality.	272	Consider again the three scenarios we mentioned earlier.	345
(Mat. 16:13-15) Imitá su ehèmpel.	Such sensitive ones might have felt instinctively offended at seeing their Jewish brothers in Christ eating such food.	73	(Matt. 16:13-15) Imitate his example.	178
E israelitanan no a scoge Jehova como nan Dios; mas bien, Jehova a scoge nan pa efectuá su propósito, i esei tabata pa prepará e caminda pa e Mesías.	They objected at least 50 times.	404	The Israelites did not choose Jehovah as their God; rather, Jehovah chose them to accomplish his purpose—that is, to prepare the way for the Messiah.	450
Naturalmente, ta masha poko biaha un solo kòmbersashon ta kambia bida di un hende. Pero tur dia nos ta haña oportunidat di animá i fortalesé otro hende.	Soft Drinks in the Mexican Diet	635	Of course, rarely does a single conversation change someone’s life, but each day, we have opportunities to encourage and strengthen others.	191
Sírkulo di koló	Is the employee asked simply to deliver or put in place new chairs on an occasion or to render human service, such as a fireman’s putting out a fire in a church before it spreads?	732	Color wheel	232
Fárao su palabra tabata lei; el a goberná pa medio di dekreto.	With good reason, then, we who love the light lift up our hearts in praise to Jehovah and say with the psalmist: “Jehovah is the stronghold of my life.	538	Pharaoh’s word was law; he ruled by decree.	581
4 Abo a yega di sinti ku e responsabilidatnan ku bo tin den Dios su sirbishi ta muchu hopi pa bo?	These hypocritical Christians who claim to be followers of Christ are really part of the “seed” of Satan the Devil.​—Gen. 3:15.	911	4 Have you at times felt somewhat overwhelmed by challenges or responsibilities in God’s service?	504
Mi a haña un crísis nervioso i a purba mata mi mes.	These difficulties were like thorns that troubled him deeply because they affected the people’s relationship with Jehovah.	749	I had a complete breakdown and tried to take my life.	243
3 E guera dje gran dia di Dios ta yegando mas i mas cerca.	Rather than toiling for money, he began to put spiritual values first in his life.	173	3 The war of God’s great day is drawing ever closer.	763
Cheri a sigui bai e reunionnan, pero na 2005 el a firma un kontrakt pa produsí dos pelíkula di taya na China, i p’esei e mester a bai biba bèk na Hong Kong.	Gilbert heard the challenging response: “The harder you work, the more you will get back, and the quicker you will do it.”	480	But in 2005, she signed a contract to produce two epic films in China, making it necessary for her to return to Hong Kong.	370
Durante e proseso largu, eksitante i importante aki di kria un mucha, mayornan kristian sabí lo dediká tempu na resistí e influensianan negativo ku ta menasá kurason di nan yu.	Mt. Carmel	570	During the long, eventful process of rearing a child, wise Christian parents will have to devote time to warding off the negative influences that threaten their child’s heart.	383
Semaias a bisa Nehemias: “Laga nos reuní den e kas di Dios, den e tèmpel, i laga nos sera e portanan di tèmpel, pasobra nan ta bin pa mata bo.”	(2 Corinthians 4:4) Satan has brought into question the righteousness of God’s rule.	82	Shemaiah said to Nehemiah: “Let us meet by appointment at the house of the true God, within the temple, and let us close the doors of the temple; for they are coming in to kill you.”	661
Críticonan di arte a cuminsá ripará mi obranan, sin embargo mi tabata pinta pa mi propio satisfaccion, no pa show mi pinturanan na otro hende.	Why this speculation about Armageddon?	941	Art critics began taking notice of my work, yet I painted for my own satisfaction, not to show my paintings to others.	481
Bo por mira evidencia dje canal hundu cu tabatin rond dje stad antiguo; i si bo scucha bon, bo por tende e tik tik tik suave di beitel riba palu.	“God opposes the haughty ones.”​—JAMES 4:6.	637	You can see evidence of the deep moat that surrounded the ancient city; and if you listen carefully, you can hear the gentle tick tick tick of chisel on wood.	13
Hesus A Usa un Par di Hende pa Alimentá un Multitut, 15/7	In that way your faith will enable you to withstand what might be like the winds of false teachings.​—Jer. 17:5-8.	789	Beware of Intentions of Heart, 2/15	462
