source_sent	target_sent	target_id	gold_sent	gold_id
Em i tok: “Yupela snek nogut. God bai i kotim yupela na bai yupela i go long [Gehena]?”	Mom and Dad were comforted to learn that the Bible says that the dead are asleep and that there will be a future resurrection.​—Eccl. 9:5, 10; Acts 24:15.	351	“Serpents, offspring of vipers,” he says, “how are you to flee from the judgment of Gehenna?”	136
Mi save kisim amamas taim mi mekim sampela wok long dispela gaden.	The book answered just about every question that I had about being a youth.”	392	I feel like a different person after such exercise.	66
Roald i tok: “Long kirap bilong dispela wik, mi amamas olsem mi inap stretim ol wok bilong mi na mi inap insait long dispela spesel wok inap 1-pela wik olgeta.”	Instead, he paces the floor, weeps, and cries out: “My son Absalom, my son, my son Absalom!	697	“At the start of that week,” recalls Roald, “I felt quite satisfied that I had managed to arrange my affairs in such a way that I could share in this special activity for a whole week.”	315
Bihain san i lait!	Setting spiritual goals for himself had a stabilizing effect on Geoffrey, a longtime special pioneer in an isolated territory in an Asian country.	984	At last, the sun came out!	990
Ol Talatala i strongim ol Waldens long kirapim wok bilong tanim Baibel i go long tok Frans, em namba wan taim long mekim olsem.	On the return trip, I prayed all the way, for it was now dark.	370	Protestants encouraged the Waldenses to sponsor the first translation of the Bible from the original languages into French.	261
Long 1930 samting, ol samting i kamapim klia tru olsem God i wok long singautim “ol arapela sipsip” long kam lotuim em.	“The things you heard from me . . . , entrust to faithful men.”​—2 TIM.	672	In the 1930’s, it became evident that the “other sheep” were being gathered in.	564
Mi laikim tru ol pasin bilong ol.	Humility is required of all true worshippers and brings great rewards.	981	I was impressed by their way of life.	703
Yu ting i gat rot bilong pinisim sik bilong gam?	This compassionate God promises: “I reside . . . with the one crushed and lowly in spirit, to revive the spirit of the lowly ones and to revive the heart of the ones being crushed.”​—Isaiah 57:15.	871	Is gum disease treatable?	244
Yu laik bihainim wanem kain tingting?	What firm stand did the Bible Students take with regard to the sacredness of life?	938	Regarding ‘the spirit we show,’ what are you personally determined to do?	239
“I gat wanpela gutpela rot long save long ol gutpela samting na ol samting nogut i bin painim wanpela lain, na long kisim save long ol pasin ol i bihainim, na ol bilip na tingting bilong ol, em long rot bilong skelim gut tok ples bilong ol.”​—⁠MARTÍN ALONSO.	5 Let us now examine features of the 72nd Psalm with a view to learning about blessings under the rule of Jesus Christ, the Greater Solomon.	848	“No history can give us an idea so exact of the vicissitudes of a people, of their social organization and their beliefs and feelings, as an analysis of their language.”—MARTÍN ALONSO.	696
Lista i gat mak bilong ol wan wan laithaus, na tu, kain sain, olsem signol bilong lait.	Respect is in the eye of the beholder.	603	The list set out the characteristics of each lighthouse, including its unique signal.	213
Em i King bilong Kingdom bilong God, na klostu nau dispela Kingdom bai pinisim olgeta gavman i birua long laik bilong God, na em bai stretim olgeta hevi bilong ol man.	Chopsticks and Chinese food go well together because the food is usually cut into bite-size pieces.	587	He is the ruling King of God’s Kingdom, which very soon will eliminate all rulerships opposed to God’s will, and he will solve all problems of mankind.	343
(Song 40:11) Long nau, Devit i stap long tingting bilong Jehova​—⁠em i wanpela bilong ol gutpela man na meri ol i bilong kisim “kirap bek . . . i gutpela moa.”	How does Jehovah show loving concern for the way his sheep are treated?	797	(Psalm 40:11) Counted among the faithful men and women to whom “a better resurrection” is promised, David is presently secure in Jehovah’s memory as one who will receive that reward.	678
Sampela i bin mekim dispela askim bihain long wanpela bikpela bagarap o taim ol yet i karim bikpela hevi na ol i no save i gat wanem as na God i no bin helpim ol.	(2 Timothy 3:16) Expressing his feelings about God’s Word, the psalmist David wrote: “To me how precious your thoughts are!	944	Others have voiced the question after a widespread calamity or when they personally felt hard-pressed and could not understand why God did not intervene.	457
(Saveman 11:⁠1, 6) Tru tumas, “mekim wok long planti hap,” na planim planti “kaikai,” olsem Pol na Jisas i bin mekim bipo, na ol dispela Witnes long nau i save mekim long Meksiko long ol man i mekim tok Inglis.	“Teach me to do your will, for you are my God.”​—PS.	667	(Ecclesiastes 11:1, 6) Yes, zealously “send out your bread” upon many waters and “sow your seed” generously, as did Paul and Jesus and as do these modern-day Witnesses in Mexico’s English-speaking field.	322
“Wok Yet Long Karim Planti Kaikai”	That did it!	31	Why We “Keep Bearing Much Fruit”	784
Tasol rait na toksave long mipela long hap yu bai stap long en, na mipela bai i makim dispela olsem asainmen bilong yu.”	• Why should we serve God with humility and modesty?	625	Just write to us and tell us where you are, and we’ll assign you.”	905
12 Song 119:105 i tok tu olsem ol tok bilong God i olsem lait bilong soim rot long yumi.	Then we ate some soup and bread and went to sleep​—exhausted.	244	12 Psalm 119:105 also states that God’s utterances can light our roadway, illuminating the path ahead.	677
Jisas em i strongpela man bilong autim gutnius na em i lainim ol narapela long mekim wankain wok	But with the help of my friends in the congregation, I was finally able to break free. I quit overdrinking and taking drugs.	924	Jesus was a zealous evangelizer and trained others to do the same work	417
Jisas i no kisim sin long wanpela papa bilong graun, olsem na taim em i dai, em i no dai long sin bilong em yet, nogat, em i dai bilong baim bek sin bilong ol narapela.	The fine and altruistic work of such people is indeed appreciated by many prisoners.	467	Since Jesus did not inherit imperfection from a human father, he died, not because of his own sins, but for the sins of others.	145
Taim mi kisim sampela save moa long Baibel, mi kliagut long tingting bilong Jehova long marit em i samting holi, na long stiatok bilong Baibel i stap long 1 Korin 7:​13, em i tok: “Sapos wanpela meri i marit na man bilong en i no bilip long Krais, na sapos man i laik i stap wantaim em, orait meri i no ken lusim man.”	While not immediately revealing his identity, he maneuvered events to ensure that they were well cared for and had food to take back to their aging father.	443	As I progressed spiritually, I came to appreciate Jehovah’s view of the sacredness of marriage, including the Bible principle found at 1 Corinthians 7:13, which says: “A woman who has an unbelieving husband, and yet he is agreeable to dwelling with her, let her not leave her husband.”	103
Tasol yumi ol Kristen tru i stap namel long ol lain bilong graun i save mekim ol kain kain pasin nogut, olsem na yumi save, i gat sampela traim bai painim yumi.	MARRIAGE AND FURTHER PRIVILEGES	946	However, as true Christians living in a depraved world, all of us can expect to be tempted sooner or later.	246
God i Ting Olsem Wanem Long Pait na Bagarapim Man?	Another Akan proverb states: “If you run away from God, you are still under him.”	822	How Does God Feel About Violence?	994
Sapos papa o mama i kros long pikinini, dispela inap strongim dispela tingting bilong pikinini olsem em i no gutpela.	Today, people think nothing of boarding an airplane and flying from one continent to another.	498	If a parent overreacts, he may reinforce negative thinking in his child.	933
Mi stap long haus misineri long Lahore wantaim 3-pela brata i mekim wok misineri.	Anyone can momentarily waver in his trust in Jehovah.	312	I was based at a missionary home in Lahore, along with three other missionary brothers.	164
Na sapos yumi stap strong long bilip, bai yumi stap na lukim wanpela bikpela wok tru Jehova bai mekim, winim ol wok bipo em i bin mekim!	A father named Vladimir, who lost his son five years earlier, explained that he still finds it too difficult to speak about his son.*	958	And if we endure together in faith, we will live to see Jehovah’s most spectacular and glorious acts in all history!	98
Mipela i mekim wok olsem helpim bilong wasman sekit na mipela i helpim tu long ol kibung.	So the spirit “returns to the true God” in the sense that any hope of future life for that person now rests entirely with God.	528	We did substitute circuit work and convention work.	550
Wells i lukim olsem dispela marasin i mekim na ol man i rapim strong lek bilong ol long fom tasol ol i no pilim pen liklik.	What did Jesus do for mourning ones, and why?	935	Wells noticed that a person under its influence scraped his shin on a heavy bench and yet showed no signs of pain.	263
Yu inap mekim wanem sapos yu luksave olsem yu no save kisim gutpela slip?	ROMANIA	162	So, what can you do if you realize that you have a problem getting enough sleep?	224
12 Olsem wanem? Yu save sakim ol samting bilong dispela graun i laik pulim yu na yu stap gut long God maski ol man i biruaim yu na mekim nogut long yu?	This leads to mutual respect.	590	12 Do you resist the allure of the world and prove faithful despite ridicule and opposition?	222
