source_sent	target_sent	target_id	gold_sent	gold_id
Yu Lainim Wanem Samting?	13, 14. (a) On what occasion are the Jews seeking to get hold of Jesus? (b) Why do the officers fail to arrest Jesus?	742	What Did You Learn?	695
Long tok piksa, olgeta yangpela meri i kirap taim ol i harim dispela singaut: “Man i laik marit em i kam!”	Otto Kuglitsch, who now serves with his wife, Ingrid, at the branch office in Germany, was the key man for these operations.	715	In the parable, all the virgins responded to the nighttime shout: “Here is the bridegroom!”	159
“Olgeta wan wan i mas wok long tingim ol samting bilong helpim narapela, na ol i no ken tingting long ol samting bilong helpim ol yet.”—1 Korin 10:24.	The Bible, in another context, encourages us to “widen out” in our associations.	225	“Let each one keep seeking, not his own advantage, but that of the other person.”​—1 Corinthians 10:24.	864
Bihain, José i wokim disisen long senisim sindaun bilong em na em i wok strong long lainim gut tok bilong Baibel.	The Bible reveals that at least some angels have personal names.	597	Eventually, José decided to change his lifestyle and took a serious interest in studying the Bible.	432
(Song 1:​1, 2) Taim yumi kaunim Baibel long olgeta de, dispela bai mekim yumi “amamas,” long wanem, em i givim nupela strong long yumi, na yumi redi long bihainim yet rot Kristen bilong yumi.	Upon his baptism in 29 C.E., Jesus became King-Designate in the line of David.	147	(Psalm 1:1, 2) Reading God’s Word daily will bring us the “happy” result of being truly refreshed and reinvigorated, prepared to continue our Christian course.	632
Mi gat sik bilong bun i bruk nating nating.	Another lesson we can learn from this account is that we should have compassion for those who are grieving over the death of their loved ones.	159	You see, I suffer from a condition called osteogenesis imperfecta, better known as brittle bone disease.	523
(Jeremaia 17:9; Efesus 2:​12; 4:​18; Kolosi 1:​21) Bilong kamap pren bilong God, tingting bilong yumi i mas lain long bihainim tingting bilong God.	He noted that peace reigned and said that he had nothing to do.	973	(Jeremiah 17:9; Ephesians 2:12; 4:18; Colossians 1:21) To gain God’s friendship, we must learn to pattern our thinking after God’s ways.	44
(Song 26:12; Luk 2:​36, 37) Ol miting em wanpela bikpela rot bilong yumi ken kisim ol kaikai bilong spirit.	PAGE 8 • SONGS: 36, 69	209	(Psalm 26:12; Luke 2:36, 37) Meetings are an important way in which we are fed spiritually.	126
Laip Stori	My father regularly beat my mother in front of me and my siblings.	439	Life Story	388
Dispela i helpim yu yet, na i mekim Jehova na ol wanbilip Kristen i amamas!​​—⁠Sng. 110:​3, NW.	I drank heavily, often until I was unconscious.	567	You benefit yourself, and you delight Jehovah and your fellow Christians!​—Ps. 110:3.	909
