source_sent	target_sent	target_id	gold_sent	gold_id
Alás nueve ya acabá el party.	I'm sorry, but I'll have to go home now.	685	The party finished at nine.	394
A las siete le pirmi ta salé na casa.	She squeezed the juice from many oranges.	939	He always leaves home at seven.	251
Amó aquel de tuyo plano?	The ceiling fan is on.	796	Was that your plan?	363
Andá yo jugá afuera. Siguí tu cumigo?	Tom knows what I did.	750	I'm going outside to play. Are you coming with?	362
Antes más ta preferí yo el cha negro que el café, pero recientemente ta bebé ya yo un buen cantidad de ambos dos.	I don't want to scare you.	153	I used to prefer black tea to coffee, but recently I've been drinking a good amount of both.	614
Aparte de vos, todo kita pobre.	You're prettier than her.	589	Apart from you, we are all poor.	845
Aqui yo ta trabajá.	Didn't you know that he passed away two years ago?	666	I work here.	709
Ay acabá tu cortá cun el magá pono aquí?	I didn't pay attention.	668	Are you going to cut down all the trees here?	754
Ay discutí kitá cunese luego.	Nobody understands you.	166	We will discuss that later.	419
Ay llamá yo cuntigo mediodía.	I saw a dog.	951	I'll call you at noon.	792
Ay man miss yo cun ustedes todo.	Every morning, I eat honey for breakfast.	433	I will miss you all.	564
Ay quedá tu famoso.	Do you know what to bring?	758	You will be famous.	676
Ay quedá yo na casa.	Don't forget to give us a ring when you arrive in Kyoto.	140	I'll stay home.	124
Ay tené gayót yo mucho cuidáo.	They like fruit.	736	I will be very careful.	949
Bien bueno manejá si Tom.	The moon's so bright.	15	Tom is a pretty good driver.	27
Bien claro el luna.	She bought a chicken.	903	The moon's so bright.	14
Bien sensitivo yo na calor.	When will you go to school?	462	I am very sensitive to heat.	95
Borles el mujer.	Is Tom in charge?	248	The woman is naked.	714
Busy yo este día.	Many stars were shining in the heavens.	583	I've been busy today.	276
Caliente el cha.	How much does this hat cost?	467	The tea is hot.	588
Casáo kamé de Tom.	What is your name?	490	Tom and I are married.	474
"Casáo ya yo", ya contestá si Mary.	Do you know what Tom did yesterday?	227	"I'm already married," replied Mary.	57
Cascá dos ságuing.	There is no smoke without fire.	168	Peel two of the bananas.	482
Colorao de suyo maga uñas.		992	Her nails are red.	193
Color verde el falda.	I know you're angry.	778	The skirt is green.	736
Cosa ay pasá cumigo?	I have to open the window.	614	What'll happen to me?	946
Cosa cuntigo ya hablá?	There's a dictionary on the desk.	860	What were you told?	309
¿Cósa de usted nombre?	Tom is a pretty good driver.	14	What is your name?	246
Cosa el color de tuyo pelo?	I have to drink.	625	What color is your hair?	470
¿Cósa el de tuyo etnia? ¡Zamboangueño!	I asked him if he was busy.	964	What is your ethnicity? Zamboangueño!	290
Cosa el noticia?	I cook well.	431	What's the news?	164
Cosa el precio desté reloj?	Did you leave the window open?	917	What is the price of this watch?	690
¿Cósa hora vos usualmente ta salé na casa?	After lunch, I returned to the office.	59	What time do you usually leave home?	300
Cosa tu hacé luego de noche?	I don't mind if you smoke.	669	What are you going to do tonight?	923
Cosa tu hacé si nuay yo?	Do you know where Tom was hiding?	231	What would you do without me?	114
Cosa tu mas quiere, carne o pescáo?	Mary heard you.	954	Which do you like better, meat or fish?	425
Cosa tu ta esperá?	We need to find Tom.	606	What are you waiting for?	41
Cosa ya man ya pasá cun tuyo perro?	Do you know what Tom wants?	759	What's become of your dog?	583
Cristiano si Barack Obama.	I am to blame.	484	Barack Obama is a Christian.	732
Cuando cinco años pa lang yo, quiere yo quedá un motorista de bus.	The tree is burning.	275	I wanted to be a bus driver when I was five.	166
Cuando tu andá na Armenia?	His house is on the other side of the bridge.	521	When will you go to Armenia?	840
¿Cuándo?	What are you waiting for?	36	When?	854
Cuanto cebollón?	Is that blood?	242	How many onions?	671
Cuanto el un kilo de uvas?	How are you?	725	How much is a kilo of grapes?	545
¿Cuánto este sombrero?	I have to see it!	622	How much is this hat?	765
¿Cuánto?	Tom came home pretty late last night.	411	How much?	301
¿Cuántos años ya evos?	This man's shouting at me!	810	How old are you?	704
"¿Cuántos años ya tú?" "Yo diecisiete años ya."	I want you to want me.	745	"How old are you?" "I'm already 17 years old."	538
"¿Cuántos años ya usted?" "Diecisiete años ya."	I've never been to Spain.	81	"How old are you?" "I'm already 17 years old."	898
"¿Cuántos años ya vos?" "Diecisiete años ya."	I have to find it.	619	"How old are you?" "I'm already 17 years old."	411
Cují cunaquel pato y después llevá aquí.	The new sang'gres, keepers of the four gems, were revealed on April 4, 2016.	994	Catch that duck and bring it here.	376
Dale cumigo el vino.	I have to stay.	136	Give me the wine.	315
Dale yo cuntigo prestá este libro.	I have been smoking since I was nineteen.	809	I'll lend you this book.	836
Day off de suyo mañana.	Tom was a witness to the accident.	834	Tomorrow is his day off.	127
De mio aquél pantalón.	I am tired.	437	Those are my pants.	943
De mio quel boss aquel coche na ya mirá tu ara lang.	I've changed my job.	334	The car you saw a while ago is my boss'.	890
De quien esté lápiz?	Why does Tom work at home?	697	Whose pencil is this?	208
De quien esté vino?	"I'm already married," replied Mary.	21	Whose wine is this?	941
Descansá kitá na jardín embés allá adentro.	She reported the news.	973	Let's take a rest in the garden instead of indoors.	495
Después comé mediodia ya virá yo na oficina.	Children like climbing trees.	735	After lunch, I returned to the office.	32
De tuyo esté lápiz?	She is giving the baby a bath.	254	Is this pencil yours?	502
De tuyo esté páyung?	I don't want to wait.	151	Is this your umbrella?	174
De tuyo estos las cosas?	Tom called the cops.	348	Are these your things?	224
Diútay el tenedor.	I caught him stealing the money.	896	The fork is small.	930
Dol puerco si Tom si ta comé.	Your daughter is very pretty.	407	Tom eats like a pig.	706
Donde el baño?	No one can say.	165	Where is the bathroom?	481
Donde el CR?	I left your umbrella in the bus.	341	Where's the restroom?	397
Donde el cuchillo?	He asked for a lot of money.	962	Where's the knife?	752
Donde el ponô?	Didn't you learn that in school?	167	Where is the tree?	641
Donde el presidente?	The trees are green.	875	Where's the president?	817
Dos barco de pasajero ya sumí.	Tom's medication's not in the bathroom.	518	Two passenger ships were sunk.	320
Dos veces yo ya andá na América.	Open your eyes, please.	534	I have been to the U.S. twice.	629
El Dios lang sabe!	We want to learn some Spanish songs.	732	God only knows!	725
Ele na hospital.	Do you know why Tom doesn't want to go to Boston with us?	236	He's in the hospital.	739
El maga usuarios de Tatoeba ta llamá Tatoebians.	He is sometimes absent from school.	862	The users of Tatoeba are called Tatoebians.	825
