Text	Wiki_ID	Wikidata_ID	Source
gen	None	Q5555008	OpenTapioca
gen	None	Q5555008	OpenTapioca
gen	None	Q5555008	OpenTapioca
lòt	None	Q220998	OpenTapioca
paske	None	Q21196	OpenTapioca
Di (adjektif)	58591	Q12889562	Wikipedia
Di (vèb)	58592	Q12889565	Wikipedia
Mo	None	Q28	OpenTapioca
feu	None	Q188063	OpenTapioca
lòt	None	Q220998	OpenTapioca
gen	None	Q5555008	OpenTapioca
Dikte	None	Q1225372	OpenTapioca
Pale	None	Q90	OpenTapioca
Pase	None	Q21196	OpenTapioca
Gide	None	Q47484	OpenTapioca
Mo	None	Q28	OpenTapioca
gen	None	Q5555008	OpenTapioca
fòm	None	Q18640	OpenTapioca
pous	None	Q19546	OpenTapioca
pous	None	Q19546	OpenTapioca
Depi	None	Q990305	OpenTapioca
paske	None	Q21196	OpenTapioca
janm	None	Q86272852	OpenTapioca
Pale	None	Q90	OpenTapioca
Pale	None	Q90	OpenTapioca
Pale	None	Q90	OpenTapioca
Diven (adjektif)	58665	Q12889607	Wikipedia
Diven (non)	58664	Q282	Wikipedia
Divize	None	Q3599064	OpenTapioca
divize	None	Q3599064	OpenTapioca
relijyon	2447	Q9174	Wikipedia
peche	59449	Q65324082	Wikipedia
Bondye	13889	Q190	Wikipedia
krisyanis	1628	Q5043	Wikipedia
lanfè	14584	Q25579773	Wikipedia
Salvadò	None	Q792	OpenTapioca
Henri Salvador	None	Q318060	OpenTapioca
18 jiyè	3323	Q2730	Wikipedia
Kayèn	72051	Q44401	Wikipedia
Frans	14	Q142	Wikipedia
13 fevriye	3537	Q2333	Wikipedia
Pari	2774	Q90	Wikipedia
Frans	14	Q142	Wikipedia
Walt Disney	None	Q8704	OpenTapioca
ayisyen	18660	Q20576938	Wikipedia
rele	None	Q10894691	OpenTapioca
Nan	None	Q34442	OpenTapioca
lòt	None	Q220998	OpenTapioca
bouch	13919	Q9635	Wikipedia
Ayisyen	18660	Q20576938	Wikipedia
kochon	2606	Q787	Wikipedia
likid	61202	Q11435	Wikipedia
lanmè	14586	Q165	Wikipedia
rivyè	3869	Q4022	Wikipedia
oksijèn	3797	Q629	Wikipedia
idwojèn	3778	Q556	Wikipedia
lang franse	4094	Q150	Wikipedia
laten	14605	Q397	Wikipedia
kò	14409	Q170494	Wikipedia
pwatrin	59099	Q12895841	Wikipedia
gen	None	Q5555008	OpenTapioca
Senk	None	Q500664	OpenTapioca
Etazini	None	Q30	OpenTapioca
Nan	None	Q34442	OpenTapioca
Nan	None	Q34442	OpenTapioca
Dominik	None	Q784	OpenTapioca
Dominikani	None	Q786	OpenTapioca
gen	None	Q5555008	OpenTapioca
gen	None	Q5555008	OpenTapioca
gen	None	Q5555008	OpenTapioca
gen	None	Q5555008	OpenTapioca
gen	None	Q5555008	OpenTapioca
gen	None	Q5555008	OpenTapioca
gen	None	Q5555008	OpenTapioca
gen	None	Q5555008	OpenTapioca
gen	None	Q5555008	OpenTapioca
òdinatè	61462	Q68	Wikipedia
plas	None	Q23397	OpenTapioca
gen	None	Q5555008	OpenTapioca
gen	None	Q5555008	OpenTapioca
Mo	None	Q28	OpenTapioca
Dyare	None	Q23197695	OpenTapioca
Moun	None	Q23667222	OpenTapioca
sipò	15216	Q25580268	Wikipedia
sekou	15138	Q12897206	Wikipedia
bay	None	Q3715386	OpenTapioca
divize	None	Q3599064	OpenTapioca
plas	None	Q23397	OpenTapioca
sou	None	Q95177431	OpenTapioca
Voye	None	Q34442	OpenTapioca
òdinatè	61462	Q68	Wikipedia
Mo	None	Q28	OpenTapioca
tèt	None	Q404542	OpenTapioca
