Text	Wiki_ID	Wikidata_ID	Source
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
Etazini	15	Q30	Wikipedia
