source_sent	target_sent	target_id	gold_sent	gold_id
Abierto el puerta.	Do you know when his plane is arriving?	251	The door is open.	505
Abordo si Tom naquel barco?	Tom is going to Boston next month.	427	Is Tom aboard that ship?	265
Agrio el fruta.	The bus went over the cliff.	904	The fruit is sour.	533
Alás nueve ya acabá el party.	It's not done yet.	180	The party finished at nine.	92
Alcanzá cumigo el vino.	Is it going to rain?	430	Give me the wine.	697
Allergic yo na maíz.	You dropped your pencil.	903	I'm allergic to corn.	965
Alto esté ponô.	I won't be there.	434	This tree is tall.	892
Amó aquel de tuyo plano?	The cat sleeps on the chair.	815	Was that your plan?	345
Amó se cosa tu ya hablá?	I am a masseur.	323	Is that what you said?	348
Aparte de usted, todo kita pobre.	Who are you?	753	Apart from you, we are all poor.	631
Aquí yo ya dejá de mío bag.	Give me back the TV remote.	516	I left my bag here.	778
Aumentá un poco leche.	He bought a newspaper.	911	Add a little milk.	226
Ay cumprá yo un calendario.	Do you know what Tom wants?	781	I'll buy a calendar.	937
Ay dale yo cuntigo un bike na de tuyo cumpleaños.	It's not good to count all the things that you have already given.	112	I will give you a bicycle for your birthday.	383
Ay llamá yo cuntigo mediodía.	I'll call you at noon.	14	I'll call you at noon.	14
Ay quedá yo na casa.	This is my brother.	548	I'll stay home.	287
Ayudá cumigo mové cuneste piedra.	I'm sure.	799	Help me move this stone.	512
Baká vené si Jane.	Tom went pale.	974	Maybe Jane will come.	224
Barba cerrada si Tom.	This milk tastes odd.	715	Tom has a full beard.	255
Basta, salé aquí.	Tom is in the warehouse.	289	Just get out of here.	238
Bien diútay gayót este cuarto para kanamon.	You have a sharp sense of direction.	868	This room is too small for us.	342
Bien manada libro si Tom acerca del religión, pero nunca le ya lé kanila.	Let's take a rest in the garden instead of indoors.	58	Tom has a lot of religious books, but he has never read them.	161
Bien pronto crecí el ponô.	Please add more coffee.	426	The tree grows very quickly.	264
Bien suerte gayót kamó tres.	He bumped his head against the ceiling.	946	You three are very lucky.	728
