source_sent	target_sent	target_id	gold_sent	gold_id
Alás nueve ya acabá el party.	I don't know where I am.	685	The party finished at nine.	394
A las siete le pirmi ta salé na casa.	My monkey ran away!	939	He always leaves home at seven.	251
Amó aquel de tuyo plano?	Do you go to school on foot?	796	Was that your plan?	363
Andá yo jugá afuera. Siguí tu cumigo?	I want to be rich.	750	I'm going outside to play. Are you coming with?	362
Antes más ta preferí yo el cha negro que el café, pero recientemente ta bebé ya yo un buen cantidad de ambos dos.	I don't want to scare you.	153	I used to prefer black tea to coffee, but recently I've been drinking a good amount of both.	614
Aparte de vos, todo kita pobre.	It is bad to count all the things that you gave.	589	Apart from you, we are all poor.	845
Aqui yo ta trabajá.	I have no more time to talk with you.	666	I work here.	709
Ay acabá tu cortá cun el magá pono aquí?	Nobody owns the moon.	668	Are you going to cut down all the trees here?	754
Ay discutí kitá cunese luego.	Nobody understands you.	166	We will discuss that later.	419
Ay llamá yo cuntigo mediodía.	I cried all night.	951	I'll call you at noon.	792
Ay man miss yo cun ustedes todo.	Welcome to San Francisco.	433	I will miss you all.	564
Ay quedá tu famoso.	Breathe in deeply.	758	You will be famous.	676
Ay quedá yo na casa.	Don't forget to give us a ring when you arrive in Kyoto.	140	I'll stay home.	124
Ay tené gayót yo mucho cuidáo.	Who are you?	736	I will be very careful.	949
Bien bueno manejá si Tom.	The moon's so bright.	15	Tom is a pretty good driver.	27
Bien claro el luna.	Tom turned on the fan.	903	The moon's so bright.	14
Bien sensitivo yo na calor.	What fruit do you want?	462	I am very sensitive to heat.	95
Borles el mujer.	Is Tom in charge?	248	The woman is naked.	714
Busy yo este día.	A lion is strong.	583	I've been busy today.	276
Caliente el cha.	What do you want?	467	The tea is hot.	588
Casáo kamé de Tom.	Where are you from?	490	Tom and I are married.	474
"Casáo ya yo", ya contestá si Mary.	Do you know what Tom did yesterday?	227	"I'm already married," replied Mary.	57
Cascá dos ságuing.	There is no smoke without fire.	168	Peel two of the bananas.	482
Colorao de suyo maga uñas.	Did you use my knife?	992	Her nails are red.	193
Color verde el falda.	Do you know who that guy is?	778	The skirt is green.	736
