source_sent	target_sent	target_id	gold_sent	gold_id
[Nota] Pa mas informashon tokante di e sakrifisio di reskate di Hesus, wak kapítulo 5 di e buki Kiko Beibel Ta Siña Realmente? publiká pa Testigunan di Yehova.	7, 8. (a) How was Jehovah’s humility manifest in his dealings with Manasseh? (b) In what way does Jehovah, as well as Manasseh, set an example for us to follow in showing humility?	98	(Exodus 3:13-15) Jehovah is still the name by which God is known to his servants around the earth.​—Isaiah 12:4, 5; 43:10-12.	874
Pensamentunan cu ta kita bo trankilidad por poderá di bo asina tantu cu nan lo convencé bo cu bo mester a pasa por alto di algu of cu bo no a haci suficiente pa protehá bo famia.	Then “he took the children into his arms and began blessing them, laying his hands upon them.”	117	He cooperated fully as its members listened to the matter, reached a decision, and assigned him to be one of their messengers.	843
Tin biaha, ora mi mama tabata riba kaminda pa salòn, mi tata tabata kore su tras i rank’é bai kas kuné.	They were attracted by the projector light and got stuck in the projector.	468	If you are, you can be confident of divine support and can echo these words of the psalmist: “My help is from Jehovah.”​—Psalm 121:2.	924
Mi a hasi sigur ku kada un di nan a hasi un orashon personal promé ku nan a bai drumi.	How can we manifest patience in harmony with James’ counsel?	279	Increasingly, this serious public-health problem is not considered to be “strictly psychological.”	56
Ta bon pa pone meta pa opservá tur e esfuerso ku bo kasá ta hasi pa boso famia i gradisié pa eseinan; sea ku nan ta poko òf hopi.—Prinsipio di Beibel: Romanonan 12:10.	Man​—The Greatest Predator	916	8 Why should we remain alert to the danger of losing our appreciation for Jehovah’s goodness?	69
(Job 2:6, 7; Mateo 9:32, 33; 12:22; 17:14-18) Tambe nan por ciega mente di hende.	It was insult, outrage, public humiliation all combined.”​—2 Samuel 10:1-5.	737	Be not content with one flower of truth. . . .	276
Mas importante ku e kosto finansiero di mal uso di alkohòl ta e kosto den sufrimentu humano.	Theophilus, a Christian elder, points to planning as a habit that helps him to be effective.	258	They resulted in bickering and arguing over words, creating a spiritually unhealthy atmosphere.	583
Na prinsipio di siglo 19, ora ku e misioneronan di Sosiedat Misionero di Lònden a yega Tahiti, e pueblo polinesio tabata adorá vários dios.	God’s purpose is to rescue us from our current existence of pain and futility so that we can “get a firm hold on the real life” that God originally purposed for his human creation.​—1 Timothy 6:19.	969	(Psalm 65:6) Yes, high and alone above Africa, Kilimanjaro stands as a lofty testimony to the power of the Grand Creator.	225
Sabiendo cu Satanas ta tratando di venená bo punto di bista i actitud tambe mester hací bo ta cauteloso tocante e música cu bo ta scoge.	We should never be self-sparing or lazy in doing so.	225	What a heartwarming foregleam of what Jesus will do in the new world!	832
Ora e graduadonan kompletá e kurso di ocho siman, ta asigná nan pa sirbi kaminda tin un nesesidat, sea den nan propio pais òf den eksterior.	Good friends also contribute to a satisfying and meaningful life.	344	I explained who we were, and they eventually let us go.”	833
